Tipo,Antiscivolo,Impermeabile,Colore,Stagione,Meteo,TemperaturaPercepita,StagionePrevisione,Punteggio
scarpe aperte,y,n,Chiaro,primavera,pioggia,22,estate,19
scarpe con tacchi,y,n,colorato,primavera_estate,pioggia,23,primavera,23
scarpe con tacchi,y,n,Chiaro,inverno,nuvoloso,19,primavera,14
scarpe con tacchi,y,n,colorato,autunno_inverno,neve,0,inverno,19
stivaletto alla caviglia,y,n,scuro,inverno,soleggiato,5,inverno,19
stivaletto alla caviglia,y,n,scuro,inverno,soleggiato,2,inverno,19
stivaletto alla caviglia,y,y,colorato,autunno_inverno,pioggia,16,autunno,29
stivaletto alla caviglia,y,y,colorato,autunno,nuvoloso,12,autunno,20
scarpa da ginnastica,n,n,colorato,autunno_inverno,soleggiato,3,primavera,17
stivaletto alla caviglia,y,n,scuro,autunno_inverno,soleggiato,28,estate,5
scarpe aperte,y,n,scuro,primavera,pioggia,35,estate,16
scarpe con tacchi,n,n,scuro,autunno_inverno,nuvoloso,14,autunno,19
scarpa classica,n,n,scuro,all,soleggiato,22,primavera,13
stivaletto alla caviglia,y,y,Chiaro,inverno,soleggiato,33,estate,8
scarpa classica,n,y,colorato,inverno,pioggia,17,autunno,25
scarpa da ginnastica,n,n,scuro,estate,soleggiato,26,estate,19
scarpa da ginnastica,n,y,scuro,estate,pioggia,4,inverno,16
stivaletto alla caviglia,n,y,scuro,autunno,pioggia,14,autunno,31
stivaletto alla caviglia,y,y,colorato,autunno_inverno,pioggia,22,estate,22
stivaletto alla caviglia,n,y,Chiaro,autunno,pioggia,17,estate,27
scarpa da ginnastica,n,n,colorato,estate,soleggiato,25,estate,24
scarpa da ginnastica,n,n,scuro,autunno_inverno,nuvoloso,2,inverno,21
stivaletto alla caviglia,y,y,Chiaro,autunno_inverno,soleggiato,31,estate,10
scarpe aperte,n,n,colorato,estate,soleggiato,9,inverno,14
scarpe aperte,n,n,Chiaro,estate,soleggiato,3,inverno,14
scarpe con tacchi,y,n,colorato,autunno_inverno,nuvoloso,17,autunno,19
stivaletto alla caviglia,y,n,colorato,autunno,soleggiato,2,inverno,15
stivaletto alla caviglia,y,y,scuro,autunno_inverno,soleggiato,5,primavera,13
stivaletto alla caviglia,y,y,colorato,autunno_inverno,pioggia,20,estate,22
scarpa da ginnastica,y,y,colorato,primavera_estate,soleggiato,8,primavera,18
stivaletto alla caviglia,y,n,colorato,autunno,pioggia,28,estate,23
stivali,n,n,scuro,autunno,pioggia,11,primavera,27
stivaletto alla caviglia,y,y,Chiaro,autunno_inverno,soleggiato,6,inverno,17
stivaletto alla caviglia,n,n,colorato,inverno,pioggia,13,primavera,25
scarpa da ginnastica,n,n,Chiaro,all,nuvoloso,0,inverno,19
scarpa da ginnastica,y,y,colorato,inverno,pioggia,23,estate,17
scarpa da ginnastica,n,n,colorato,estate,soleggiato,21,autunno,17
scarpa da ginnastica,y,y,colorato,inverno,pioggia,21,autunno,21
scarpa da ginnastica,y,n,Chiaro,all,pioggia,17,estate,22
scarpa da ginnastica,y,n,colorato,autunno_inverno,nuvoloso,32,estate,15
scarpa da ginnastica,y,y,scuro,all,soleggiato,0,inverno,19
scarpa da ginnastica,n,y,scuro,autunno_inverno,nuvoloso,7,inverno,22
scarpa da ginnastica,y,y,Chiaro,all,soleggiato,6,inverno,19
scarpa da ginnastica,n,y,colorato,autunno_inverno,pioggia,8,primavera,21
scarpa da ginnastica,y,y,scuro,primavera_estate,pioggia,19,estate,24
scarpa da ginnastica,y,y,colorato,estate,soleggiato,18,autunno,16
scarpa da ginnastica,y,y,colorato,all,pioggia,27,estate,22
scarpa da ginnastica,y,y,colorato,autunno_inverno,pioggia,1,inverno,24
scarpa da ginnastica,y,n,colorato,primavera_estate,soleggiato,16,autunno,17
scarpa da ginnastica,y,y,colorato,estate,soleggiato,-6,inverno,13
scarpa da ginnastica,y,y,Chiaro,autunno_inverno,pioggia,21,autunno,22
scarpa da ginnastica,y,y,Chiaro,estate,nuvoloso,19,primavera,20
scarpa da ginnastica,y,y,scuro,primavera_estate,pioggia,4,inverno,17
scarpa da ginnastica,y,y,scuro,primavera_estate,nuvoloso,10,primavera,20
scarpa da ginnastica,y,y,Chiaro,inverno,neve,7,inverno,26
scarpa da ginnastica,y,y,Chiaro,all,pioggia,18,autunno,22
scarpa da ginnastica,y,n,scuro,all,pioggia,13,inverno,22
stivaletto alla caviglia,n,y,scuro,autunno_inverno,pioggia,16,primavera,25
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,soleggiato,5,autunno,17
stivali,n,y,scuro,autunno,pioggia,11,autunno,31
stivali,n,y,scuro,autunno_inverno,soleggiato,29,autunno,9
scarpa da ginnastica,n,n,colorato,primavera_estate,soleggiato,30,estate,22
scarpa classica,y,y,colorato,autunno_inverno,pioggia,25,estate,19
scarpa classica,y,y,Chiaro,primavera_estate,neve,8,primavera,21
scarpa classica,y,y,Chiaro,primavera_estate,soleggiato,8,inverno,13
scarpe aperte,y,n,colorato,primavera_estate,pioggia,24,estate,19
scarpe con tacchi,y,n,colorato,primavera_estate,soleggiato,26,primavera,21
scarpa classica,y,y,colorato,autunno_inverno,nuvoloso,0,inverno,21
scarpa classica,y,y,scuro,all,soleggiato,14,autunno,18
scarpa classica,y,y,Chiaro,primavera_estate,nuvoloso,5,inverno,14
scarpe con tacchi,n,n,scuro,inverno,pioggia,32,estate,14
scarpa da ginnastica,n,n,Chiaro,estate,pioggia,5,primavera,20
stivaletto alla caviglia,y,y,colorato,autunno_inverno,pioggia,9,inverno,29
stivaletto alla caviglia,y,y,Chiaro,autunno,pioggia,22,autunno,28
stivaletto alla caviglia,y,y,scuro,autunno,soleggiato,20,primavera,7
scarpa da ginnastica,y,n,scuro,autunno_inverno,pioggia,7,autunno,25
scarpa classica,n,y,colorato,primavera_estate,soleggiato,29,estate,21
scarpa classica,n,y,Chiaro,all,pioggia,8,autunno,23
scarpa da ginnastica,n,n,colorato,all,soleggiato,5,autunno,19
scarpa da ginnastica,n,n,Chiaro,estate,neve,-4,inverno,15
stivaletto alla caviglia,y,n,scuro,autunno,pioggia,27,estate,23
scarpa classica,n,n,colorato,autunno_inverno,nuvoloso,1,inverno,21
scarpa classica,n,y,Chiaro,autunno_inverno,soleggiato,26,estate,14
stivaletto alla caviglia,y,y,scuro,autunno,pioggia,18,primavera,27
stivaletto alla caviglia,y,y,scuro,autunno,pioggia,24,autunno,28
stivaletto alla caviglia,n,y,Chiaro,autunno,soleggiato,6,primavera,14
stivaletto alla caviglia,n,y,scuro,autunno_inverno,pioggia,1,inverno,28
scarpa classica,n,y,Chiaro,all,soleggiato,5,inverno,18
stivaletto alla caviglia,y,y,Chiaro,inverno,neve,6,autunno,27
scarpa classica,n,n,colorato,inverno,soleggiato,26,estate,12
anfibi,y,n,colorato,autunno,neve,-4,inverno,26
scarpa classica,y,n,Chiaro,autunno_inverno,nuvoloso,22,autunno,19
stivaletto alla caviglia,y,y,colorato,autunno,soleggiato,22,estate,12
anfibi,n,y,scuro,inverno,pioggia,7,primavera,25
scarpa classica,y,n,Chiaro,all,pioggia,21,autunno,23
scarpa da ginnastica,n,n,scuro,inverno,soleggiato,9,primavera,18
scarpa da ginnastica,n,n,Chiaro,estate,pioggia,14,primavera,21
scarpa classica,y,n,Chiaro,inverno,pioggia,5,primavera,22
scarpa classica,y,y,Chiaro,inverno,soleggiato,18,autunno,20
scarpe con tacchi,y,n,scuro,primavera_estate,pioggia,10,autunno,17
scarpa da ginnastica,y,n,colorato,primavera_estate,nuvoloso,9,autunno,14
scarpa classica,y,n,scuro,primavera_estate,pioggia,26,estate,26
stivaletto alla caviglia,y,n,scuro,autunno_inverno,soleggiato,21,primavera,5
scarpa da ginnastica,y,n,colorato,primavera_estate,pioggia,5,inverno,17
stivaletto alla caviglia,y,n,Chiaro,inverno,soleggiato,8,inverno,19
stivaletto alla caviglia,y,n,Chiaro,inverno,soleggiato,25,primavera,8
scarpa classica,y,y,Chiaro,primavera_estate,pioggia,13,autunno,20
scarpa classica,y,y,colorato,all,soleggiato,34,estate,18
stivaletto alla caviglia,n,y,colorato,inverno,pioggia,16,autunno,28
stivaletto alla caviglia,n,y,Chiaro,inverno,soleggiato,28,autunno,12
stivaletto alla caviglia,y,y,scuro,autunno_inverno,pioggia,30,estate,22
stivaletto alla caviglia,n,y,colorato,inverno,soleggiato,9,primavera,13
scarpa classica,y,y,scuro,primavera_estate,nuvoloso,2,autunno,14
stivaletto alla caviglia,y,y,scuro,autunno,soleggiato,29,estate,6
stivaletto alla caviglia,y,y,colorato,autunno_inverno,soleggiato,32,estate,10
scarpe aperte,n,n,colorato,primavera,pioggia,26,estate,17
stivaletto alla caviglia,y,n,scuro,autunno_inverno,neve,12,autunno,27
scarpe con tacchi,y,n,colorato,autunno_inverno,soleggiato,31,estate,14
scarpe con tacchi,y,n,colorato,estate,soleggiato,30,estate,23
scarpe con tacchi,y,n,Chiaro,inverno,nuvoloso,-6,inverno,21
scarpe con tacchi,y,n,Chiaro,inverno,neve,1,inverno,22
scarpe con tacchi,y,n,Chiaro,inverno,pioggia,27,autunno,18
scarpe con tacchi,y,n,scuro,inverno,pioggia,19,primavera,18
scarpe con tacchi,y,n,colorato,estate,neve,-4,inverno,11
stivaletto alla caviglia,y,n,Chiaro,autunno_inverno,pioggia,19,autunno,29
stivaletto alla caviglia,n,n,colorato,autunno_inverno,soleggiato,24,primavera,10
stivaletto alla caviglia,y,y,colorato,autunno,soleggiato,25,estate,11
stivaletto alla caviglia,n,y,colorato,inverno,pioggia,5,primavera,25
scarpe con tacchi,y,n,colorato,primavera_estate,soleggiato,6,inverno,13
scarpa da ginnastica,n,y,Chiaro,estate,pioggia,11,autunno,17
stivaletto alla caviglia,y,y,colorato,autunno_inverno,pioggia,15,primavera,25
scarpe con tacchi,y,n,Chiaro,estate,pioggia,3,inverno,14
scarpe con tacchi,y,n,scuro,estate,pioggia,23,estate,24
scarpa da ginnastica,n,n,colorato,inverno,pioggia,4,primavera,21
stivaletto alla caviglia,n,y,scuro,autunno,soleggiato,19,autunno,19
stivaletto alla caviglia,y,n,Chiaro,inverno,pioggia,16,primavera,24
stivaletto alla caviglia,y,y,colorato,inverno,neve,-4,inverno,29
scarpe con tacchi,n,n,colorato,inverno,nuvoloso,2,inverno,21
stivaletto alla caviglia,n,y,Chiaro,autunno,soleggiato,6,inverno,16
stivaletto alla caviglia,n,n,scuro,autunno_inverno,nuvoloso,5,primavera,14
stivaletto alla caviglia,n,n,scuro,inverno,pioggia,25,primavera,20
stivaletto alla caviglia,y,y,colorato,autunno_inverno,soleggiato,2,inverno,16
stivaletto alla caviglia,y,n,scuro,inverno,pioggia,16,autunno,28
scarpe con tacchi,y,n,colorato,inverno,soleggiato,24,estate,13
stivaletto alla caviglia,y,n,scuro,autunno,neve,-7,primavera,23
stivaletto alla caviglia,y,y,colorato,autunno,soleggiato,8,inverno,16
stivaletto alla caviglia,y,y,Chiaro,autunno,pioggia,27,estate,23
scarpe con tacchi,y,n,Chiaro,inverno,pioggia,20,autunno,19
scarpe con tacchi,y,n,colorato,inverno,soleggiato,2,inverno,23
scarpa classica,y,n,scuro,all,pioggia,11,primavera,23
stivaletto alla caviglia,y,y,colorato,autunno,pioggia,10,primavera,27
stivaletto alla caviglia,n,y,colorato,autunno_inverno,soleggiato,30,estate,10
scarpa da ginnastica,y,n,colorato,autunno_inverno,soleggiato,-10,inverno,21
scarpe aperte,n,n,colorato,primavera,pioggia,19,primavera,20
stivaletto alla caviglia,n,y,colorato,inverno,pioggia,19,estate,24
stivaletto alla caviglia,y,n,scuro,autunno,pioggia,4,autunno,29
stivaletto alla caviglia,y,n,colorato,inverno,soleggiato,1,primavera,13
stivaletto alla caviglia,y,y,scuro,autunno,soleggiato,28,estate,6
stivaletto alla caviglia,y,y,Chiaro,autunno_inverno,pioggia,29,estate,22
stivaletto alla caviglia,y,y,colorato,autunno,soleggiato,23,autunno,16
scarpa classica,n,y,scuro,autunno_inverno,pioggia,22,estate,19
stivaletto alla caviglia,y,y,colorato,autunno_inverno,neve,6,primavera,23
scarpa classica,y,y,colorato,all,soleggiato,10,primavera,18
stivaletto alla caviglia,n,n,scuro,autunno,nuvoloso,21,autunno,17
scarpa classica,y,y,scuro,inverno,pioggia,17,estate,21
stivaletto alla caviglia,n,n,scuro,autunno_inverno,soleggiato,16,autunno,17
stivaletto alla caviglia,y,n,colorato,autunno,pioggia,24,primavera,24
scarpa classica,y,y,colorato,primavera_estate,soleggiato,14,primavera,19
stivaletto alla caviglia,n,y,scuro,inverno,pioggia,23,primavera,21
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,pioggia,15,autunno,29
stivaletto alla caviglia,n,y,scuro,autunno_inverno,neve,-5,inverno,26
scarpe con tacchi,n,n,colorato,estate,soleggiato,24,estate,22
scarpe con tacchi,y,n,scuro,autunno_inverno,soleggiato,35,autunno,13
stivaletto alla caviglia,y,n,colorato,autunno_inverno,nuvoloso,3,inverno,17
stivaletto alla caviglia,n,y,colorato,autunno,nuvoloso,24,autunno,17
stivaletto alla caviglia,n,y,colorato,autunno_inverno,soleggiato,3,inverno,16
stivaletto alla caviglia,n,n,Chiaro,autunno,nuvoloso,10,autunno,20
scarpe con tacchi,n,n,colorato,autunno_inverno,soleggiato,10,primavera,17
stivaletto alla caviglia,n,y,scuro,autunno_inverno,nuvoloso,26,primavera,11
stivaletto alla caviglia,y,y,Chiaro,inverno,nuvoloso,12,inverno,20
scarpa classica,n,n,Chiaro,primavera_estate,soleggiato,29,estate,21
stivali,n,y,colorato,autunno,nuvoloso,5,primavera,15
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,pioggia,4,primavera,24
scarpa classica,y,y,colorato,all,soleggiato,16,autunno,18
scarpe aperte,n,n,Chiaro,estate,soleggiato,8,primavera,18
scarpa classica,n,y,colorato,primavera_estate,pioggia,16,primavera,25
stivaletto alla caviglia,n,y,colorato,autunno,pioggia,9,autunno,30
scarpa classica,n,y,Chiaro,all,neve,3,inverno,22
scarpa classica,n,y,scuro,autunno_inverno,soleggiato,27,estate,9
scarpa classica,n,y,Chiaro,autunno_inverno,soleggiato,20,autunno,18
stivaletto alla caviglia,n,y,scuro,autunno_inverno,soleggiato,32,estate,5
scarpa classica,n,y,scuro,primavera_estate,pioggia,4,primavera,22
scarpa classica,y,y,colorato,primavera_estate,soleggiato,25,autunno,17
scarpa classica,y,y,Chiaro,autunno_inverno,pioggia,20,autunno,23
stivaletto alla caviglia,y,y,colorato,inverno,soleggiato,26,estate,8
stivaletto alla caviglia,y,y,scuro,autunno,pioggia,8,inverno,28
scarpa classica,n,y,scuro,autunno_inverno,nuvoloso,4,inverno,21
scarpe aperte,n,n,scuro,primavera,nuvoloso,14,autunno,12
scarpa da ginnastica,n,y,scuro,autunno_inverno,pioggia,15,autunno,25
stivaletto alla caviglia,y,n,Chiaro,inverno,pioggia,10,autunno,29
stivaletto alla caviglia,y,n,Chiaro,inverno,pioggia,11,autunno,29
scarpa da ginnastica,y,n,colorato,all,pioggia,24,autunno,22
scarpa classica,y,y,colorato,inverno,soleggiato,9,primavera,17
scarpa da ginnastica,y,n,scuro,autunno_inverno,soleggiato,25,autunno,14
stivaletto alla caviglia,n,y,scuro,inverno,soleggiato,18,autunno,16
stivaletto alla caviglia,n,y,scuro,inverno,soleggiato,20,autunno,8
scarpa da ginnastica,n,y,scuro,inverno,nuvoloso,1,primavera,18
stivaletto alla caviglia,n,n,colorato,autunno_inverno,soleggiato,26,primavera,10
stivaletto alla caviglia,y,y,colorato,inverno,pioggia,22,estate,21
stivaletto alla caviglia,n,y,Chiaro,autunno,soleggiato,7,inverno,16
stivaletto alla caviglia,y,n,scuro,inverno,neve,1,primavera,23
stivaletto alla caviglia,n,y,colorato,autunno,pioggia,5,inverno,28
scarpa da ginnastica,n,n,scuro,primavera_estate,soleggiato,11,autunno,16
scarpa da ginnastica,n,n,scuro,autunno_inverno,nuvoloso,21,autunno,19
scarpa da ginnastica,n,y,Chiaro,all,pioggia,21,estate,22
stivaletto alla caviglia,n,n,colorato,inverno,nuvoloso,13,primavera,14
stivaletto alla caviglia,n,n,colorato,autunno,soleggiato,30,estate,11
stivaletto alla caviglia,y,n,Chiaro,inverno,pioggia,9,inverno,31
stivaletto alla caviglia,y,n,scuro,autunno,pioggia,18,autunno,31
stivaletto alla caviglia,n,n,Chiaro,inverno,nuvoloso,19,primavera,13
stivaletto alla caviglia,y,y,Chiaro,autunno,soleggiato,35,estate,11
scarpa da ginnastica,n,n,scuro,autunno_inverno,soleggiato,3,inverno,21
stivaletto alla caviglia,n,n,scuro,autunno,soleggiato,22,primavera,7
stivaletto alla caviglia,y,n,colorato,inverno,nuvoloso,7,inverno,20
stivaletto alla caviglia,y,n,scuro,autunno,soleggiato,20,primavera,7
stivaletto alla caviglia,y,n,scuro,autunno_inverno,pioggia,22,autunno,26
stivaletto alla caviglia,y,y,Chiaro,inverno,soleggiato,1,inverno,19
stivaletto alla caviglia,y,n,Chiaro,autunno_inverno,pioggia,8,inverno,29
stivaletto alla caviglia,y,y,Chiaro,autunno_inverno,pioggia,-1,inverno,28
stivaletto alla caviglia,y,n,colorato,autunno_inverno,pioggia,22,autunno,26
stivaletto alla caviglia,n,n,scuro,autunno,soleggiato,10,primavera,15
stivaletto alla caviglia,y,y,scuro,autunno_inverno,soleggiato,21,estate,5
stivaletto alla caviglia,y,y,colorato,inverno,soleggiato,10,primavera,13
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,nuvoloso,6,inverno,18
stivaletto alla caviglia,n,n,Chiaro,inverno,pioggia,6,primavera,25
scarpa da ginnastica,n,n,colorato,estate,pioggia,20,primavera,24
stivaletto alla caviglia,n,n,colorato,inverno,pioggia,14,autunno,29
scarpe con tacchi,n,n,scuro,inverno,soleggiato,10,primavera,17
stivaletto alla caviglia,n,n,Chiaro,autunno,pioggia,10,primavera,27
scarpa classica,n,y,scuro,all,pioggia,31,estate,23
scarpa da ginnastica,y,y,Chiaro,autunno_inverno,pioggia,8,primavera,21
scarpe con tacchi,n,n,scuro,autunno_inverno,soleggiato,8,inverno,21
scarpe aperte,n,n,colorato,primavera_estate,nuvoloso,11,inverno,10
stivaletto alla caviglia,n,y,colorato,autunno_inverno,pioggia,30,estate,22
scarpa classica,n,n,scuro,inverno,pioggia,9,autunno,26
stivaletto alla caviglia,y,y,colorato,autunno,soleggiato,13,primavera,15
stivaletto alla caviglia,n,n,scuro,autunno,neve,-12,inverno,25
stivaletto alla caviglia,y,n,Chiaro,autunno,pioggia,22,estate,24
stivaletto alla caviglia,n,n,scuro,autunno_inverno,soleggiato,-2,primavera,12
stivaletto alla caviglia,n,n,Chiaro,autunno_inverno,soleggiato,10,primavera,13
stivaletto alla caviglia,y,y,colorato,autunno_inverno,neve,-2,inverno,26
stivaletto alla caviglia,n,n,scuro,inverno,soleggiato,26,estate,3
stivaletto alla caviglia,n,y,Chiaro,inverno,soleggiato,6,inverno,19
stivaletto alla caviglia,n,n,scuro,inverno,soleggiato,5,inverno,19
stivaletto alla caviglia,y,n,colorato,inverno,pioggia,18,autunno,28
scarpe aperte,y,n,Chiaro,estate,soleggiato,10,autunno,15
scarpa da ginnastica,y,n,colorato,estate,pioggia,24,autunno,20
stivaletto alla caviglia,y,y,colorato,autunno_inverno,pioggia,5,inverno,29
scarpa classica,y,y,Chiaro,all,soleggiato,19,autunno,18
scarpa da ginnastica,n,n,Chiaro,autunno_inverno,soleggiato,27,estate,15
stivaletto alla caviglia,n,y,colorato,autunno_inverno,soleggiato,11,primavera,13
stivaletto alla caviglia,y,y,colorato,autunno,soleggiato,17,autunno,19
stivaletto alla caviglia,y,y,scuro,autunno,nuvoloso,28,estate,12
scarpa da ginnastica,n,n,colorato,primavera_estate,pioggia,22,autunno,21
stivaletto alla caviglia,y,y,Chiaro,inverno,soleggiato,30,estate,8
scarpa da ginnastica,y,n,colorato,all,pioggia,28,estate,22
stivaletto alla caviglia,n,y,colorato,inverno,soleggiato,20,autunno,13
stivaletto alla caviglia,n,y,Chiaro,autunno,soleggiato,21,primavera,12
stivaletto alla caviglia,n,y,colorato,autunno_inverno,soleggiato,29,estate,10
scarpa da ginnastica,n,n,Chiaro,primavera_estate,pioggia,8,autunno,17
stivaletto alla caviglia,n,n,scuro,autunno_inverno,nuvoloso,6,primavera,14
stivaletto alla caviglia,y,n,colorato,autunno,pioggia,26,estate,23
stivaletto alla caviglia,y,n,colorato,autunno_inverno,pioggia,27,autunno,26
stivaletto alla caviglia,y,n,scuro,autunno,pioggia,9,inverno,28
scarpa da ginnastica,n,y,scuro,estate,soleggiato,18,primavera,20
stivaletto alla caviglia,n,y,colorato,autunno,pioggia,4,inverno,27
scarpa classica,n,n,Chiaro,primavera_estate,pioggia,9,inverno,18
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,soleggiato,1,inverno,16
scarpa da ginnastica,n,n,scuro,all,soleggiato,5,inverno,19
scarpe con tacchi,n,n,Chiaro,primavera_estate,nuvoloso,19,primavera,18
stivaletto alla caviglia,n,y,colorato,autunno_inverno,pioggia,24,estate,22
stivaletto alla caviglia,n,y,colorato,autunno_inverno,soleggiato,25,primavera,10
stivaletto alla caviglia,n,n,colorato,inverno,soleggiato,-2,inverno,19
scarpa da ginnastica,n,n,scuro,primavera_estate,pioggia,11,primavera,23
scarpa classica,n,n,colorato,all,pioggia,12,primavera,23
stivaletto alla caviglia,n,n,Chiaro,autunno,soleggiato,3,primavera,13
scarpa classica,y,y,Chiaro,autunno_inverno,nuvoloso,2,inverno,21
scarpe aperte,n,n,scuro,primavera_estate,pioggia,19,inverno,14
stivaletto alla caviglia,n,n,scuro,autunno,pioggia,16,primavera,27
stivaletto alla caviglia,n,n,colorato,autunno_inverno,nuvoloso,22,primavera,11
stivaletto alla caviglia,y,n,colorato,autunno_inverno,soleggiato,0,inverno,16
scarpa classica,y,y,colorato,inverno,soleggiato,18,autunno,20
scarpa classica,n,n,Chiaro,inverno,soleggiato,28,estate,12
scarpa da ginnastica,n,n,scuro,estate,soleggiato,7,primavera,17
scarpe con tacchi,n,n,scuro,autunno_inverno,pioggia,31,estate,16
stivaletto alla caviglia,n,y,scuro,inverno,pioggia,8,primavera,25
stivaletto alla caviglia,n,y,colorato,autunno_inverno,soleggiato,35,estate,10
stivaletto alla caviglia,n,n,Chiaro,inverno,soleggiato,3,primavera,13
scarpa da ginnastica,n,n,colorato,all,pioggia,14,primavera,22
scarpa classica,y,y,colorato,all,pioggia,18,autunno,23
scarpa classica,y,y,colorato,all,soleggiato,-1,primavera,18
stivaletto alla caviglia,y,y,Chiaro,inverno,soleggiato,32,estate,8
scarpe con tacchi,n,n,colorato,primavera_estate,neve,1,primavera,16
stivaletto alla caviglia,n,y,Chiaro,inverno,nuvoloso,15,inverno,19
stivaletto alla caviglia,n,n,scuro,autunno_inverno,pioggia,21,autunno,26
stivaletto alla caviglia,n,n,scuro,inverno,pioggia,10,inverno,31
scarpe con tacchi,n,n,Chiaro,primavera_estate,soleggiato,25,autunno,17
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,pioggia,11,primavera,25
scarpa classica,y,y,colorato,inverno,soleggiato,23,primavera,13
scarpa classica,y,y,scuro,all,soleggiato,15,autunno,18
scarpe con tacchi,y,n,colorato,primavera_estate,pioggia,10,inverno,17
stivaletto alla caviglia,n,y,colorato,autunno_inverno,nuvoloso,-3,inverno,17
stivaletto alla caviglia,n,y,Chiaro,autunno,pioggia,20,autunno,28
stivaletto alla caviglia,n,n,colorato,autunno_inverno,soleggiato,7,inverno,17
stivaletto alla caviglia,y,n,colorato,autunno_inverno,pioggia,6,autunno,29
stivaletto alla caviglia,y,n,colorato,inverno,soleggiato,1,inverno,19
stivaletto alla caviglia,n,n,Chiaro,autunno,pioggia,29,estate,23
stivaletto alla caviglia,n,y,scuro,autunno_inverno,neve,2,inverno,26
stivaletto alla caviglia,y,n,colorato,autunno_inverno,pioggia,9,inverno,29
stivaletto alla caviglia,y,y,Chiaro,autunno,soleggiato,19,primavera,15
stivaletto alla caviglia,y,n,Chiaro,inverno,soleggiato,32,estate,8
stivaletto alla caviglia,y,n,Chiaro,inverno,pioggia,8,primavera,25
stivaletto alla caviglia,y,y,scuro,inverno,pioggia,19,autunno,28
stivaletto alla caviglia,y,y,scuro,autunno_inverno,pioggia,5,autunno,29
stivaletto alla caviglia,n,n,scuro,inverno,soleggiato,35,estate,3
scarpa da ginnastica,y,n,Chiaro,all,soleggiato,24,estate,19
scarpa da ginnastica,y,n,scuro,inverno,soleggiato,15,autunno,21
scarpa da ginnastica,y,n,Chiaro,estate,soleggiato,5,inverno,13
stivaletto alla caviglia,n,y,colorato,autunno_inverno,neve,2,inverno,26
stivaletto alla caviglia,n,y,colorato,autunno_inverno,neve,8,autunno,27
stivaletto alla caviglia,n,n,scuro,autunno_inverno,soleggiato,2,primavera,12
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,pioggia,27,estate,22
stivaletto alla caviglia,y,n,scuro,inverno,soleggiato,2,primavera,13
scarpa da ginnastica,n,y,colorato,all,pioggia,28,estate,22
stivaletto alla caviglia,n,n,scuro,autunno,soleggiato,0,inverno,15
stivaletto alla caviglia,n,y,scuro,autunno_inverno,pioggia,3,inverno,28
stivaletto alla caviglia,y,y,colorato,autunno_inverno,soleggiato,13,autunno,17
stivaletto alla caviglia,n,n,colorato,autunno,soleggiato,27,estate,11
stivaletto alla caviglia,n,y,scuro,autunno_inverno,soleggiato,-6,primavera,12
scarpa classica,n,n,colorato,autunno_inverno,pioggia,9,inverno,26
scarpa classica,n,n,Chiaro,autunno_inverno,pioggia,19,autunno,26
stivaletto alla caviglia,n,n,colorato,autunno,pioggia,19,autunno,31
scarpa classica,n,n,colorato,inverno,pioggia,27,estate,17
scarpa classica,n,n,Chiaro,all,neve,4,primavera,22
scarpa da ginnastica,n,n,colorato,inverno,pioggia,20,primavera,17
scarpa classica,n,y,scuro,primavera_estate,nuvoloso,19,primavera,21
scarpe con tacchi,n,n,colorato,inverno,soleggiato,33,estate,12
scarpe con tacchi,n,n,Chiaro,estate,pioggia,12,inverno,15
stivali,n,y,colorato,autunno_inverno,soleggiato,3,inverno,16
stivali,n,y,colorato,autunno_inverno,soleggiato,-1,inverno,16
stivaletto alla caviglia,n,y,scuro,inverno,pioggia,5,inverno,31
stivaletto alla caviglia,y,n,colorato,autunno,soleggiato,19,primavera,15
stivaletto alla caviglia,n,n,colorato,inverno,nuvoloso,12,inverno,20
stivaletto alla caviglia,n,n,colorato,autunno,pioggia,5,inverno,28
stivaletto alla caviglia,y,y,colorato,inverno,soleggiato,7,primavera,13
scarpe aperte,y,n,scuro,estate,soleggiato,23,autunno,13
scarpe aperte,y,n,colorato,estate,pioggia,15,autunno,13
stivaletto alla caviglia,n,y,scuro,inverno,pioggia,26,estate,20
stivali,n,y,colorato,inverno,neve,2,primavera,25
stivaletto alla caviglia,n,n,colorato,inverno,soleggiato,29,estate,8
stivaletto alla caviglia,y,n,Chiaro,autunno_inverno,pioggia,10,primavera,25
stivaletto alla caviglia,n,y,scuro,autunno_inverno,pioggia,13,inverno,29
stivaletto alla caviglia,n,y,scuro,inverno,pioggia,21,estate,21
scarpe con tacchi,n,n,colorato,inverno,pioggia,8,primavera,19
stivaletto alla caviglia,y,y,Chiaro,inverno,pioggia,21,autunno,25
stivaletto alla caviglia,n,n,colorato,autunno_inverno,pioggia,16,inverno,29
stivaletto alla caviglia,n,y,colorato,autunno,soleggiato,28,autunno,15
stivaletto alla caviglia,n,y,scuro,autunno_inverno,pioggia,9,autunno,29
stivaletto alla caviglia,n,y,scuro,inverno,soleggiato,8,primavera,13
