Tipo,Materiale,Colore,Manica,Stagione
Dress,Cotton,Blue,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Black,,Summer
Dress,Cotton,Coral Pink,Long Sleeve,"['Spring', 'Fall']"
Dress,Cotton Blends,"['Pastel', ' Dusty Blue']",Long Sleeve,Spring
Bottom,Cotton,Multicolor,,All
Dress,Polyester,Rose Red,Sleeveless,Summer
Top,Cotton,Orange,Short Sleeve,Summer
Top,Polyester,Navy Blue,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Khaki,Cap Sleeve,Summer
Top,Satin,Black,,All
Top,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Dress,Satin,Light Grey,Sleeveless,Summer
Bottom,Velvet,Royal Blue,,"['Fall', 'Winter']"
Top,Rayon,Multicolor,Short Sleeve,Summer
Bottom,Polyester,Beige,,"['Spring', 'Summer', 'Fall']"
Bottom,Rayon,Black,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Multicolor,Sleeveless,Summer
Top,Corduroy,Multicolor,Long Sleeve,"['Fall', 'Winter']"
Dress,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Army Green,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Maroon,,"['Spring', 'Summer', 'Fall']"
Dress,Cotton,Coffee Brown,Long Sleeve,"['Spring', 'Summer']"
Bottom,Cotton,Chocolate Brown,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Black,Sleeveless,Summer
Dress,Polyester,Khaki,Long Sleeve,"['Spring', 'Fall']"
Dress,Lace,Black,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Multicolor,Short Sleeve,Summer
Dress,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Dress,Cotton,Dusty Pink,Short Sleeve,Summer
Top,Chiffon,Baby Pink,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Red,Long Sleeve,"['Spring', 'Summer']"
Top,Cotton,Navy Blue,Short Sleeve,Summer
Top,Polyester,White,,Summer
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Summer']"
Bottom,Cotton,Hot Pink,,"['Spring', 'Summer', 'Fall']"
Bottom,Mesh,Chocolate Brown,,"['Spring', 'Summer']"
Dress,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Khaki,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,White,Half Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Navy Blue,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,White,,Summer
Dress,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Apricot,,"['Spring', 'Summer', 'Fall']"
Dress,Velvet,Black,Long Sleeve,"['Fall', 'Winter']"
Dress,Glitter,Navy Blue,Long Sleeve,All
Dress,Polyester,Green,Cap Sleeve,Summer
Top,Rayon,Violet Purple,,Summer
Bottom,Polyester,Beige,,"['Spring', 'Summer', 'Fall']"
Dress,Lace,Green,Three Quarter Length Sleeve,"['Spring', 'Summer']"
Dress,Mesh,"['Hot Pink', ' Neon']",Sleeveless,Summer
Top,Cotton,Black,Short Sleeve,Summer
Top,Polyester,Multicolor,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Lilac Purple,Long Sleeve,Spring
Top,Cotton,"['Red', ' Bright']",,Summer
Bottom,Polyester,Multicolor,,"['Spring', 'Summer', 'Fall']"
Top,Rayon,Khaki,Long Sleeve,"['Spring', 'Fall']"
Dress,PU Leather,Redwood,Long Sleeve,"['Spring', 'Fall']"
Top,Velvet,Black,,"['Fall', 'Winter']"
Bottom,Cotton,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,Cotton,Rust Brown,,"['Spring', 'Summer']"
Dress,Satin,Black,Sleeveless,Summer
Dress,Cotton,Burgundy,Short Sleeve,Summer
Bottom,PU Leather,Black,,All
Top,Polyester,Red and White,,Summer
Bottom,Polyester,"['Orange', ' Bright']",,"['Spring', 'Summer', 'Fall']"
Dress,Cotton,Brown,Long Sleeve,"['Spring', 'Fall']"
Dress,Mesh,Black,Long Sleeve,"['Spring', 'Summer']"
Dress,Cotton,Dusty Pink,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Black and White,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Dusty Blue,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Red Violet,Short Sleeve,Summer
Bottom,Cotton,Black,,All
Bottom,Polyester,Black,,All
Top,Cotton,White,Three Quarter Length Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Multicolor,,Summer
Bottom,Polyester,Multicolor,,Summer
Bottom,Polyester,Camel,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Black,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Mint Green,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Black,,Summer
Top,Cotton,White,,Summer
Top,Polyester,White,Cap Sleeve,Summer
Bottom,Polyester,Army Green,,All
Top,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Multicolor,,Summer
Dress,Polyester,Black,Sleeveless,Summer
Dress,Polyester,Teal Blue,Sleeveless,Summer
Dress,Polyester,Apricot,Long Sleeve,"['Spring', 'Summer']"
Bottom,Velvet,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Dusty Blue,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Multicolor,Three Quarter Length Sleeve,"['Spring', 'Summer']"
Dress,Polyester,White,Half Sleeve,Summer
Bottom,,Black and White,,"['Spring', 'Summer', 'Fall']"
Top,PU Leather,Baby Pink,,All
Bottom,PU Leather,Black,,"['Fall', 'Winter']"
Top,Polyester,Beige,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Khaki,,"['Spring', 'Summer', 'Fall']"
Bottom,Cotton,"Pastel, Baby Pink",,All
Dress,Cotton,Navy Blue,Long Sleeve,"['Spring', 'Fall']"
Bottom,Cotton,"['Green', ' Bright']",,"['Spring', 'Summer', 'Fall']"
Bottom,Velvet,Teal Blue,,"['Spring', 'Summer', 'Fall']"
Bottom,,Black,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Grey,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Dusty Blue,Short Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Multicolor,Cap Sleeve,Summer
Dress,Velvet,Maroon,Long Sleeve,"['Fall', 'Winter']"
Top,Cotton,Black,,Summer
Top,Rayon,Black,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,"Pastel, Baby Blue",Short Sleeve,Summer
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Summer']"
Dress,Viscose,Multicolor,Short Sleeve,Summer
Bottom,Polyester,Black and White,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Dusty Pink,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Red,Sleeveless,All
Dress,Polyester,Baby Blue,,Summer
Bottom,Polyester,Coffee Brown,,All
Dress,Mesh,"Pastel, Baby Pink",Sleeveless,Summer
Bottom,Corduroy,Black,,"['Fall', 'Winter']"
Top,Cotton,Black,Sleeveless,Summer
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Multicolor,Sleeveless,Summer
Top,Polyester,Black,,Summer
Dress,Polyester,Dusty Pink,Short Sleeve,Summer
Dress,Polyester,Multicolor,,Summer
Top,Rayon,Black,Sleeveless,"['Spring', 'Summer']"
Dress,Rayon,Black,Short Sleeve,Summer
Bottom,,Burgundy,,Summer
Top,Cotton,White,Short Sleeve,Summer
Top,Cotton,Khaki,Long Sleeve,"['Spring', 'Fall']"
Dress,Cotton,Black,Half Sleeve,"['Spring', 'Summer']"
Top,Cotton,"['Pastel', ' Baby Blue']",Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Light Grey,Half Sleeve,Summer
Top,Polyester,White,Long Sleeve,"['Spring', 'Summer']"
Dress,Mesh,Baby Blue,Long Sleeve,All
Top,Cotton,Black,Short Sleeve,Summer
Dress,Mesh,"['Pastel', ' Lilac Purple']",Sleeveless,Summer
Dress,Sequins,Royal Blue,Long Sleeve,All
Bottom,Cotton,Multicolor,,Summer
Top,Rayon,Khaki,,Summer
Dress,Nylon,Red,Three Quarter Length Sleeve,Summer
Bottom,Cotton,Purple,,"['Spring', 'Summer']"
Dress,Polyester,Army Green,Sleeveless,Summer
Top,Cotton,White,Cap Sleeve,Summer
Dress,,Black and White,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,White,,Summer
Top,Polyester,Black and White,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Black,,Summer
Top,Polyester,Black,,Summer
Bottom,Viscose,Mint Green,,Summer
Top,Polyester,Multicolor,,Summer
Top,Cotton,Black,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Multicolor,Short Sleeve,Summer
Dress,Polyester,Purple,Sleeveless,Summer
Dress,Velvet,Black,Sleeveless,"['Fall', 'Winter']"
Top,Polyester,Multicolor,,Summer
Top,Cotton,Brown,Short Sleeve,Summer
Bottom,Cotton,Camel,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,White,,All
Bottom,Polyester,Multicolor,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Maroon,Sleeveless,Summer
Top,Polyester,Pink,Short Sleeve,Summer
Dress,Polyester,Brown,Long Sleeve,"['Spring', 'Summer']"
Bottom,Cotton,Grey,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Multicolor,,Summer
Dress,Rayon,Black,Cap Sleeve,Summer
Dress,Polyester,Black,Short Sleeve,Summer
Dress,Chiffon,Black,Long Sleeve,Summer
Top,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Top,PU Leather,Black,,"['Spring', 'Fall']"
Dress,Cotton,Light Grey,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,"['Bright', ' Mustard Yellow']",,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Mint Green,Short Sleeve,Spring
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,,Black,,All
Bottom,Polyester,Beige,,All
Bottom,PU Leather,Black,,"['Fall', 'Winter']"
Top,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Yellow,Short Sleeve,Summer
Bottom,Polyester,Multicolor,,All
Dress,Cotton,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Dress,Sequins,Green,Long Sleeve,All
Bottom,Polyester,Dark Green,,"['Spring', 'Summer', 'Fall']"
Top,Cotton,Black and White,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Multicolor,Long Sleeve,Summer
Top,Polyester,Light Grey,,Summer
Bottom,Polyester,White,,Summer
Top,Polyester,Apricot,,Summer
Top,Polyester,White,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,"['Pink', ' Bright']",,Summer
Dress,Polyester,Coral Orange,Short Sleeve,Summer
Top,Polyester,Maroon,Long Sleeve,"['Spring', 'Fall']"
Dress,Cotton,Black,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Baby Blue,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Black,,Summer
Top,Polyester,Dusty Blue,,Summer
Bottom,Cotton,Navy Blue,,All
Top,Polyester,White,Sleeveless,Summer
Bottom,Polyester,Apricot,,Summer
Top,Schiffy,White,Sleeveless,Summer
Dress,Rayon,Multicolor,Short Sleeve,Summer
Dress,Cotton,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Multicolor,Short Sleeve,Summer
Top,Polyester,Green,Long Sleeve,"['Spring', 'Summer']"
Dress,Cotton,Blue,Sleeveless,Summer
Bottom,Polyester,Multicolor,,Summer
Top,Cotton,White,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Black and White,Cap Sleeve,Summer
Top,Polyester,Pink,,Summer
Bottom,Polyester,Black,,All
Bottom,PU Leather,Chocolate Brown,,All
Top,Polyester,Black,,Summer
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Black and White,,All
Top,Cotton,Black,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,White,Sleeveless,Summer
Top,Polyester,Grey,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Burgundy,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Army Green,Sleeveless,Summer
Top,Polyester,Burgundy,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Dark Grey,Short Sleeve,"['Spring', 'Summer']"
Dress,Cotton,Black,Short Sleeve,Summer
Top,Polyester,Black,,Summer
Dress,Polyester,Red,Sleeveless,Summer
Bottom,Cotton,Black,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Navy Blue,Sleeveless,Summer
Bottom,Polyester,Khaki,,"['Spring', 'Summer', 'Fall']"
Top,Cotton,Grey,,Summer
Bottom,Polyester,Black and White,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Army Green,,All
Dress,Polyester,"['Red', ' Bright']",Sleeveless,Summer
Dress,Satin,Black,Sleeveless,Summer
Top,Cotton,Camel,Long Sleeve,"['Spring', 'Summer']"
Bottom,Rayon,Black,,"['Spring', 'Summer', 'Fall']"
Top,Mesh,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,White,Long Sleeve,"['Spring', 'Summer']"
Bottom,Cotton,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,Mesh,Black,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Mint Green,Long Sleeve,"['Spring', 'Summer']"
Top,Cotton Blends,White,,Summer
Dress,Polyester,Black and White,Sleeveless,Summer
Dress,Polyester,Multicolor,Sleeveless,"['Spring', 'Summer']"
Top,Cotton,Lilac Purple,Half Sleeve,Summer
Dress,Polyester,Rose Red,Sleeveless,Summer
Top,Polyester,White,Short Sleeve,Summer
Dress,Polyester,Black,Short Sleeve,Summer
Dress,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Top,Rayon,Khaki,Sleeveless,Summer
Dress,Cotton,Multicolor,Half Sleeve,Summer
Top,Polyester,Black,,Summer
Dress,Rayon,Chocolate Brown,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Red,Long Sleeve,"['Spring', 'Summer']"
Top,Cotton,Blue and White,Short Sleeve,Summer
Top,Polyester,Baby Blue,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Black,Long Sleeve,"['Spring', 'Summer']"
Dress,Satin,Black,Long Sleeve,Summer
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Multicolor,,Summer
Dress,Polyester,Green,Short Sleeve,"['Spring', 'Summer']"
Top,Velvet,Maroon,,All
Dress,Polyester,"Green, Bright",Sleeveless,Summer
Bottom,Cotton Blends,Grey,,All
Top,Polyester,Multicolor,Long Sleeve,"['Spring', 'Summer']"
Top,Rayon,Black,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Black and White,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Black,,Summer
Top,Cotton,Beige,Long Sleeve,"['Spring', 'Summer']"
Dress,Mesh,Black,Long Sleeve,"['Spring', 'Summer']"
Dress,Rayon,Apricot,Short Sleeve,Summer
Dress,Polyester,Apricot,Sleeveless,Summer
Dress,Velvet,Black,Long Sleeve,"['Fall', 'Winter']"
Dress,Cotton,Beige,Sleeveless,Summer
Dress,Rayon,Dark Green,Sleeveless,Summer
Dress,Polyester,Orange,Sleeveless,Summer
Top,Polyester,Navy Blue,,Summer
Top,Cotton,"['Pastel', ' Baby Blue']",Long Sleeve,"['Spring', 'Fall']"
Dress,,White,Sleeveless,Summer
Bottom,Cotton,Multicolor,,All
Dress,Rayon,Dark Green,Sleeveless,Summer
Top,Polyester,Apricot,,Summer
Bottom,Satin,Navy Blue,,"['Spring', 'Summer', 'Fall']"
Bottom,Cotton,Black,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Multicolor,Sleeveless,Summer
Dress,Polyester,Multicolor,Sleeveless,Summer
Top,Cotton,White,,Summer
Top,Polyester,Mauve Purple,Long Sleeve,"['Spring', 'Summer']"
Top,Cotton,Mint Green,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Black,,All
Top,Cotton,Burgundy,Short Sleeve,Summer
Bottom,PU Leather,Black,,Summer
Top,Rayon,Royal Blue,Sleeveless,Summer
Top,Polyester,Apricot,,Summer
Dress,Satin,Rose Red,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Black and White,Sleeveless,Summer
Dress,Chiffon,Multicolor,Cap Sleeve,Summer
Dress,Polyester,Multicolor,Short Sleeve,Summer
Top,Rayon,Black,,Summer
Top,Polyester,Grey,Short Sleeve,Summer
Dress,Cotton,Grey,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Maroon,Short Sleeve,Summer
Top,Polyester,Black,,"['Fall', 'Winter']"
Top,Cotton Blends,Black,,Summer
Bottom,Suede,Brown,,"['Fall', 'Winter']"
Top,Cotton,Multicolor,,Summer
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Black,Short Sleeve,Summer
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Red,Sleeveless,Summer
Bottom,Cotton,Light Grey,,All
Bottom,Polyester,Khaki,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Black,Short Sleeve,Summer
Top,Polyester,Black,Short Sleeve,Summer
Bottom,Polyester,Grey,,All
Bottom,Polyester,Beige,,Summer
Bottom,Cotton,White,,Summer
Bottom,Polyester,Maroon,,All
Top,Polyester,Black,Short Sleeve,Summer
Top,Polyester,Multicolor,Short Sleeve,Summer
Dress,Polyester,Navy Blue,Sleeveless,Summer
Top,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Dress,Schiffy,Dusty Blue,Sleeveless,Summer
Top,Polyester,Black,Long Sleeve,Spring
Dress,Polyester,Multicolor,Sleeveless,Summer
Bottom,Polyester,Grey,,All
Dress,Cotton,Grey,Short Sleeve,Summer
Bottom,Polyester,Multicolor,,All
Bottom,Polyester,Olive Green,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Black,,Summer
Bottom,Polyester,Apricot,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Multicolor,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Top,Rayon,Grey,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Orange,,Summer
Bottom,Cotton,Light Grey,,All
Dress,Cotton,"['Red', ' Bright']",,Summer
Top,Cotton,Black,Short Sleeve,Summer
Bottom,Cotton,Maroon,,"['Spring', 'Summer']"
Bottom,Polyester,Burgundy,,"['Spring', 'Summer']"
Top,Cotton,Chocolate Brown,Long Sleeve,"['Spring', 'Fall']"
Bottom,Cotton,Mocha Brown,,All
Dress,Satin,Olive Green,Long Sleeve,All
Bottom,Flannel,Grey,,Winter
Bottom,,Black,,"['Fall', 'Winter']"
Dress,Polyester,Black,Sleeveless,Summer
Bottom,Polyester,Camel,,Summer
Dress,Cotton,"['Neon', ' Red']",Long Sleeve,"['Spring', 'Summer']"
Dress,Cotton,White,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Multicolor,,"['Spring', 'Summer', 'Fall']"
Top,Cotton,Black,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Multicolor,,All
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,Metallic,Bronze,,All
Top,Polyester,Multicolor,Long Sleeve,"['Spring', 'Summer']"
Top,Velvet,Dusty Blue,Long Sleeve,"['Fall', 'Winter']"
Dress,Sequins,Black,Long Sleeve,All
Top,Polyester,Black,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Orange,Short Sleeve,Summer
Bottom,Cotton,Army Green,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Mint Green,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Coffee Brown,,All
Dress,Polyester,Mustard Yellow,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Top,Cotton,Black,Cap Sleeve,Summer
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,Cotton,Blue,,"['Spring', 'Summer', 'Fall']"
Dress,Mesh,Burgundy,Sleeveless,All
Bottom,Cotton,Black,,All
Top,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,"Bright, Mustard Yellow",Short Sleeve,Summer
Bottom,Polyester,Black,,Summer
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Dress,Cotton,Burgundy,Sleeveless,Summer
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Apricot,Cap Sleeve,Summer
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Mocha Brown,Cap Sleeve,"['Spring', 'Summer']"
Dress,Cotton,Black,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Brown,,Summer
Dress,Polyester,Black,Three Quarter Length Sleeve,Spring
Top,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Bottom,Mesh,Black,,Summer
Bottom,Nylon,Khaki,,Spring
Bottom,Polyester,"['Neon', ' Lime Green']",,Summer
Bottom,Polyester,Pink,,Summer
Bottom,Polyester,Black,,All
Bottom,Corduroy,Burgundy,,All
Bottom,Polyester,Black and White,,Summer
Bottom,Nylon,Lime Green,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,White,Short Sleeve,Summer
Dress,Nylon,Blue,Long Sleeve,Summer
Bottom,Polyester,Black and White,,All
Bottom,Polyester,Multicolor,,Summer
Top,Polyester,Black,Long Sleeve,"['Spring', 'Summer']"
Dress,Schiffy,"['Pastel', ' Baby Pink']",Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Summer']"
Bottom,PU Leather,Beige,,"['Fall', 'Winter']"
Dress,Polyester,Lilac Purple,Sleeveless,Summer
Top,Polyester,Navy Blue,Cap Sleeve,Summer
Top,Cotton,White,Short Sleeve,Summer
Bottom,Corduroy,Dusty Pink,,"['Fall', 'Winter']"
Top,Polyester,Black,Half Sleeve,Summer
Dress,Polyester,"Pastel, Baby Pink",Long Sleeve,"['Spring', 'Summer']"
Bottom,PU Leather,Black,,All
Dress,Cotton,Black,Sleeveless,Summer
Dress,Polyester,Dark Green,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Dark Grey,,Summer
Bottom,Cotton,White,,Summer
Top,Cotton,White,Cap Sleeve,Summer
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,Cotton,Black,,"['Spring', 'Summer', 'Fall']"
Top,Cotton,Royal Blue,,Summer
Top,Polyester,Grey,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Multicolor,Short Sleeve,Summer
Top,Polyester,Black,Short Sleeve,Summer
Bottom,Polyester,Black and White,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Summer']"
Bottom,Corduroy,Rust Brown,,"['Fall', 'Winter']"
Top,Polyester,Multicolor,,Summer
Top,Polyester,Beige,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Black and White,Sleeveless,Summer
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Mint Green,Long Sleeve,"['Spring', 'Fall']"
Top,Cotton,White,Half Sleeve,"['Spring', 'Summer']"
Top,Polyester,White,,Summer
Bottom,Cotton Blends,Multicolor,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Multicolor,,Summer
Dress,Polyester,Navy Blue,Sleeveless,Summer
Top,Polyester,White,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Red,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Mint Green,,
Bottom,Cotton,Black,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Top,Satin,Black,Long Sleeve,"['Spring', 'Fall']"
Bottom,Tweed,Multicolor,,"['Fall', 'Winter']"
Bottom,Corduroy,Camel,,"['Fall', 'Winter']"
Dress,Cotton,"['Pastel', ' Lilac Purple']",Cap Sleeve,Summer
Top,Mesh,Red,Long Sleeve,Summer
Top,Polyester,Black,Short Sleeve,Summer
Dress,Polyester,Red,Sleeveless,Summer
Bottom,Polyester,Black,,Summer
Top,Polyester,Apricot,Long Sleeve,"['Spring', 'Fall']"
Top,Rayon,Black,,Summer
Top,Polyester,White,Short Sleeve,Summer
Dress,Polyester,Khaki,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Mauve Purple,,Summer
Dress,Polyester,Dusty Pink,Sleeveless,Summer
Dress,Polyester,Black,Sleeveless,Summer
Dress,Chiffon,Black,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Baby Blue,Sleeveless,Summer
Bottom,Polyester,Black and White,,All
Bottom,Corduroy,Black,,All
Bottom,,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Multicolor,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Black,Long Sleeve,"['Spring', 'Summer']"
Bottom,Cotton,Blue,,Summer
Dress,Polyester,Dusty Pink,Short Sleeve,Summer
Bottom,Polyester,Multicolor,,All
Top,Polyester,Black,Short Sleeve,Summer
Top,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Top,Rayon,Black,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Black and White,Short Sleeve,Summer
Bottom,Polyester,Black and White,,"['Spring', 'Summer', 'Fall']"
Top,Cotton,Blue,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Black,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Purple,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Black,,Summer
Dress,Cotton,"['Pastel', ' Baby Pink']",Sleeveless,Summer
Dress,Glitter,Teal Blue,Sleeveless,All
Dress,Cotton,Black,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Black,,Summer
Bottom,Polyester,Black and White,,Summer
Top,Polyester,White,,Summer
Top,Cotton,Black,Long Sleeve,"['Spring', 'Summer']"
Top,Cotton,Multicolor,,Summer
Dress,Cotton,Black,Long Sleeve,"['Spring', 'Fall']"
Dress,Cotton,Lilac Purple,Short Sleeve,Summer
Dress,Polyester,Navy Blue,Sleeveless,Summer
Bottom,Polyester,Red,,Spring
