Tipo,Antiscivolo,Impermeabile,Colore,Stagione,Meteo,TemperaturaPercepita,StagionePrevisione,Punteggio
stivaletto alla caviglia,n,n,colorato,inverno,soleggiato,2,inverno,19
scarpe con tacchi,n,n,colorato,primavera_estate,pioggia,29,estate,23
stivaletto alla caviglia,n,y,chiaro,inverno,soleggiato,12,primavera,13
stivaletto alla caviglia,n,y,scuro,autunno_inverno,pioggia,26,estate,22
scarpa da ginnastica,n,n,chiaro,primavera_estate,pioggia,14,inverno,19
scarpa da ginnastica,y,n,scuro,all,soleggiato,17,autunno,19
scarpe aperte,n,n,scuro,primavera,pioggia,22,estate,19
scarpa da ginnastica,y,y,colorato,autunno_inverno,pioggia,15,autunno,25
scarpa da ginnastica,y,y,scuro,all,neve,7,autunno,21
stivaletto alla caviglia,n,n,chiaro,autunno,pioggia,6,inverno,28
scarpa classica,y,y,scuro,all,pioggia,3,inverno,23
scarpa da ginnastica,n,n,chiaro,estate,pioggia,23,autunno,20
scarpa classica,y,y,chiaro,all,neve,-1,inverno,22
scarpa classica,y,y,scuro,inverno,soleggiato,6,primavera,17
scarpa classica,y,y,colorato,primavera_estate,soleggiato,3,primavera,17
scarpe aperte,y,n,scuro,primavera_estate,pioggia,18,primavera,18
scarpa da ginnastica,n,y,chiaro,all,soleggiato,-2,primavera,19
scarpe con tacchi,n,n,colorato,autunno_inverno,pioggia,6,primavera,19
scarpa classica,n,y,colorato,all,soleggiato,30,estate,18
scarpa classica,n,n,colorato,inverno,pioggia,24,estate,18
scarpe aperte,y,n,scuro,estate,pioggia,27,estate,21
stivaletto alla caviglia,n,y,scuro,inverno,pioggia,3,inverno,31
stivaletto alla caviglia,n,n,colorato,autunno_inverno,neve,3,inverno,26
scarpe con tacchi,n,n,chiaro,estate,pioggia,7,inverno,14
scarpe con tacchi,n,n,chiaro,inverno,pioggia,27,estate,14
scarpe aperte,y,n,chiaro,primavera,soleggiato,31,estate,25
scarpe aperte,y,n,scuro,primavera,soleggiato,9,inverno,17
scarpe aperte,y,n,chiaro,primavera_estate,pioggia,7,inverno,11
stivaletto alla caviglia,y,n,colorato,autunno_inverno,neve,-7,primavera,22
scarpa classica,n,n,colorato,inverno,soleggiato,32,estate,12
scarpa classica,n,y,colorato,autunno_inverno,soleggiato,28,estate,14
scarpe aperte,y,n,scuro,primavera_estate,soleggiato,10,inverno,17
scarpe aperte,y,n,chiaro,estate,soleggiato,11,primavera,19
scarpe aperte,y,n,colorato,primavera_estate,neve,-4,autunno,11
scarpa da ginnastica,y,n,scuro,estate,soleggiato,19,autunno,16
scarpa da ginnastica,y,n,colorato,autunno_inverno,soleggiato,24,primavera,15
scarpa da ginnastica,y,n,colorato,all,soleggiato,32,estate,19
scarpa da ginnastica,y,y,chiaro,all,soleggiato,30,estate,24
scarpa da ginnastica,y,y,scuro,all,pioggia,6,inverno,22
scarpe con tacchi,n,n,colorato,autunno_inverno,soleggiato,24,estate,14
stivaletto alla caviglia,n,y,colorato,inverno,pioggia,13,inverno,31
scarpe aperte,y,n,chiaro,estate,soleggiato,3,inverno,14
scarpe aperte,y,n,chiaro,primavera,soleggiato,7,inverno,17
stivaletto alla caviglia,n,n,scuro,autunno_inverno,soleggiato,11,primavera,13
scarpa classica,n,y,scuro,all,soleggiato,4,inverno,18
scarpa da ginnastica,y,y,colorato,autunno_inverno,pioggia,6,inverno,25
scarpa classica,n,y,chiaro,all,pioggia,3,inverno,23
stivaletto alla caviglia,y,y,chiaro,autunno,pioggia,24,autunno,28
stivaletto alla caviglia,n,y,colorato,autunno,soleggiato,6,primavera,14
scarpa da ginnastica,n,y,colorato,all,pioggia,8,inverno,22
scarpa classica,n,n,scuro,all,soleggiato,12,primavera,18
scarpa da ginnastica,n,n,chiaro,all,soleggiato,33,estate,24
scarpa da ginnastica,n,n,colorato,autunno_inverno,pioggia,14,primavera,21
scarpe con tacchi,n,n,chiaro,autunno_inverno,soleggiato,17,autunno,21
stivaletto alla caviglia,n,n,chiaro,autunno_inverno,nuvoloso,24,autunno,15
stivaletto alla caviglia,n,n,scuro,autunno_inverno,neve,-1,primavera,22
stivaletto alla caviglia,n,n,colorato,autunno,pioggia,22,primavera,24
stivali,n,n,scuro,inverno,nuvoloso,12,primavera,14
stivaletto alla caviglia,n,n,colorato,autunno,soleggiato,-3,inverno,15
stivali,n,y,chiaro,autunno,pioggia,29,estate,23
scarpe con tacchi,n,n,colorato,autunno_inverno,neve,-5,inverno,19
stivaletto alla caviglia,n,n,colorato,autunno,soleggiato,22,autunno,16
stivaletto alla caviglia,n,y,scuro,autunno,soleggiato,1,primavera,13
scarpa classica,n,y,colorato,primavera_estate,pioggia,22,estate,26
stivaletto alla caviglia,n,y,colorato,autunno,soleggiato,23,estate,12
stivaletto alla caviglia,n,y,scuro,autunno_inverno,neve,13,autunno,27
stivaletto alla caviglia,n,y,chiaro,inverno,pioggia,7,inverno,31
stivaletto alla caviglia,n,y,colorato,inverno,pioggia,7,primavera,25
scarpe aperte,y,n,colorato,primavera_estate,pioggia,18,autunno,14
scarpa da ginnastica,n,n,scuro,inverno,nuvoloso,11,primavera,18
scarpa da ginnastica,n,n,scuro,inverno,nuvoloso,23,autunno,18
stivaletto alla caviglia,n,n,scuro,autunno,pioggia,25,estate,23
scarpe con tacchi,y,n,colorato,autunno_inverno,pioggia,19,estate,19
scarpa classica,n,n,chiaro,primavera_estate,soleggiato,0,primavera,17
stivaletto alla caviglia,n,n,colorato,inverno,nuvoloso,0,inverno,20
scarpa classica,n,n,colorato,primavera_estate,soleggiato,7,inverno,13
scarpa classica,n,n,chiaro,inverno,soleggiato,2,inverno,23
stivaletto alla caviglia,y,y,chiaro,autunno,soleggiato,24,primavera,17
stivaletto alla caviglia,y,y,colorato,inverno,soleggiato,7,primavera,13
scarpa da ginnastica,y,y,scuro,autunno_inverno,soleggiato,16,autunno,22
scarpe con tacchi,n,n,colorato,estate,pioggia,11,primavera,19
scarpe aperte,y,n,scuro,primavera_estate,pioggia,22,primavera,19
scarpa classica,n,n,colorato,autunno_inverno,pioggia,1,primavera,21
scarpe aperte,n,n,chiaro,primavera,soleggiato,25,estate,26
scarpa classica,n,y,chiaro,primavera_estate,nuvoloso,13,primavera,20
scarpe con tacchi,n,n,scuro,inverno,soleggiato,6,primavera,17
scarpe con tacchi,n,n,chiaro,autunno_inverno,soleggiato,19,primavera,17
scarpa da ginnastica,n,y,chiaro,inverno,soleggiato,27,estate,18
scarpa classica,n,y,colorato,inverno,nuvoloso,33,estate,13
stivaletto alla caviglia,n,y,scuro,autunno,soleggiato,26,estate,6
stivaletto alla caviglia,n,y,chiaro,autunno,pioggia,12,primavera,27
scarpe aperte,y,n,scuro,estate,soleggiato,9,primavera,18
scarpa da ginnastica,n,y,colorato,all,soleggiato,26,estate,19
scarpa da ginnastica,n,y,scuro,inverno,soleggiato,8,primavera,18
stivaletto alla caviglia,n,y,chiaro,inverno,soleggiato,29,estate,13
stivaletto alla caviglia,n,y,chiaro,autunno_inverno,soleggiato,2,primavera,12
scarpa da ginnastica,y,n,chiaro,all,pioggia,6,primavera,22
scarpa da ginnastica,n,n,scuro,all,pioggia,18,estate,22
stivaletto alla caviglia,n,n,chiaro,autunno_inverno,pioggia,9,autunno,29
scarpa da ginnastica,y,y,colorato,all,pioggia,8,primavera,22
scarpa da ginnastica,n,n,scuro,primavera_estate,soleggiato,-3,inverno,14
scarpa da ginnastica,n,y,colorato,all,pioggia,15,primavera,22
scarpe con tacchi,n,n,chiaro,inverno,soleggiato,6,inverno,23
stivali,n,n,colorato,autunno_inverno,soleggiato,-5,inverno,16
stivaletto alla caviglia,n,n,colorato,inverno,nuvoloso,7,inverno,20
stivaletto alla caviglia,y,n,scuro,autunno,pioggia,5,autunno,30
scarpa classica,n,y,scuro,primavera_estate,soleggiato,4,autunno,13
scarpa classica,n,y,scuro,primavera_estate,soleggiato,26,estate,16
scarpa da ginnastica,y,y,scuro,all,soleggiato,21,autunno,14
scarpa da ginnastica,n,y,colorato,estate,nuvoloso,7,primavera,17
scarpe aperte,y,n,colorato,primavera_estate,pioggia,-4,inverno,11
scarpa classica,y,y,scuro,all,neve,1,inverno,22
scarpa da ginnastica,n,n,scuro,primavera_estate,soleggiato,7,inverno,14
stivaletto alla caviglia,y,y,chiaro,inverno,pioggia,12,inverno,31
stivaletto alla caviglia,y,n,chiaro,autunno_inverno,pioggia,21,primavera,22
stivaletto alla caviglia,y,n,scuro,inverno,pioggia,18,autunno,28
scarpa classica,y,y,chiaro,primavera_estate,soleggiato,5,primavera,17
scarpa classica,y,y,colorato,inverno,nuvoloso,15,autunno,21
scarpa classica,n,y,scuro,all,pioggia,16,estate,23
scarpa classica,y,y,colorato,all,soleggiato,22,primavera,18
scarpa classica,y,y,scuro,primavera_estate,pioggia,19,inverno,21
scarpa classica,y,y,scuro,all,neve,3,primavera,22
stivaletto alla caviglia,n,n,scuro,autunno,nuvoloso,9,inverno,17
scarpa classica,y,n,chiaro,primavera_estate,soleggiato,26,estate,26
scarpa da ginnastica,n,n,chiaro,estate,pioggia,10,primavera,21
stivaletto alla caviglia,n,y,colorato,autunno,pioggia,22,primavera,24
stivaletto alla caviglia,n,y,scuro,autunno,pioggia,13,primavera,27
scarpa classica,n,n,chiaro,all,soleggiato,20,primavera,23
scarpa classica,y,n,colorato,all,pioggia,7,autunno,23
scarpa classica,y,n,scuro,all,soleggiato,9,inverno,18
scarpa classica,y,y,scuro,autunno_inverno,nuvoloso,18,autunno,22
scarpa classica,y,y,colorato,inverno,pioggia,29,estate,17
scarpe aperte,y,n,chiaro,estate,soleggiato,12,primavera,19
scarpa classica,y,y,chiaro,all,nuvoloso,15,estate,19
stivaletto alla caviglia,y,y,colorato,autunno,soleggiato,30,estate,11
scarpa da ginnastica,y,n,colorato,all,soleggiato,6,primavera,19
scarpa da ginnastica,y,n,scuro,inverno,soleggiato,8,inverno,24
stivaletto alla caviglia,n,y,scuro,autunno,soleggiato,12,autunno,19
stivaletto alla caviglia,n,n,colorato,autunno,pioggia,26,estate,23
stivaletto alla caviglia,n,y,colorato,autunno_inverno,pioggia,24,estate,22
stivaletto alla caviglia,n,y,scuro,autunno_inverno,soleggiato,18,autunno,17
scarpa da ginnastica,y,n,colorato,all,pioggia,10,primavera,22
stivaletto alla caviglia,n,y,colorato,inverno,pioggia,31,estate,20
stivaletto alla caviglia,n,y,scuro,autunno_inverno,soleggiato,26,estate,5
stivaletto alla caviglia,n,y,scuro,autunno_inverno,nuvoloso,30,estate,11
stivaletto alla caviglia,n,y,scuro,autunno_inverno,nuvoloso,11,inverno,18
scarpa da ginnastica,y,n,colorato,primavera_estate,soleggiato,15,autunno,17
stivaletto alla caviglia,n,n,colorato,autunno_inverno,soleggiato,31,estate,10
stivaletto alla caviglia,n,y,scuro,inverno,soleggiato,29,estate,3
stivaletto alla caviglia,n,n,scuro,autunno_inverno,soleggiato,4,autunno,16
scarpe con tacchi,n,n,chiaro,primavera_estate,pioggia,6,primavera,19
scarpe con tacchi,n,n,scuro,inverno,soleggiato,5,primavera,17
scarpe aperte,y,n,chiaro,primavera_estate,pioggia,22,autunno,15
stivaletto alla caviglia,n,y,scuro,inverno,pioggia,9,primavera,25
scarpe con tacchi,n,n,chiaro,estate,pioggia,18,autunno,17
stivaletto alla caviglia,n,n,colorato,autunno_inverno,pioggia,12,primavera,25
scarpa da ginnastica,y,n,colorato,all,pioggia,12,inverno,22
scarpe con tacchi,n,n,scuro,autunno_inverno,soleggiato,30,estate,9
stivaletto alla caviglia,n,y,chiaro,autunno,pioggia,13,primavera,27
stivaletto alla caviglia,n,n,scuro,autunno,soleggiato,1,primavera,13
scarpe aperte,n,n,chiaro,primavera,soleggiato,18,autunno,20
scarpe aperte,n,n,chiaro,primavera_estate,soleggiato,6,inverno,15
stivaletto alla caviglia,n,n,chiaro,inverno,pioggia,13,primavera,25
scarpa da ginnastica,y,y,colorato,primavera_estate,soleggiato,12,primavera,20
scarpa da ginnastica,n,n,scuro,primavera_estate,pioggia,30,estate,25
anfibi,y,n,chiaro,inverno,soleggiato,-8,inverno,19
scarpa da ginnastica,y,y,colorato,all,pioggia,17,autunno,22
scarpa da ginnastica,y,n,chiaro,all,soleggiato,10,primavera,19
scarpa classica,n,n,scuro,all,soleggiato,4,inverno,18
stivaletto alla caviglia,n,y,scuro,autunno,pioggia,7,inverno,28
scarpe con tacchi,n,n,chiaro,primavera_estate,soleggiato,11,inverno,15
scarpa da ginnastica,y,y,scuro,inverno,soleggiato,2,inverno,24
scarpe con tacchi,n,n,chiaro,estate,soleggiato,29,estate,28
scarpa classica,y,y,chiaro,autunno_inverno,neve,4,inverno,24
scarpa da ginnastica,n,n,colorato,primavera_estate,pioggia,7,autunno,17
scarpa da ginnastica,y,n,scuro,inverno,pioggia,19,estate,20
stivaletto alla caviglia,y,n,chiaro,autunno_inverno,soleggiato,15,autunno,17
stivaletto alla caviglia,n,n,chiaro,autunno_inverno,pioggia,10,primavera,25
scarpa da ginnastica,y,y,scuro,inverno,neve,4,primavera,20
stivaletto alla caviglia,n,y,scuro,autunno,pioggia,17,primavera,27
stivaletto alla caviglia,n,n,scuro,inverno,neve,2,inverno,29
scarpa da ginnastica,n,n,colorato,inverno,pioggia,30,estate,16
stivaletto alla caviglia,y,y,chiaro,autunno_inverno,soleggiato,34,estate,15
stivaletto alla caviglia,y,y,chiaro,autunno_inverno,pioggia,13,autunno,29
stivaletto alla caviglia,y,y,chiaro,inverno,pioggia,28,estate,20
scarpe con tacchi,y,n,chiaro,primavera_estate,nuvoloso,3,inverno,11
scarpa da ginnastica,n,y,colorato,primavera_estate,nuvoloso,-2,inverno,14
scarpa classica,n,n,scuro,inverno,nuvoloso,2,inverno,24
scarpa da ginnastica,n,n,scuro,inverno,pioggia,22,primavera,17
anfibi,n,n,scuro,autunno_inverno,pioggia,23,primavera,22
scarpa classica,y,n,colorato,primavera_estate,soleggiato,-7,autunno,13
stivaletto alla caviglia,y,y,scuro,autunno_inverno,pioggia,26,estate,22
scarpa classica,y,y,scuro,autunno_inverno,neve,-1,inverno,24
anfibi,y,y,chiaro,autunno_inverno,neve,1,primavera,23
scarpe con tacchi,y,n,scuro,autunno_inverno,soleggiato,12,autunno,21
scarpe con tacchi,n,n,chiaro,estate,pioggia,15,autunno,17
stivaletto alla caviglia,n,n,chiaro,inverno,pioggia,20,autunno,25
scarpe aperte,y,n,chiaro,primavera_estate,pioggia,10,autunno,13
scarpa classica,y,y,colorato,primavera_estate,pioggia,27,estate,26
stivaletto alla caviglia,n,y,scuro,autunno,pioggia,34,estate,23
scarpe aperte,n,n,colorato,primavera,pioggia,8,autunno,13
scarpa classica,n,y,scuro,inverno,pioggia,7,inverno,28
scarpe con tacchi,n,n,colorato,autunno_inverno,pioggia,23,estate,16
scarpe con tacchi,n,n,colorato,autunno_inverno,pioggia,22,autunno,20
scarpa classica,n,y,chiaro,autunno_inverno,soleggiato,3,inverno,20
stivaletto alla caviglia,n,n,chiaro,autunno_inverno,pioggia,26,estate,22
scarpa da ginnastica,n,n,colorato,primavera_estate,nuvoloso,11,autunno,16
scarpa da ginnastica,y,y,chiaro,autunno_inverno,nuvoloso,9,primavera,18
stivali,n,n,scuro,inverno,nuvoloso,5,primavera,14
stivaletto alla caviglia,n,y,chiaro,autunno,pioggia,18,estate,27
stivaletto alla caviglia,n,n,scuro,autunno_inverno,pioggia,4,autunno,28
stivaletto alla caviglia,n,y,scuro,autunno_inverno,soleggiato,20,autunno,9
stivaletto alla caviglia,n,y,colorato,inverno,soleggiato,0,inverno,19
scarpe con tacchi,n,n,scuro,autunno_inverno,soleggiato,22,estate,9
scarpa da ginnastica,n,n,scuro,inverno,nuvoloso,27,autunno,17
scarpa da ginnastica,y,n,chiaro,inverno,pioggia,8,primavera,21
stivaletto alla caviglia,n,y,scuro,inverno,pioggia,11,inverno,31
scarpa da ginnastica,n,y,chiaro,all,soleggiato,14,autunno,19
scarpa da ginnastica,y,y,colorato,autunno_inverno,pioggia,19,primavera,21
scarpa da ginnastica,n,n,colorato,all,soleggiato,3,inverno,19
scarpe con tacchi,n,n,chiaro,estate,pioggia,25,primavera,23
scarpe con tacchi,n,n,colorato,estate,nuvoloso,20,autunno,14
stivaletto alla caviglia,y,y,chiaro,inverno,soleggiato,26,autunno,17
stivaletto alla caviglia,n,n,chiaro,inverno,pioggia,16,autunno,28
scarpe con tacchi,y,n,chiaro,estate,pioggia,18,estate,23
scarpa classica,n,n,scuro,inverno,soleggiato,30,estate,7
scarpa classica,n,n,scuro,autunno_inverno,soleggiato,27,estate,9
scarpa classica,y,y,chiaro,autunno_inverno,soleggiato,30,estate,19
scarpa classica,n,y,chiaro,autunno_inverno,soleggiato,11,primavera,17
scarpa da ginnastica,n,y,chiaro,estate,soleggiato,2,inverno,13
scarpa classica,n,y,colorato,all,soleggiato,19,autunno,18
scarpa da ginnastica,y,y,scuro,all,nuvoloso,-1,inverno,19
stivaletto alla caviglia,y,n,scuro,autunno_inverno,pioggia,6,primavera,25
anfibi,n,n,chiaro,inverno,soleggiato,12,autunno,17
scarpa da ginnastica,n,y,scuro,estate,soleggiato,26,primavera,17
stivaletto alla caviglia,y,y,chiaro,autunno_inverno,pioggia,32,estate,22
stivaletto alla caviglia,n,n,colorato,autunno_inverno,pioggia,8,primavera,25
scarpa da ginnastica,y,y,scuro,estate,soleggiato,3,inverno,13
stivaletto alla caviglia,y,y,scuro,autunno,pioggia,10,primavera,27
stivaletto alla caviglia,n,y,colorato,autunno,pioggia,24,estate,24
stivaletto alla caviglia,n,y,scuro,autunno,soleggiato,2,primavera,13
scarpa da ginnastica,y,n,scuro,inverno,pioggia,10,inverno,27
stivaletto alla caviglia,n,n,colorato,inverno,soleggiato,26,estate,8
stivaletto alla caviglia,n,y,chiaro,autunno,pioggia,1,inverno,27
scarpa da ginnastica,n,y,colorato,all,pioggia,21,autunno,22
stivaletto alla caviglia,n,n,scuro,autunno_inverno,pioggia,8,autunno,29
scarpe aperte,n,n,colorato,estate,soleggiato,2,inverno,14
stivaletto alla caviglia,y,n,chiaro,autunno_inverno,pioggia,26,primavera,22
stivaletto alla caviglia,y,n,chiaro,inverno,soleggiato,7,inverno,19
scarpa da ginnastica,y,y,colorato,estate,pioggia,6,autunno,16
scarpa classica,y,y,scuro,inverno,neve,-4,primavera,21
stivaletto alla caviglia,y,y,chiaro,autunno_inverno,nuvoloso,20,autunno,15
stivaletto alla caviglia,n,n,colorato,autunno_inverno,soleggiato,17,primavera,13
stivaletto alla caviglia,n,y,colorato,inverno,pioggia,18,autunno,28
scarpa da ginnastica,n,y,scuro,estate,pioggia,9,inverno,16
scarpa da ginnastica,n,n,colorato,autunno_inverno,pioggia,10,primavera,21
scarpa da ginnastica,n,n,colorato,primavera_estate,soleggiato,24,estate,22
stivaletto alla caviglia,n,y,colorato,autunno_inverno,soleggiato,28,estate,10
scarpa da ginnastica,y,y,chiaro,all,soleggiato,15,primavera,19
stivaletto alla caviglia,n,n,scuro,autunno,nuvoloso,28,primavera,12
stivaletto alla caviglia,n,y,scuro,inverno,nuvoloso,13,inverno,20
scarpa da ginnastica,y,n,chiaro,estate,neve,8,inverno,15
scarpa classica,n,n,colorato,all,soleggiato,17,autunno,18
scarpe con tacchi,y,n,scuro,estate,pioggia,17,primavera,21
scarpe con tacchi,n,n,chiaro,inverno,soleggiato,7,primavera,17
scarpa da ginnastica,y,y,chiaro,autunno_inverno,pioggia,10,inverno,25
stivaletto alla caviglia,y,n,chiaro,inverno,soleggiato,26,autunno,17
stivaletto alla caviglia,y,n,chiaro,autunno,pioggia,27,estate,23
stivaletto alla caviglia,n,n,scuro,autunno_inverno,soleggiato,22,estate,5
scarpa da ginnastica,n,y,colorato,all,soleggiato,8,inverno,19
stivaletto alla caviglia,y,y,scuro,inverno,pioggia,16,autunno,28
scarpa classica,n,y,scuro,autunno_inverno,soleggiato,24,primavera,9
stivaletto alla caviglia,n,n,scuro,autunno_inverno,soleggiato,14,autunno,17
scarpa classica,n,n,colorato,all,soleggiato,15,primavera,18
scarpa da ginnastica,n,y,scuro,inverno,soleggiato,5,inverno,24
scarpa da ginnastica,y,y,chiaro,all,pioggia,30,estate,22
scarpa da ginnastica,y,n,scuro,autunno_inverno,soleggiato,31,estate,10
scarpe con tacchi,y,n,chiaro,estate,soleggiato,24,autunno,21
scarpe aperte,y,n,scuro,estate,soleggiato,8,inverno,14
scarpa da ginnastica,n,n,scuro,primavera_estate,pioggia,27,estate,25
stivaletto alla caviglia,y,n,colorato,inverno,neve,2,primavera,23
stivaletto alla caviglia,y,n,scuro,inverno,soleggiato,1,inverno,19
stivaletto alla caviglia,n,n,scuro,inverno,pioggia,10,primavera,25
scarpa classica,n,y,scuro,inverno,pioggia,10,primavera,22
stivaletto alla caviglia,y,y,scuro,inverno,soleggiato,24,estate,4
scarpe con tacchi,y,n,chiaro,autunno_inverno,pioggia,21,autunno,20
stivali,n,y,scuro,autunno,pioggia,1,inverno,27
scarpa da ginnastica,n,n,colorato,primavera_estate,soleggiato,31,estate,22
scarpa da ginnastica,n,y,chiaro,primavera_estate,pioggia,27,estate,25
scarpa da ginnastica,n,y,chiaro,primavera_estate,pioggia,3,autunno,17
scarpa da ginnastica,n,n,chiaro,primavera_estate,soleggiato,25,primavera,27
scarpa da ginnastica,n,n,colorato,all,pioggia,28,estate,22
scarpa da ginnastica,n,n,colorato,inverno,nuvoloso,1,inverno,24
scarpa da ginnastica,y,n,chiaro,estate,soleggiato,7,inverno,13
scarpe con tacchi,y,n,colorato,estate,pioggia,13,inverno,15
scarpa da ginnastica,n,n,colorato,inverno,nuvoloso,20,primavera,14
stivaletto alla caviglia,n,n,scuro,autunno,pioggia,10,inverno,29
stivaletto alla caviglia,n,y,scuro,inverno,pioggia,7,inverno,31
scarpa da ginnastica,n,n,scuro,inverno,pioggia,4,primavera,21
scarpa classica,y,n,scuro,all,pioggia,21,autunno,23
scarpa classica,y,n,colorato,autunno_inverno,pioggia,8,inverno,26
scarpa classica,y,n,scuro,inverno,pioggia,34,autunno,21
scarpa classica,y,n,scuro,all,nuvoloso,20,autunno,19
scarpa classica,y,n,colorato,all,soleggiato,19,autunno,18
scarpa classica,y,n,scuro,primavera_estate,pioggia,12,autunno,20
scarpa classica,y,n,scuro,all,pioggia,18,primavera,23
scarpa classica,y,y,colorato,primavera_estate,pioggia,12,primavera,24
scarpa da ginnastica,y,n,scuro,primavera_estate,pioggia,28,estate,25
scarpa da ginnastica,n,n,chiaro,autunno_inverno,pioggia,32,estate,18
scarpa classica,n,y,scuro,inverno,soleggiato,27,autunno,11
scarpe con tacchi,n,n,scuro,estate,pioggia,24,primavera,22
scarpe con tacchi,n,n,chiaro,primavera_estate,soleggiato,31,autunno,22
stivaletto alla caviglia,n,n,chiaro,autunno,pioggia,28,estate,23
stivaletto alla caviglia,n,n,colorato,inverno,pioggia,23,estate,21
stivaletto alla caviglia,n,n,scuro,autunno,nuvoloso,13,primavera,16
scarpe con tacchi,n,n,colorato,autunno_inverno,soleggiato,15,autunno,21
scarpa da ginnastica,y,n,chiaro,autunno_inverno,soleggiato,17,autunno,22
stivaletto alla caviglia,n,n,scuro,inverno,pioggia,18,autunno,28
stivaletto alla caviglia,y,n,scuro,autunno,soleggiato,27,estate,6
stivaletto alla caviglia,y,n,scuro,autunno,soleggiato,4,inverno,15
scarpa classica,y,n,colorato,all,pioggia,12,primavera,23
scarpa da ginnastica,n,n,colorato,inverno,soleggiato,18,autunno,21
stivaletto alla caviglia,n,y,colorato,autunno_inverno,soleggiato,1,primavera,12
stivaletto alla caviglia,n,y,scuro,autunno,soleggiato,5,inverno,16
scarpa classica,n,n,colorato,inverno,nuvoloso,12,primavera,18
scarpa da ginnastica,y,y,chiaro,primavera_estate,pioggia,10,primavera,23
scarpa da ginnastica,n,n,colorato,primavera_estate,nuvoloso,16,autunno,17
scarpe con tacchi,n,n,scuro,inverno,soleggiato,4,primavera,17
scarpa classica,n,n,colorato,inverno,pioggia,5,primavera,22
scarpa classica,y,y,chiaro,inverno,pioggia,25,estate,17
stivaletto alla caviglia,y,n,scuro,inverno,neve,3,inverno,29
stivaletto alla caviglia,y,y,colorato,autunno,soleggiato,18,estate,15
scarpe aperte,n,n,chiaro,primavera,pioggia,16,autunno,16
stivaletto alla caviglia,n,y,colorato,inverno,nuvoloso,11,inverno,20
stivaletto alla caviglia,y,y,chiaro,autunno,pioggia,23,primavera,24
stivaletto alla caviglia,n,y,colorato,autunno,pioggia,7,inverno,28
scarpe aperte,n,n,colorato,primavera_estate,soleggiato,14,primavera,21
anfibi,n,y,chiaro,autunno,pioggia,21,autunno,28
scarpa classica,n,y,chiaro,autunno_inverno,soleggiato,-3,inverno,20
anfibi,n,y,colorato,autunno,soleggiato,6,inverno,16
scarpa classica,n,n,colorato,autunno_inverno,pioggia,11,primavera,22
stivaletto alla caviglia,n,n,chiaro,autunno,pioggia,19,estate,27
stivaletto alla caviglia,n,y,chiaro,autunno_inverno,pioggia,30,estate,22
scarpe con tacchi,n,n,chiaro,inverno,pioggia,11,primavera,19
scarpe con tacchi,n,n,scuro,inverno,nuvoloso,23,autunno,15
scarpa da ginnastica,y,y,colorato,primavera_estate,soleggiato,-5,autunno,14
scarpa da ginnastica,y,y,colorato,estate,pioggia,26,primavera,25
scarpe con tacchi,n,n,chiaro,inverno,soleggiato,28,estate,17
scarpe con tacchi,n,n,colorato,primavera_estate,pioggia,23,primavera,23
scarpe con tacchi,n,n,scuro,primavera_estate,pioggia,8,inverno,15
scarpe con tacchi,n,n,scuro,primavera_estate,pioggia,9,autunno,15
stivaletto alla caviglia,n,y,chiaro,inverno,soleggiato,35,estate,13
scarpa da ginnastica,y,n,chiaro,autunno_inverno,pioggia,12,primavera,21
scarpa da ginnastica,n,n,scuro,autunno_inverno,neve,-2,inverno,23
anfibi,n,y,colorato,inverno,soleggiato,29,estate,8
stivaletto alla caviglia,n,y,scuro,autunno,soleggiato,6,primavera,14
scarpa classica,n,y,chiaro,all,pioggia,8,primavera,23
stivaletto alla caviglia,n,y,scuro,autunno_inverno,soleggiato,4,primavera,12
scarpa da ginnastica,y,y,colorato,estate,soleggiato,30,estate,24
scarpe aperte,y,n,colorato,primavera,nuvoloso,15,autunno,13
scarpe aperte,n,n,colorato,primavera,pioggia,14,autunno,15
scarpe con tacchi,n,n,colorato,autunno_inverno,nuvoloso,7,primavera,15
scarpa da ginnastica,n,n,chiaro,estate,soleggiato,5,primavera,17
scarpa da ginnastica,y,n,chiaro,inverno,soleggiato,28,primavera,18
scarpa da ginnastica,y,n,scuro,estate,pioggia,24,primavera,24
scarpa da ginnastica,y,n,colorato,autunno_inverno,soleggiato,27,autunno,19
scarpa da ginnastica,n,n,colorato,primavera_estate,pioggia,7,inverno,17
scarpa da ginnastica,y,n,scuro,primavera_estate,neve,0,inverno,16
scarpa classica,y,y,scuro,all,soleggiato,18,autunno,18
scarpa classica,y,y,chiaro,inverno,pioggia,7,primavera,22
scarpa classica,y,y,chiaro,autunno_inverno,neve,-3,inverno,24
scarpa da ginnastica,y,y,chiaro,primavera_estate,soleggiato,2,primavera,18
scarpa da ginnastica,y,y,scuro,all,soleggiato,2,inverno,19
scarpa da ginnastica,y,y,colorato,estate,pioggia,11,inverno,17
stivaletto alla caviglia,n,n,colorato,autunno,pioggia,10,inverno,29
scarpa classica,n,n,colorato,autunno_inverno,pioggia,30,estate,19
scarpa da ginnastica,y,n,colorato,all,pioggia,25,autunno,22
stivaletto alla caviglia,n,n,chiaro,autunno,soleggiato,3,primavera,13
stivaletto alla caviglia,n,n,colorato,autunno_inverno,pioggia,11,inverno,29
scarpe aperte,n,n,chiaro,estate,pioggia,15,autunno,13
