Materiale,Colore,Manica,Stagione,Meteo,TemperaturaPercepita,StagionePrevisione,Punteggio
raso,colorato,corta,primavera_estate,soleggiato,10.4,primavera,14
lino,colorato,lunga,primavera,soleggiato,6.05,inverno,19
seta,chiaro,lunga,estate,nuvoloso,24.5,estate,25
seta,colorato,lunga,primavera_estate,soleggiato,30.0,estate,19
seta,chiaro,lunga,estate,soleggiato,17.25,autunno,20
seta,scuro,lunga,estate,pioggia,19.700000000000003,autunno,20
raso,scuro,lunga,primavera_estate,soleggiato,5.800000000000001,inverno,18
seta,scuro,lunga,estate,nuvoloso,-0.5,inverno,18
raso,scuro,corta,primavera_estate,pioggia,27.4,estate,25
raso,colorato,lunga,primavera_estate,nuvoloso,6.45,inverno,18
lino,scuro,corta,primavera,neve,3.3000000000000003,inverno,7
raso,scuro,corta,primavera_estate,pioggia,15.2,primavera,16
raso,colorato,lunga,inverno,pioggia,30.05,estate,13
cashmere,colorato,corta,autunno_inverno,pioggia,20.25,estate,13
tweed,colorato,lunga,primavera,soleggiato,19.05,autunno,21
cashmere,chiaro,corta,autunno_inverno,pioggia,13.95,estate,14
velluto,chiaro,corta,inverno,soleggiato,5.45,inverno,19
velluto,scuro,lunga,inverno,pioggia,17.7,autunno,22
seta,chiaro,lunga,all,neve,7.65,primavera,22
tweed,chiaro,lunga,autunno_inverno,pioggia,9.5,autunno,27
tweed,scuro,corta,autunno_inverno,pioggia,17.4,autunno,18
velluto,scuro,lunga,all,pioggia,27.3,estate,13
velluto,chiaro,corta,all,pioggia,8.9,autunno,16
tweed,scuro,lunga,primavera,pioggia,22.9,estate,16
raso,colorato,corta,all,nuvoloso,20.450000000000003,primavera,19
tweed,scuro,corta,inverno,soleggiato,26.8,estate,10
velluto,chiaro,lunga,primavera,neve,-3.5,inverno,26
lino,scuro,lunga,inverno,soleggiato,17.8,autunno,23
raso,colorato,lunga,autunno_inverno,soleggiato,27.950000000000003,estate,15
velluto,scuro,lunga,inverno,pioggia,26.450000000000003,estate,10
raso,scuro,corta,primavera,nuvoloso,20.75,primavera,22
raso,scuro,lunga,inverno,soleggiato,18.95,autunno,21
lino,chiaro,corta,inverno,pioggia,13.5,primavera,11
cashmere,chiaro,lunga,inverno,soleggiato,17.85,autunno,22
tweed,colorato,lunga,inverno,pioggia,8.7,primavera,22
velluto,chiaro,corta,autunno_inverno,pioggia,13.15,autunno,17
seta,scuro,lunga,autunno_inverno,pioggia,24.0,primavera,20
seta,chiaro,corta,all,neve,-1.8000000000000005,autunno,11
lana,chiaro,corta,all,soleggiato,13.45,primavera,16
velluto,scuro,lunga,primavera,pioggia,27.3,autunno,12
raso,chiaro,corta,all,pioggia,3.75,primavera,9
lino,colorato,lunga,autunno_inverno,soleggiato,18.950000000000003,autunno,24
lana,chiaro,lunga,inverno,pioggia,15.85,primavera,17
raso,scuro,lunga,primavera,soleggiato,27.0,estate,13
cashmere,scuro,lunga,autunno_inverno,soleggiato,29.45,estate,4
lana,chiaro,corta,autunno_inverno,pioggia,7.45,primavera,15
seta,chiaro,corta,autunno_inverno,pioggia,4.15,autunno,13
velluto,colorato,corta,primavera,soleggiato,0.1999999999999999,primavera,20
velluto,colorato,lunga,all,pioggia,7.5,primavera,26
lino,colorato,corta,inverno,pioggia,26.9,estate,22
lino,colorato,corta,autunno_inverno,pioggia,4.0,inverno,10
lana,scuro,corta,primavera,nuvoloso,3.45,inverno,17
raso,scuro,corta,autunno_inverno,pioggia,14.95,primavera,10
lana,scuro,lunga,primavera,soleggiato,9.25,primavera,30
seta,chiaro,corta,inverno,pioggia,14.25,primavera,12
lino,chiaro,lunga,all,pioggia,7.949999999999999,autunno,20
cashmere,scuro,corta,all,pioggia,23.35,estate,15
lana,chiaro,lunga,inverno,soleggiato,17.2,autunno,21
seta,chiaro,corta,all,pioggia,5.85,inverno,12
cashmere,colorato,lunga,inverno,soleggiato,25.55,primavera,8
tweed,scuro,corta,all,nuvoloso,7.7,inverno,15
seta,scuro,corta,autunno_inverno,soleggiato,3.0,inverno,13
lana,colorato,lunga,all,nuvoloso,2.45,inverno,28
tweed,chiaro,lunga,all,pioggia,5.4,autunno,25
raso,chiaro,corta,inverno,pioggia,28.1,estate,20
cashmere,colorato,corta,primavera,soleggiato,9.25,primavera,19
lino,colorato,corta,autunno_inverno,pioggia,25.3,estate,23
tweed,colorato,corta,inverno,soleggiato,20.25,autunno,16
velluto,chiaro,lunga,inverno,nuvoloso,8.1,inverno,29
raso,chiaro,corta,primavera,pioggia,25.85,estate,24
raso,scuro,lunga,autunno_inverno,nuvoloso,-0.1,inverno,21
tweed,colorato,corta,all,pioggia,25.9,estate,18
lino,chiaro,corta,autunno_inverno,pioggia,11.95,autunno,16
seta,colorato,lunga,all,neve,6.15,primavera,22
lino,scuro,corta,all,neve,10.55,autunno,14
seta,colorato,lunga,inverno,pioggia,7.05,autunno,23
velluto,scuro,corta,inverno,soleggiato,0.9500000000000002,primavera,14
seta,colorato,corta,autunno_inverno,soleggiato,11.2,primavera,13
velluto,colorato,lunga,autunno_inverno,pioggia,9.6,inverno,28
raso,colorato,lunga,primavera,nuvoloso,3.65,autunno,18
lana,colorato,corta,primavera,pioggia,24.6,primavera,17
cashmere,scuro,corta,all,soleggiato,5.949999999999999,inverno,16
seta,colorato,lunga,inverno,pioggia,9.1,primavera,19
tweed,chiaro,corta,primavera,pioggia,5.0,primavera,18
lana,chiaro,lunga,all,nuvoloso,3.8,inverno,28
tweed,colorato,corta,inverno,soleggiato,10.0,primavera,12
tweed,scuro,lunga,inverno,soleggiato,11.0,inverno,26
tweed,chiaro,corta,autunno_inverno,soleggiato,8.7,autunno,17
cashmere,colorato,lunga,primavera,nuvoloso,1.7499999999999998,inverno,27
raso,scuro,lunga,autunno_inverno,pioggia,2.1,inverno,21
tweed,colorato,lunga,autunno_inverno,pioggia,21.1,estate,13
tweed,scuro,lunga,autunno_inverno,nuvoloso,19.7,autunno,24
lana,chiaro,lunga,all,nuvoloso,17.1,autunno,20
raso,scuro,lunga,inverno,pioggia,14.7,autunno,21
lino,colorato,lunga,autunno_inverno,pioggia,11.75,inverno,24
tweed,colorato,lunga,primavera,nuvoloso,0.6500000000000004,inverno,25
raso,chiaro,lunga,inverno,neve,10.15,autunno,21
seta,chiaro,lunga,inverno,pioggia,10.8,inverno,26
lino,scuro,corta,inverno,pioggia,8.65,inverno,13
lino,scuro,corta,autunno_inverno,soleggiato,31.0,estate,21
tweed,colorato,corta,all,soleggiato,23.85,estate,15
lino,scuro,corta,all,pioggia,31.3,estate,28
cashmere,colorato,lunga,all,pioggia,4.9,autunno,28
tweed,chiaro,lunga,inverno,nuvoloso,21.35,autunno,16
seta,colorato,corta,primavera,nuvoloso,14.8,autunno,14
raso,scuro,lunga,all,pioggia,19.700000000000003,estate,20
seta,chiaro,lunga,primavera,soleggiato,21.15,autunno,26
raso,chiaro,corta,all,pioggia,9.25,primavera,10
cashmere,colorato,lunga,inverno,neve,-7.300000000000001,primavera,25
velluto,chiaro,lunga,inverno,pioggia,5.5,inverno,29
velluto,chiaro,corta,primavera,soleggiato,5.300000000000001,inverno,15
raso,colorato,corta,primavera,soleggiato,28.35,estate,24
raso,scuro,lunga,inverno,soleggiato,20.75,estate,11
tweed,scuro,lunga,inverno,pioggia,17.95,autunno,23
lana,chiaro,lunga,all,soleggiato,26.55,estate,15
cashmere,colorato,corta,primavera,soleggiato,18.4,estate,16
lana,chiaro,lunga,autunno_inverno,pioggia,19.45,primavera,18
tweed,chiaro,corta,inverno,soleggiato,13.25,primavera,12
seta,chiaro,corta,primavera,nuvoloso,4.5,autunno,10
velluto,scuro,lunga,inverno,nuvoloso,27.3,autunno,14
lana,chiaro,corta,primavera,pioggia,3.4,primavera,21
tweed,scuro,corta,all,soleggiato,21.2,estate,10
velluto,colorato,corta,inverno,pioggia,16.15,autunno,16
cashmere,colorato,corta,primavera,neve,3.4,autunno,17
lino,chiaro,lunga,autunno_inverno,soleggiato,2.95,inverno,20
velluto,chiaro,corta,primavera,pioggia,24.85,estate,18
lino,scuro,corta,all,soleggiato,9.95,inverno,10
cashmere,scuro,lunga,autunno_inverno,soleggiato,15.1,autunno,23
lana,scuro,corta,autunno_inverno,pioggia,3.2,inverno,20
lino,colorato,corta,all,soleggiato,28.5,estate,25
tweed,scuro,lunga,all,nuvoloso,8.899999999999999,primavera,25
lana,chiaro,corta,autunno_inverno,soleggiato,17.3,autunno,16
raso,chiaro,corta,inverno,pioggia,27.6,estate,20
seta,scuro,corta,autunno_inverno,soleggiato,11.95,autunno,17
tweed,scuro,corta,inverno,soleggiato,8.6,primavera,12
cashmere,colorato,lunga,autunno_inverno,pioggia,10.4,autunno,26
lino,scuro,corta,autunno_inverno,pioggia,7.300000000000001,primavera,8
seta,scuro,corta,primavera,nuvoloso,11.3,inverno,14
lino,colorato,corta,inverno,soleggiato,31.55,estate,25
seta,scuro,corta,inverno,soleggiato,22.1,estate,14
seta,scuro,lunga,autunno_inverno,pioggia,8.05,primavera,20
lana,scuro,lunga,autunno_inverno,pioggia,14.7,primavera,22
cashmere,scuro,corta,primavera,pioggia,8.8,autunno,15
seta,colorato,lunga,all,soleggiato,15.05,autunno,23
raso,scuro,lunga,autunno_inverno,nuvoloso,10.15,inverno,22
velluto,colorato,corta,autunno_inverno,pioggia,16.25,estate,13
lino,chiaro,lunga,autunno_inverno,pioggia,25.55,autunno,21
velluto,chiaro,corta,all,neve,-6.5,autunno,17
lino,chiaro,corta,autunno_inverno,soleggiato,21.0,autunno,28
cashmere,colorato,corta,all,pioggia,13.1,primavera,16
tweed,chiaro,lunga,primavera,pioggia,2.6,autunno,25
lana,chiaro,corta,primavera,nuvoloso,5.15,inverno,16
velluto,colorato,corta,all,nuvoloso,20.4,autunno,17
raso,scuro,corta,all,soleggiato,8.149999999999999,inverno,10
cashmere,chiaro,corta,inverno,pioggia,20.75,autunno,16
lino,scuro,lunga,primavera,pioggia,19.65,autunno,21
seta,chiaro,corta,inverno,pioggia,17.0,autunno,18
velluto,scuro,lunga,primavera,pioggia,9.15,inverno,25
seta,colorato,lunga,autunno_inverno,soleggiato,9.4,primavera,20
seta,colorato,lunga,primavera,pioggia,27.65,autunno,17
lana,scuro,corta,primavera,pioggia,30.55,estate,19
raso,colorato,lunga,all,nuvoloso,13.55,primavera,20
velluto,chiaro,corta,inverno,pioggia,16.200000000000003,primavera,12
seta,colorato,corta,all,soleggiato,20.3,autunno,22
lana,scuro,lunga,autunno_inverno,pioggia,11.65,autunno,26
tweed,colorato,lunga,all,pioggia,0.3000000000000002,primavera,26
seta,colorato,corta,autunno_inverno,soleggiato,18.2,autunno,19
lana,scuro,corta,all,soleggiato,15.75,autunno,14
cashmere,colorato,lunga,inverno,soleggiato,14.7,autunno,25
seta,colorato,lunga,primavera,pioggia,20.3,estate,23
lino,scuro,lunga,all,pioggia,18.1,autunno,22
seta,chiaro,lunga,autunno_inverno,soleggiato,25.9,primavera,21
lana,colorato,corta,all,soleggiato,16.950000000000003,primavera,14
lino,colorato,corta,primavera,nuvoloso,6.6000000000000005,primavera,13
lino,chiaro,lunga,primavera,neve,0.8999999999999999,inverno,17
tweed,chiaro,lunga,all,pioggia,16.9,primavera,22
velluto,colorato,corta,inverno,neve,-1.65,primavera,14
velluto,colorato,lunga,autunno_inverno,soleggiato,6.9,inverno,28
lana,colorato,corta,primavera,soleggiato,17.15,primavera,17
lana,colorato,corta,all,pioggia,7.449999999999999,autunno,17
seta,colorato,lunga,inverno,pioggia,18.9,primavera,20
velluto,scuro,corta,primavera,soleggiato,9.5,primavera,19
raso,scuro,corta,all,pioggia,19.65,estate,14
cashmere,colorato,corta,primavera,nuvoloso,14.75,autunno,15
lana,chiaro,lunga,inverno,pioggia,4.75,inverno,31
cashmere,scuro,corta,autunno_inverno,pioggia,16.05,autunno,17
tweed,colorato,lunga,all,soleggiato,14.8,primavera,23
raso,scuro,corta,all,neve,8.1,primavera,10
seta,colorato,corta,primavera,neve,2.9,inverno,10
lino,chiaro,corta,all,soleggiato,29.6,estate,30
velluto,scuro,corta,primavera,soleggiato,5.4,inverno,15
cashmere,colorato,corta,primavera,neve,8.25,primavera,19
tweed,scuro,lunga,all,pioggia,12.4,autunno,23
tweed,chiaro,corta,inverno,pioggia,25.75,estate,15
cashmere,scuro,lunga,all,pioggia,2.5,inverno,28
seta,scuro,lunga,inverno,nuvoloso,8.15,autunno,23
velluto,chiaro,lunga,primavera,soleggiato,17.799999999999997,autunno,20
lino,chiaro,lunga,all,soleggiato,4.6,inverno,18
tweed,colorato,corta,inverno,soleggiato,6.0,inverno,18
lino,scuro,corta,all,soleggiato,-2.6,inverno,8
raso,scuro,lunga,primavera,soleggiato,3.05,primavera,22
lana,chiaro,lunga,primavera,soleggiato,31.200000000000003,estate,14
tweed,colorato,lunga,primavera,soleggiato,19.65,autunno,21
tweed,colorato,corta,autunno_inverno,soleggiato,29.05,estate,16
lana,scuro,corta,autunno_inverno,soleggiato,5.15,primavera,15
lino,chiaro,lunga,primavera,pioggia,19.25,autunno,21
seta,colorato,corta,inverno,soleggiato,13.25,autunno,16
velluto,scuro,corta,inverno,pioggia,14.15,autunno,16
velluto,colorato,lunga,all,soleggiato,18.55,primavera,21
raso,colorato,lunga,autunno_inverno,soleggiato,25.700000000000003,estate,15
tweed,scuro,lunga,autunno_inverno,pioggia,11.55,inverno,25
cashmere,scuro,lunga,all,pioggia,19.05,autunno,21
tweed,colorato,corta,autunno_inverno,pioggia,6.15,inverno,17
seta,scuro,lunga,all,pioggia,15.9,inverno,23
seta,colorato,lunga,inverno,pioggia,30.0,estate,14
tweed,colorato,lunga,all,soleggiato,23.0,estate,15
lana,colorato,lunga,autunno_inverno,neve,2.0,primavera,26
cashmere,colorato,corta,primavera,soleggiato,21.65,primavera,18
lino,colorato,corta,primavera,soleggiato,26.05,estate,26
seta,scuro,lunga,autunno_inverno,soleggiato,26.3,estate,11
lino,colorato,lunga,inverno,nuvoloso,0.3500000000000001,inverno,21
lana,scuro,lunga,primavera,soleggiato,14.3,autunno,23
lino,colorato,lunga,inverno,neve,3.95,inverno,21
cashmere,chiaro,corta,autunno_inverno,pioggia,9.85,primavera,14
lino,scuro,corta,primavera,nuvoloso,8.25,inverno,9
seta,chiaro,corta,all,pioggia,9.4,autunno,12
seta,colorato,corta,inverno,soleggiato,2.5,inverno,14
velluto,colorato,corta,inverno,nuvoloso,4.7,inverno,20
tweed,chiaro,corta,autunno_inverno,pioggia,23.65,estate,13
seta,scuro,lunga,autunno_inverno,nuvoloso,13.15,inverno,25
tweed,scuro,lunga,all,pioggia,21.25,autunno,15
seta,scuro,lunga,primavera,soleggiato,17.049999999999997,autunno,22
lana,chiaro,corta,autunno_inverno,nuvoloso,5.1,inverno,19
raso,colorato,corta,inverno,pioggia,16.2,primavera,11
lana,colorato,corta,all,soleggiato,-10.35,inverno,18
tweed,chiaro,corta,primavera,soleggiato,6.3500000000000005,inverno,14
lino,colorato,lunga,autunno_inverno,soleggiato,21.45,primavera,19
lana,colorato,corta,primavera,soleggiato,13.65,autunno,15
velluto,chiaro,corta,autunno_inverno,pioggia,8.45,inverno,18
lana,chiaro,lunga,inverno,pioggia,22.3,primavera,11
cashmere,chiaro,lunga,all,pioggia,23.1,estate,15
cashmere,chiaro,lunga,inverno,soleggiato,8.9,primavera,23
lana,colorato,lunga,inverno,nuvoloso,0.65,inverno,31
lana,colorato,corta,primavera,soleggiato,-10.7,inverno,17
lana,chiaro,corta,all,pioggia,9.95,inverno,17
tweed,colorato,corta,primavera,pioggia,24.5,estate,16
lino,chiaro,lunga,all,pioggia,27.4,primavera,19
lino,colorato,lunga,autunno_inverno,soleggiato,31.1,estate,16
seta,scuro,lunga,autunno_inverno,pioggia,14.35,autunno,25
raso,scuro,corta,inverno,pioggia,19.75,autunno,15
cashmere,scuro,lunga,autunno_inverno,pioggia,18.7,autunno,23
tweed,scuro,lunga,all,soleggiato,27.95,estate,7
lino,scuro,corta,inverno,pioggia,5.7,primavera,7
seta,scuro,lunga,all,soleggiato,-1.95,inverno,21
raso,chiaro,lunga,autunno_inverno,pioggia,22.25,autunno,21
cashmere,colorato,lunga,all,pioggia,21.55,estate,15
velluto,chiaro,corta,autunno_inverno,soleggiato,23.3,estate,20
lana,scuro,lunga,all,soleggiato,18.4,autunno,20
lana,chiaro,corta,autunno_inverno,pioggia,11.25,inverno,18
lana,chiaro,corta,all,nuvoloso,3.9,autunno,18
lino,colorato,corta,inverno,nuvoloso,10.45,primavera,11
velluto,chiaro,corta,all,soleggiato,1.15,primavera,17
seta,scuro,corta,inverno,soleggiato,19.55,autunno,18
lana,scuro,lunga,inverno,pioggia,9.5,inverno,30
seta,chiaro,corta,inverno,pioggia,30.15,estate,24
tweed,colorato,lunga,autunno_inverno,soleggiato,32.55,estate,8
seta,scuro,lunga,all,pioggia,4.300000000000001,inverno,21
raso,colorato,lunga,inverno,soleggiato,22.8,estate,16
velluto,chiaro,corta,inverno,nuvoloso,20.9,primavera,14
lana,scuro,corta,primavera,nuvoloso,11.9,inverno,15
velluto,colorato,corta,all,pioggia,8.95,autunno,16
cashmere,chiaro,lunga,inverno,pioggia,26.55,estate,8
velluto,colorato,corta,autunno_inverno,pioggia,17.85,autunno,17
tweed,scuro,lunga,primavera,pioggia,20.45,estate,16
velluto,colorato,lunga,inverno,pioggia,7.75,autunno,27
seta,chiaro,lunga,primavera,soleggiato,26.35,estate,24
cashmere,colorato,corta,inverno,soleggiato,10.65,primavera,13
lana,scuro,lunga,autunno_inverno,pioggia,10.3,primavera,22
raso,scuro,lunga,primavera,pioggia,24.0,estate,20
seta,chiaro,corta,inverno,pioggia,16.45,primavera,14
raso,scuro,corta,inverno,soleggiato,17.299999999999997,autunno,15
lana,colorato,corta,autunno_inverno,nuvoloso,14.35,primavera,14
velluto,chiaro,lunga,all,soleggiato,7.95,inverno,26
raso,colorato,lunga,all,soleggiato,27.35,autunno,17
velluto,scuro,corta,inverno,pioggia,5.1,primavera,13
seta,scuro,corta,inverno,pioggia,22.6,estate,19
lana,scuro,lunga,autunno_inverno,pioggia,17.2,autunno,22
tweed,scuro,corta,primavera,soleggiato,5.0,primavera,18
lana,chiaro,lunga,primavera,pioggia,17.25,primavera,23
velluto,colorato,corta,primavera,soleggiato,-4.8,inverno,16
raso,colorato,lunga,primavera,pioggia,29.1,estate,18
lino,chiaro,lunga,inverno,pioggia,-1.65,primavera,15
seta,colorato,lunga,all,pioggia,30.4,estate,17
raso,colorato,corta,autunno_inverno,soleggiato,6.1,inverno,12
lana,chiaro,lunga,primavera,soleggiato,26.15,autunno,14
velluto,scuro,corta,primavera,neve,2.85,primavera,20
cashmere,scuro,corta,inverno,pioggia,25.2,primavera,14
lana,colorato,lunga,primavera,nuvoloso,24.1,autunno,13
cashmere,chiaro,lunga,all,pioggia,19.45,estate,21
velluto,colorato,corta,primavera,nuvoloso,12.3,autunno,14
raso,scuro,lunga,inverno,nuvoloso,11.65,autunno,21
raso,scuro,lunga,inverno,pioggia,25.8,estate,14
lino,colorato,lunga,autunno_inverno,soleggiato,-2.1,inverno,20
tweed,chiaro,lunga,inverno,soleggiato,17.5,primavera,19
lana,colorato,lunga,inverno,soleggiato,17.4,autunno,21
lino,colorato,corta,primavera,pioggia,10.1,primavera,17
raso,scuro,corta,autunno_inverno,soleggiato,5.0,primavera,8
velluto,scuro,lunga,inverno,pioggia,10.65,primavera,20
lino,chiaro,lunga,inverno,neve,-1.55,inverno,21
cashmere,scuro,corta,primavera,pioggia,18.5,primavera,18
seta,chiaro,corta,all,soleggiato,7.0,autunno,12
lino,scuro,lunga,all,pioggia,7.95,inverno,20
tweed,colorato,corta,autunno_inverno,pioggia,12.3,primavera,13
velluto,chiaro,lunga,primavera,soleggiato,28.3,estate,19
seta,scuro,lunga,inverno,pioggia,12.75,primavera,20
raso,scuro,corta,autunno_inverno,pioggia,21.1,estate,17
seta,chiaro,lunga,all,pioggia,5.45,inverno,22
cashmere,colorato,corta,primavera,pioggia,1.4,inverno,17
cashmere,scuro,corta,autunno_inverno,pioggia,25.1,estate,15
velluto,scuro,lunga,inverno,neve,-2.35,inverno,30
seta,chiaro,corta,primavera,pioggia,25.3,estate,25
lana,colorato,lunga,primavera,pioggia,12.15,autunno,23
velluto,chiaro,corta,inverno,pioggia,22.5,primavera,14
seta,chiaro,lunga,primavera,nuvoloso,11.15,primavera,26
lino,scuro,lunga,all,soleggiato,10.65,primavera,22
lana,scuro,lunga,primavera,nuvoloso,10.9,autunno,23
cashmere,colorato,lunga,autunno_inverno,pioggia,23.9,primavera,13
lino,scuro,lunga,inverno,pioggia,17.7,primavera,19
lana,chiaro,corta,inverno,soleggiato,2.0,inverno,21
raso,chiaro,corta,all,nuvoloso,14.8,primavera,12
tweed,chiaro,lunga,primavera,pioggia,14.3,primavera,26
tweed,scuro,corta,primavera,pioggia,12.0,autunno,14
lino,colorato,lunga,inverno,soleggiato,4.6000000000000005,inverno,21
lana,colorato,lunga,autunno_inverno,pioggia,13.9,primavera,22
tweed,scuro,corta,inverno,soleggiato,7.85,primavera,12
cashmere,colorato,corta,autunno_inverno,pioggia,17.2,primavera,13
lana,chiaro,lunga,autunno_inverno,soleggiato,0.1,primavera,26
seta,scuro,corta,autunno_inverno,pioggia,22.15,autunno,24
seta,chiaro,lunga,primavera,pioggia,21.2,autunno,21
tweed,colorato,corta,inverno,pioggia,3.2,autunno,17
tweed,chiaro,corta,primavera,pioggia,26.15,estate,19
velluto,chiaro,corta,all,soleggiato,6.050000000000001,inverno,16
velluto,chiaro,corta,inverno,nuvoloso,6.0,inverno,19
lana,chiaro,corta,autunno_inverno,nuvoloso,0.6499999999999999,inverno,20
seta,scuro,lunga,primavera,pioggia,26.9,estate,19
raso,chiaro,corta,autunno_inverno,pioggia,14.75,autunno,14
seta,chiaro,lunga,inverno,pioggia,21.8,estate,19
cashmere,colorato,corta,primavera,soleggiato,4.199999999999999,primavera,21
raso,chiaro,corta,primavera,pioggia,3.15,inverno,8
lino,scuro,lunga,all,nuvoloso,19.05,primavera,22
cashmere,chiaro,corta,all,pioggia,27.45,estate,17
seta,scuro,lunga,autunno_inverno,pioggia,5.1,inverno,24
velluto,scuro,corta,autunno_inverno,soleggiato,31.25,estate,14
lana,colorato,lunga,primavera,pioggia,0.9999999999999998,autunno,27
tweed,scuro,lunga,all,soleggiato,2.85,inverno,26
raso,scuro,corta,autunno_inverno,pioggia,4.199999999999999,inverno,11
cashmere,colorato,corta,inverno,pioggia,4.55,inverno,21
seta,scuro,lunga,autunno_inverno,pioggia,12.85,inverno,25
raso,chiaro,lunga,primavera,soleggiato,30.35,estate,22
lino,chiaro,corta,autunno_inverno,soleggiato,-0.1,primavera,6
seta,colorato,lunga,inverno,pioggia,5.8500000000000005,primavera,19
lino,scuro,lunga,autunno_inverno,pioggia,5.6,primavera,18
tweed,scuro,lunga,all,pioggia,23.85,autunno,15
cashmere,chiaro,corta,autunno_inverno,soleggiato,34.75,estate,22
velluto,chiaro,corta,inverno,soleggiato,17.75,autunno,16
cashmere,scuro,corta,primavera,nuvoloso,2.3000000000000003,inverno,17
tweed,scuro,corta,autunno_inverno,soleggiato,22.35,estate,8
cashmere,colorato,lunga,autunno_inverno,pioggia,19.2,autunno,23
cashmere,scuro,lunga,all,pioggia,6.95,inverno,26
lino,scuro,lunga,all,pioggia,15.4,primavera,22
cashmere,scuro,lunga,inverno,soleggiato,24.4,estate,7
cashmere,chiaro,lunga,primavera,soleggiato,23.8,estate,21
lino,scuro,lunga,all,pioggia,9.55,inverno,20
lino,colorato,lunga,primavera,pioggia,23.0,estate,22
tweed,chiaro,corta,inverno,pioggia,15.1,primavera,13
raso,colorato,corta,inverno,pioggia,6.75,inverno,13
lana,colorato,lunga,inverno,soleggiato,19.65,autunno,21
lino,scuro,lunga,primavera,pioggia,15.6,primavera,25
lana,scuro,corta,primavera,pioggia,7.3,inverno,16
lino,scuro,lunga,primavera,pioggia,4.550000000000001,inverno,17
lino,chiaro,lunga,autunno_inverno,neve,-0.95,inverno,20
lino,colorato,corta,all,nuvoloso,4.15,autunno,8
lino,colorato,corta,inverno,pioggia,19.3,primavera,13
lana,scuro,lunga,autunno_inverno,pioggia,31.9,estate,6
raso,scuro,lunga,primavera,soleggiato,4.15,primavera,22
tweed,scuro,lunga,autunno_inverno,pioggia,29.85,estate,10
tweed,chiaro,corta,all,pioggia,15.15,primavera,16
velluto,chiaro,lunga,all,pioggia,26.35,autunno,13
lana,scuro,lunga,primavera,soleggiato,17.1,autunno,19
velluto,scuro,corta,all,soleggiato,15.15,primavera,15
raso,colorato,lunga,autunno_inverno,nuvoloso,14.8,autunno,22
lino,chiaro,corta,primavera,nuvoloso,3.7,autunno,7
lana,scuro,corta,primavera,soleggiato,21.2,autunno,8
lana,colorato,corta,inverno,pioggia,25.8,estate,13
tweed,scuro,corta,autunno_inverno,soleggiato,32.3,estate,13
velluto,scuro,lunga,all,pioggia,20.05,primavera,17
lino,colorato,lunga,all,soleggiato,19.8,autunno,22
lana,colorato,corta,primavera,pioggia,8.65,primavera,20
lana,colorato,corta,primavera,pioggia,8.5,primavera,20
raso,scuro,lunga,autunno_inverno,soleggiato,-11.05,inverno,21
tweed,chiaro,corta,inverno,nuvoloso,20.8,primavera,12
tweed,scuro,corta,all,nuvoloso,5.5,primavera,15
lino,scuro,lunga,inverno,soleggiato,21.9,primavera,13
raso,scuro,corta,all,nuvoloso,5.45,inverno,10
lino,chiaro,corta,autunno_inverno,pioggia,6.65,primavera,8
lana,scuro,corta,inverno,soleggiato,3.55,inverno,21
velluto,colorato,corta,primavera,soleggiato,17.1,autunno,14
seta,scuro,corta,inverno,pioggia,7.5,primavera,9
lana,chiaro,lunga,primavera,soleggiato,16.3,autunno,19
raso,colorato,lunga,primavera,pioggia,22.95,autunno,18
raso,scuro,lunga,primavera,pioggia,4.9,autunno,18
lana,scuro,lunga,inverno,pioggia,29.15,estate,7
velluto,colorato,lunga,all,pioggia,17.55,primavera,21
tweed,colorato,corta,all,pioggia,14.05,autunno,15
seta,chiaro,lunga,inverno,soleggiato,5.05,inverno,25
velluto,colorato,lunga,primavera,nuvoloso,23.4,primavera,20
tweed,colorato,corta,inverno,pioggia,22.6,autunno,16
raso,chiaro,corta,primavera,soleggiato,27.95,estate,29
raso,scuro,lunga,autunno_inverno,pioggia,9.8,autunno,22
lana,scuro,lunga,inverno,soleggiato,26.8,estate,2
seta,colorato,lunga,primavera,soleggiato,31.15,estate,18
velluto,scuro,lunga,inverno,soleggiato,11.85,autunno,24
velluto,chiaro,lunga,inverno,soleggiato,30.05,estate,13
cashmere,chiaro,corta,primavera,soleggiato,3.1,inverno,17
velluto,colorato,corta,inverno,pioggia,19.05,autunno,16
velluto,colorato,lunga,autunno_inverno,pioggia,6.05,inverno,28
raso,scuro,lunga,inverno,soleggiato,24.3,estate,11
seta,chiaro,corta,primavera,pioggia,8.5,autunno,11
lino,colorato,corta,all,soleggiato,15.9,autunno,16
tweed,colorato,lunga,primavera,soleggiato,19.200000000000003,autunno,21
seta,scuro,corta,primavera,pioggia,11.75,primavera,18
velluto,colorato,corta,all,soleggiato,35.05,estate,21
lino,colorato,corta,autunno_inverno,pioggia,31.15,estate,26
lino,scuro,lunga,all,soleggiato,17.15,autunno,22
seta,scuro,corta,autunno_inverno,soleggiato,10.15,autunno,17
seta,colorato,lunga,autunno_inverno,nuvoloso,4.15,inverno,23
raso,scuro,corta,primavera,pioggia,26.5,primavera,26
lana,scuro,lunga,all,nuvoloso,7.2,primavera,27
tweed,scuro,corta,all,soleggiato,15.9,primavera,16
velluto,chiaro,lunga,primavera,pioggia,22.0,autunno,16
velluto,colorato,lunga,all,pioggia,20.65,autunno,17
