Materiale,Colore,Lunghezza,Stagione,Meteo,TemperaturaPercepita,StagionePrevisione,Punteggio
lino,colorato,medio,all,pioggia,16,autunno,18
cotone,colorato,corto,estate,soleggiato,2,inverno,13
velluto,scuro,lungo,autunno,nuvoloso,12,autunno,26
raso,chiaro,lungo,primavera,soleggiato,3,primavera,22
cashmere,scuro,medio,primavera_estate,soleggiato,28,estate,12
tweed,colorato,medio,primavera_estate,soleggiato,9,primavera,17
cashmere,scuro,corto,primavera,pioggia,35,estate,20
cotone,colorato,corto,autunno_inverno,nuvoloso,14,autunno,20
lino,chiaro,corto,estate,soleggiato,22,primavera,27
seta,colorato,medio,autunno_inverno,soleggiato,33,estate,18
raso,chiaro,medio,primavera,pioggia,17,autunno,15
cashmere,scuro,lungo,primavera,soleggiato,26,estate,7
cotone,scuro,corto,estate,pioggia,4,inverno,13
lana,chiaro,medio,primavera_estate,pioggia,14,autunno,16
tweed,scuro,medio,inverno,pioggia,22,estate,17
poliestere,colorato,medio,primavera_estate,pioggia,17,estate,22
lana,chiaro,corto,estate,soleggiato,25,estate,24
cotone,colorato,lungo,autunno_inverno,nuvoloso,2,inverno,28
seta,chiaro,medio,all,soleggiato,31,estate,25
cashmere,colorato,corto,autunno,soleggiato,9,inverno,17
raso,chiaro,lungo,all,soleggiato,27,estate,22
lana,chiaro,medio,all,soleggiato,3,inverno,18
raso,chiaro,lungo,primavera,nuvoloso,17,autunno,19
raso,scuro,medio,autunno,soleggiato,2,inverno,10
poliestere,chiaro,lungo,autunno_inverno,soleggiato,5,primavera,24
velluto,chiaro,lungo,primavera_estate,pioggia,20,estate,19
lana,chiaro,corto,inverno,soleggiato,8,primavera,14
cotone,chiaro,corto,all,pioggia,28,estate,26
lana,chiaro,medio,inverno,pioggia,11,primavera,15
lino,chiaro,lungo,all,soleggiato,6,inverno,20
lino,colorato,corto,autunno_inverno,pioggia,13,primavera,12
seta,chiaro,medio,all,nuvoloso,0,inverno,11
velluto,scuro,lungo,estate,pioggia,23,estate,20
poliestere,chiaro,lungo,estate,soleggiato,21,autunno,22
velluto,chiaro,medio,all,pioggia,21,autunno,22
cotone,scuro,medio,autunno,pioggia,17,estate,21
cotone,chiaro,lungo,estate,nuvoloso,32,estate,20
tweed,colorato,medio,estate,soleggiato,0,inverno,13
lana,chiaro,medio,primavera,pioggia,10,inverno,17
cotone,scuro,medio,inverno,nuvoloso,7,inverno,19
raso,scuro,lungo,autunno,soleggiato,6,inverno,21
lana,chiaro,lungo,autunno,pioggia,8,primavera,26
cashmere,colorato,corto,inverno,pioggia,19,estate,12
lino,scuro,lungo,all,soleggiato,18,autunno,22
cotone,colorato,medio,primavera,pioggia,27,estate,25
tweed,colorato,lungo,inverno,pioggia,1,inverno,29
cashmere,colorato,corto,primavera_estate,soleggiato,16,autunno,13
lino,scuro,medio,primavera,soleggiato,-6,inverno,7
velluto,chiaro,corto,primavera,pioggia,21,autunno,16
tweed,scuro,medio,inverno,nuvoloso,19,primavera,15
seta,scuro,medio,all,pioggia,4,inverno,11
cashmere,chiaro,medio,estate,nuvoloso,10,primavera,19
tweed,colorato,medio,inverno,neve,7,inverno,18
seta,chiaro,lungo,inverno,pioggia,18,autunno,24
poliestere,chiaro,corto,primavera_estate,pioggia,13,inverno,15
lana,scuro,lungo,all,pioggia,16,primavera,20
poliestere,scuro,lungo,primavera_estate,soleggiato,5,autunno,24
lana,chiaro,medio,inverno,pioggia,11,autunno,19
lino,chiaro,medio,all,soleggiato,29,autunno,28
poliestere,chiaro,lungo,all,soleggiato,30,estate,17
tweed,scuro,corto,inverno,pioggia,25,estate,15
seta,chiaro,medio,autunno,neve,8,primavera,11
raso,colorato,medio,estate,pioggia,26,estate,24
poliestere,colorato,lungo,primavera_estate,soleggiato,8,inverno,24
poliestere,colorato,lungo,primavera,pioggia,24,estate,21
tweed,scuro,lungo,primavera_estate,soleggiato,26,primavera,9
cotone,scuro,corto,primavera,nuvoloso,0,inverno,15
poliestere,colorato,corto,estate,soleggiato,14,autunno,14
cashmere,scuro,lungo,autunno,nuvoloso,5,inverno,27
cashmere,chiaro,corto,estate,pioggia,32,estate,22
raso,colorato,lungo,autunno_inverno,pioggia,5,primavera,18
cashmere,scuro,medio,all,pioggia,9,inverno,16
raso,scuro,corto,autunno_inverno,pioggia,22,autunno,21
velluto,chiaro,corto,inverno,soleggiato,20,primavera,19
tweed,scuro,lungo,primavera_estate,pioggia,7,autunno,23
poliestere,chiaro,medio,inverno,pioggia,16,primavera,17
cashmere,scuro,medio,primavera,soleggiato,29,estate,11
lana,chiaro,medio,primavera,pioggia,8,autunno,16
lino,colorato,lungo,inverno,soleggiato,5,autunno,21
cashmere,chiaro,corto,autunno,neve,-4,inverno,19
raso,chiaro,medio,primavera,pioggia,27,estate,22
lino,chiaro,lungo,autunno,nuvoloso,1,inverno,19
lino,colorato,lungo,autunno,soleggiato,26,estate,18
lino,colorato,corto,autunno,pioggia,18,primavera,15
cashmere,scuro,lungo,primavera,pioggia,24,autunno,14
velluto,colorato,lungo,primavera,soleggiato,6,primavera,29
seta,colorato,corto,all,nuvoloso,0,inverno,11
tweed,chiaro,medio,autunno_inverno,pioggia,1,inverno,18
seta,chiaro,medio,autunno_inverno,soleggiato,5,inverno,14
lino,chiaro,lungo,inverno,neve,6,autunno,21
velluto,colorato,medio,inverno,soleggiato,26,estate,14
cotone,chiaro,medio,primavera_estate,neve,-4,inverno,14
velluto,scuro,lungo,autunno,nuvoloso,22,autunno,20
poliestere,scuro,corto,primavera_estate,soleggiato,22,estate,17
cashmere,scuro,lungo,all,pioggia,7,primavera,26
poliestere,colorato,lungo,inverno,pioggia,21,autunno,21
raso,colorato,corto,primavera_estate,soleggiato,9,primavera,12
cashmere,colorato,lungo,autunno_inverno,pioggia,14,primavera,22
poliestere,colorato,lungo,inverno,pioggia,3,inverno,29
lana,scuro,lungo,autunno,pioggia,5,primavera,26
tweed,colorato,lungo,primavera_estate,soleggiato,18,autunno,20
velluto,colorato,medio,primavera,pioggia,10,autunno,16
raso,colorato,corto,autunno,nuvoloso,9,autunno,13
tweed,colorato,medio,all,pioggia,26,estate,16
cashmere,colorato,lungo,autunno_inverno,soleggiato,26,estate,9
cashmere,chiaro,lungo,primavera,soleggiato,21,primavera,23
poliestere,chiaro,corto,primavera,pioggia,10,autunno,16
tweed,colorato,medio,autunno_inverno,pioggia,5,inverno,17
lana,chiaro,lungo,all,soleggiato,8,inverno,27
velluto,scuro,medio,all,soleggiato,26,estate,12
velluto,scuro,corto,inverno,soleggiato,25,primavera,11
tweed,chiaro,lungo,autunno,pioggia,12,autunno,26
cashmere,chiaro,corto,primavera_estate,pioggia,13,autunno,14
lana,scuro,lungo,inverno,soleggiato,34,estate,0
seta,scuro,corto,autunno_inverno,pioggia,16,autunno,19
cashmere,scuro,medio,primavera_estate,soleggiato,28,autunno,8
velluto,colorato,lungo,autunno,pioggia,30,estate,10
cotone,scuro,medio,inverno,soleggiato,9,primavera,13
velluto,chiaro,corto,all,nuvoloso,2,autunno,17
lana,chiaro,medio,autunno,soleggiato,29,estate,18
lana,scuro,medio,autunno_inverno,soleggiato,32,estate,4
tweed,colorato,medio,all,pioggia,26,estate,16
lino,chiaro,lungo,autunno_inverno,neve,12,autunno,24
tweed,chiaro,lungo,autunno_inverno,soleggiato,31,estate,13
raso,colorato,medio,primavera_estate,soleggiato,30,estate,21
cashmere,chiaro,medio,all,nuvoloso,-6,inverno,18
cashmere,chiaro,medio,autunno,neve,1,inverno,19
poliestere,colorato,lungo,inverno,pioggia,27,autunno,16
velluto,colorato,lungo,primavera,pioggia,19,primavera,24
raso,scuro,lungo,primavera_estate,neve,-4,inverno,17
cashmere,colorato,medio,primavera_estate,pioggia,19,autunno,15
seta,scuro,corto,all,soleggiato,24,primavera,17
cotone,scuro,corto,inverno,soleggiato,25,estate,18
poliestere,chiaro,medio,all,pioggia,5,primavera,16
velluto,chiaro,medio,primavera,pioggia,23,primavera,25
tweed,colorato,corto,all,soleggiato,6,inverno,15
seta,colorato,lungo,primavera_estate,pioggia,11,autunno,21
lino,chiaro,medio,primavera,pioggia,15,primavera,21
velluto,colorato,corto,autunno_inverno,pioggia,3,inverno,19
cashmere,colorato,corto,all,pioggia,23,estate,15
cashmere,colorato,lungo,primavera_estate,pioggia,4,primavera,30
cashmere,chiaro,medio,autunno,soleggiato,19,autunno,20
lino,scuro,lungo,inverno,pioggia,16,primavera,19
lana,scuro,lungo,all,soleggiato,19,autunno,20
poliestere,colorato,lungo,autunno_inverno,neve,-4,inverno,28
cashmere,chiaro,corto,primavera,nuvoloso,2,inverno,17
poliestere,scuro,lungo,autunno_inverno,soleggiato,6,inverno,28
lino,colorato,corto,all,nuvoloso,5,primavera,10
poliestere,chiaro,corto,primavera_estate,pioggia,25,primavera,23
lino,colorato,medio,primavera_estate,pioggia,30,estate,23
cotone,scuro,medio,primavera,soleggiato,2,inverno,15
poliestere,colorato,medio,all,pioggia,16,autunno,20
velluto,chiaro,corto,all,soleggiato,24,estate,22
cotone,colorato,corto,autunno,neve,-7,primavera,15
seta,colorato,lungo,all,soleggiato,8,inverno,22
poliestere,scuro,lungo,inverno,pioggia,27,estate,12
poliestere,colorato,corto,primavera,pioggia,20,autunno,19
raso,scuro,corto,primavera,soleggiato,2,inverno,8
cotone,colorato,corto,primavera,pioggia,11,primavera,21
velluto,scuro,corto,primavera_estate,pioggia,10,primavera,17
cotone,scuro,medio,autunno,pioggia,9,primavera,15
lino,chiaro,lungo,primavera,soleggiato,30,estate,24
velluto,colorato,corto,autunno,soleggiato,-10,inverno,18
velluto,scuro,lungo,all,pioggia,19,primavera,21
poliestere,colorato,lungo,autunno,soleggiato,2,inverno,27
poliestere,chiaro,medio,autunno_inverno,pioggia,19,estate,18
cotone,chiaro,lungo,all,soleggiato,5,primavera,26
raso,colorato,corto,all,pioggia,4,autunno,9
tweed,colorato,medio,primavera_estate,soleggiato,1,primavera,18
velluto,colorato,medio,autunno,soleggiato,28,estate,16
seta,scuro,lungo,autunno,pioggia,29,estate,17
poliestere,scuro,medio,all,soleggiato,23,autunno,20
tweed,chiaro,lungo,primavera_estate,pioggia,22,estate,17
seta,scuro,corto,all,neve,6,primavera,12
velluto,colorato,lungo,autunno_inverno,soleggiato,10,primavera,21
cotone,chiaro,medio,all,nuvoloso,21,autunno,28
poliestere,colorato,lungo,autunno,pioggia,17,estate,23
lana,scuro,medio,primavera_estate,soleggiato,16,autunno,14
cotone,colorato,medio,primavera_estate,pioggia,24,primavera,30
tweed,colorato,medio,autunno_inverno,soleggiato,14,primavera,15
velluto,colorato,lungo,primavera,pioggia,23,primavera,20
lana,colorato,medio,autunno_inverno,pioggia,15,autunno,18
cotone,colorato,lungo,all,neve,-5,inverno,26
raso,colorato,medio,primavera,soleggiato,24,estate,25
raso,colorato,corto,primavera,soleggiato,35,autunno,25
raso,colorato,medio,autunno,nuvoloso,3,inverno,10
lana,scuro,medio,primavera_estate,nuvoloso,24,autunno,17
cashmere,scuro,lungo,primavera,soleggiato,3,inverno,27
tweed,scuro,corto,autunno,nuvoloso,10,autunno,18
raso,chiaro,medio,autunno,soleggiato,10,primavera,13
seta,chiaro,medio,autunno_inverno,nuvoloso,26,primavera,20
poliestere,colorato,lungo,autunno_inverno,nuvoloso,12,inverno,27
lana,colorato,corto,primavera,soleggiato,17,autunno,13
velluto,scuro,lungo,autunno_inverno,soleggiato,29,estate,6
lino,colorato,medio,primavera_estate,nuvoloso,5,primavera,12
raso,scuro,corto,inverno,pioggia,4,primavera,6
poliestere,chiaro,corto,autunno_inverno,soleggiato,16,autunno,20
poliestere,chiaro,lungo,inverno,soleggiato,8,primavera,23
velluto,colorato,corto,primavera,pioggia,16,primavera,18
velluto,chiaro,medio,inverno,pioggia,9,autunno,17
velluto,colorato,corto,autunno,neve,3,inverno,18
velluto,chiaro,lungo,autunno,soleggiato,27,estate,17
tweed,scuro,lungo,all,soleggiato,20,autunno,10
raso,scuro,medio,inverno,soleggiato,32,estate,11
seta,scuro,corto,autunno_inverno,pioggia,4,primavera,9
seta,colorato,lungo,autunno_inverno,soleggiato,25,autunno,20
tweed,scuro,medio,autunno_inverno,pioggia,20,autunno,22
raso,colorato,lungo,autunno_inverno,soleggiato,26,estate,15
raso,colorato,corto,autunno_inverno,pioggia,25,estate,21
tweed,chiaro,corto,autunno,pioggia,8,inverno,16
seta,colorato,corto,autunno_inverno,nuvoloso,4,inverno,13
raso,scuro,medio,primavera_estate,nuvoloso,14,autunno,12
cotone,chiaro,lungo,primavera_estate,soleggiato,25,estate,27
raso,colorato,medio,primavera,pioggia,15,autunno,15
cashmere,chiaro,corto,inverno,soleggiato,2,inverno,21
cashmere,scuro,lungo,inverno,pioggia,10,autunno,25
poliestere,scuro,medio,autunno,pioggia,11,autunno,22
tweed,colorato,lungo,autunno_inverno,pioggia,24,autunno,17
cotone,chiaro,corto,primavera_estate,soleggiato,9,primavera,18
velluto,scuro,corto,all,soleggiato,25,autunno,14
tweed,chiaro,lungo,autunno,soleggiato,15,autunno,25
poliestere,colorato,lungo,primavera,soleggiato,18,autunno,23
tweed,chiaro,medio,primavera_estate,soleggiato,20,autunno,23
poliestere,scuro,lungo,all,nuvoloso,1,primavera,26
cotone,chiaro,medio,autunno_inverno,soleggiato,26,primavera,27
velluto,scuro,medio,autunno,pioggia,22,estate,21
tweed,scuro,lungo,autunno,soleggiato,7,inverno,26
seta,scuro,corto,inverno,soleggiato,31,estate,19
cotone,scuro,lungo,autunno,neve,1,primavera,25
seta,chiaro,lungo,primavera,soleggiato,6,autunno,21
lino,colorato,lungo,primavera,pioggia,5,inverno,19
cotone,chiaro,medio,inverno,soleggiato,11,autunno,21
cashmere,colorato,lungo,all,nuvoloso,21,autunno,15
raso,chiaro,lungo,autunno_inverno,pioggia,21,estate,17
cotone,colorato,corto,autunno_inverno,nuvoloso,13,primavera,16
poliestere,colorato,medio,autunno,soleggiato,30,estate,14
raso,scuro,corto,primavera_estate,pioggia,9,inverno,8
cotone,chiaro,corto,all,pioggia,18,autunno,20
tweed,colorato,corto,inverno,nuvoloso,19,primavera,13
tweed,scuro,corto,autunno_inverno,soleggiato,35,estate,13
lino,scuro,medio,autunno,soleggiato,3,inverno,9
cotone,scuro,corto,autunno,soleggiato,22,primavera,17
velluto,scuro,corto,autunno_inverno,nuvoloso,7,inverno,18
poliestere,chiaro,corto,inverno,soleggiato,20,primavera,22
lino,colorato,lungo,primavera,pioggia,22,autunno,20
lino,scuro,lungo,inverno,soleggiato,1,inverno,21
cotone,colorato,medio,autunno_inverno,pioggia,8,inverno,18
raso,chiaro,medio,autunno_inverno,pioggia,-1,inverno,11
tweed,scuro,corto,autunno_inverno,soleggiato,35,estate,13
cotone,scuro,medio,primavera_estate,pioggia,22,autunno,26
lino,scuro,medio,autunno_inverno,soleggiato,10,primavera,14
lana,chiaro,corto,inverno,soleggiato,21,estate,16
velluto,chiaro,medio,primavera_estate,soleggiato,10,primavera,19
lino,chiaro,medio,primavera_estate,nuvoloso,6,inverno,8
cotone,colorato,lungo,inverno,pioggia,6,primavera,23
cotone,colorato,lungo,autunno,soleggiato,6,inverno,27
lana,chiaro,corto,autunno_inverno,pioggia,20,primavera,12
lana,colorato,corto,primavera_estate,pioggia,14,autunno,14
cotone,scuro,lungo,all,soleggiato,10,primavera,26
tweed,scuro,corto,primavera_estate,pioggia,20,estate,17
lana,colorato,lungo,autunno_inverno,pioggia,10,primavera,22
velluto,scuro,lungo,autunno,pioggia,31,estate,10
raso,colorato,lungo,autunno,pioggia,8,primavera,19
cotone,colorato,medio,autunno,soleggiato,8,inverno,17
tweed,colorato,corto,all,nuvoloso,11,inverno,15
seta,scuro,lungo,primavera,pioggia,30,estate,18
seta,chiaro,lungo,inverno,pioggia,9,autunno,23
poliestere,scuro,corto,all,soleggiato,13,primavera,17
raso,chiaro,medio,primavera,neve,-12,inverno,8
lana,scuro,lungo,autunno,pioggia,22,estate,13
poliestere,colorato,corto,autunno_inverno,soleggiato,-2,primavera,14
cotone,chiaro,lungo,autunno_inverno,soleggiato,10,primavera,24
seta,colorato,lungo,all,neve,-2,inverno,21
tweed,scuro,corto,autunno_inverno,soleggiato,26,estate,11
poliestere,chiaro,corto,primavera,soleggiato,6,inverno,15
seta,chiaro,corto,autunno,soleggiato,5,inverno,13
seta,scuro,lungo,primavera,pioggia,10,primavera,26
lino,colorato,lungo,primavera,pioggia,28,estate,20
poliestere,scuro,corto,autunno_inverno,pioggia,18,autunno,20
velluto,chiaro,medio,autunno,soleggiato,10,autunno,20
cashmere,scuro,lungo,inverno,pioggia,24,autunno,16
velluto,colorato,lungo,primavera_estate,pioggia,28,estate,15
raso,scuro,lungo,inverno,pioggia,5,inverno,23
cotone,scuro,medio,autunno,soleggiato,19,autunno,25
cotone,chiaro,corto,all,soleggiato,27,estate,31
cotone,scuro,lungo,primavera,soleggiato,11,primavera,29
cashmere,chiaro,corto,primavera,soleggiato,17,autunno,14
seta,chiaro,corto,all,nuvoloso,28,estate,24
raso,chiaro,lungo,inverno,pioggia,22,autunno,20
cotone,chiaro,medio,autunno,soleggiato,30,estate,24
lino,chiaro,lungo,inverno,pioggia,28,estate,16
tweed,chiaro,corto,all,soleggiato,20,autunno,20
seta,scuro,medio,autunno_inverno,soleggiato,23,estate,20
velluto,chiaro,medio,autunno,soleggiato,21,primavera,26
seta,colorato,lungo,autunno_inverno,soleggiato,29,estate,16
lana,chiaro,corto,autunno_inverno,pioggia,8,autunno,19
lana,chiaro,medio,all,nuvoloso,6,primavera,17
raso,chiaro,corto,all,pioggia,26,estate,23
velluto,chiaro,lungo,autunno_inverno,pioggia,27,autunno,15
raso,chiaro,lungo,autunno,pioggia,9,inverno,21
lana,colorato,medio,autunno_inverno,soleggiato,18,primavera,14
tweed,chiaro,corto,primavera_estate,pioggia,4,inverno,14
cotone,colorato,corto,autunno_inverno,soleggiato,1,inverno,18
seta,colorato,corto,primavera,pioggia,9,inverno,11
tweed,chiaro,lungo,all,soleggiato,1,inverno,26
cotone,colorato,medio,primavera,nuvoloso,19,primavera,25
cashmere,scuro,lungo,autunno,soleggiato,5,inverno,27
cotone,colorato,lungo,all,nuvoloso,19,primavera,26
velluto,scuro,corto,inverno,pioggia,24,estate,14
cashmere,scuro,corto,primavera,soleggiato,6,inverno,15
cotone,chiaro,corto,primavera_estate,soleggiato,25,primavera,33
cashmere,colorato,corto,primavera,soleggiato,-2,inverno,17
velluto,scuro,lungo,primavera_estate,pioggia,22,autunno,15
lana,colorato,medio,primavera,pioggia,11,primavera,21
tweed,colorato,medio,primavera,pioggia,12,primavera,20
lino,colorato,lungo,autunno,soleggiato,3,primavera,17
raso,scuro,lungo,primavera_estate,nuvoloso,2,inverno,17
velluto,chiaro,lungo,autunno_inverno,pioggia,19,inverno,23
lino,chiaro,lungo,primavera,pioggia,16,primavera,25
lino,chiaro,medio,autunno,nuvoloso,22,primavera,25
lino,chiaro,medio,all,pioggia,8,autunno,10
cotone,scuro,medio,all,soleggiato,0,inverno,16
seta,colorato,lungo,autunno_inverno,soleggiato,18,autunno,25
cotone,chiaro,lungo,autunno,soleggiato,28,estate,24
lino,chiaro,medio,autunno_inverno,soleggiato,7,primavera,8
cashmere,scuro,corto,primavera,pioggia,31,estate,20
seta,scuro,corto,autunno_inverno,pioggia,8,primavera,10
tweed,colorato,medio,autunno_inverno,soleggiato,35,estate,11
poliestere,chiaro,corto,all,soleggiato,3,primavera,16
tweed,colorato,corto,autunno,pioggia,14,primavera,14
tweed,colorato,medio,autunno,pioggia,18,autunno,21
seta,chiaro,corto,autunno_inverno,soleggiato,-1,primavera,9
tweed,scuro,medio,autunno,soleggiato,32,estate,7
velluto,chiaro,lungo,autunno_inverno,neve,1,primavera,25
poliestere,scuro,corto,primavera_estate,nuvoloso,15,inverno,16
velluto,scuro,corto,inverno,pioggia,21,autunno,18
lino,chiaro,corto,primavera,pioggia,10,inverno,13
raso,colorato,lungo,primavera_estate,soleggiato,25,autunno,15
velluto,colorato,corto,primavera_estate,pioggia,14,primavera,17
raso,colorato,lungo,primavera_estate,pioggia,11,primavera,22
cashmere,chiaro,medio,primavera_estate,soleggiato,23,primavera,27
raso,colorato,medio,autunno,soleggiato,15,autunno,19
lino,scuro,medio,primavera,pioggia,10,inverno,15
poliestere,scuro,lungo,primavera,nuvoloso,-3,inverno,25
cotone,scuro,medio,all,soleggiato,18,autunno,22
velluto,scuro,corto,autunno,pioggia,20,autunno,20
cashmere,scuro,lungo,autunno,soleggiato,7,inverno,27
poliestere,colorato,lungo,autunno_inverno,pioggia,6,autunno,28
cashmere,scuro,medio,primavera_estate,soleggiato,1,inverno,16
lana,chiaro,lungo,all,pioggia,29,estate,10
lana,colorato,lungo,all,neve,2,inverno,28
cotone,chiaro,lungo,autunno_inverno,pioggia,9,inverno,28
lana,colorato,corto,inverno,soleggiato,19,primavera,11
cashmere,scuro,lungo,all,soleggiato,32,estate,4
lino,scuro,medio,all,pioggia,8,primavera,10
cashmere,scuro,corto,inverno,pioggia,19,autunno,16
lana,colorato,medio,inverno,pioggia,5,autunno,18
poliestere,chiaro,medio,autunno,soleggiato,35,estate,19
cotone,scuro,medio,all,soleggiato,24,estate,23
lino,colorato,lungo,all,soleggiato,15,autunno,22
poliestere,colorato,medio,all,soleggiato,5,inverno,16
lana,scuro,corto,all,neve,2,inverno,18
seta,chiaro,medio,all,neve,8,autunno,12
poliestere,scuro,corto,autunno_inverno,soleggiato,2,primavera,14
raso,chiaro,corto,primavera_estate,pioggia,27,estate,25
lana,chiaro,corto,primavera,nuvoloso,6,inverno,16
cashmere,chiaro,corto,all,soleggiato,2,primavera,18
raso,colorato,lungo,autunno_inverno,pioggia,28,estate,15
lino,chiaro,medio,autunno,soleggiato,0,inverno,9
tweed,colorato,corto,all,pioggia,3,inverno,16
poliestere,colorato,lungo,primavera_estate,soleggiato,13,autunno,23
raso,colorato,medio,autunno_inverno,soleggiato,27,estate,19
poliestere,colorato,medio,primavera_estate,soleggiato,-6,primavera,18
lana,scuro,corto,autunno_inverno,pioggia,9,inverno,19
seta,scuro,lungo,primavera,pioggia,19,autunno,22
tweed,scuro,corto,primavera_estate,pioggia,19,autunno,14
lana,colorato,corto,all,pioggia,27,estate,16
seta,chiaro,corto,all,neve,4,primavera,11
cotone,colorato,corto,primavera_estate,pioggia,16,primavera,22
lino,scuro,medio,inverno,pioggia,20,primavera,23
lana,scuro,lungo,primavera,soleggiato,6,inverno,26
cashmere,colorato,lungo,inverno,nuvoloso,19,primavera,18
velluto,colorato,lungo,autunno_inverno,soleggiato,33,estate,9
lino,chiaro,medio,autunno_inverno,pioggia,12,inverno,18
cashmere,chiaro,lungo,autunno_inverno,soleggiato,3,inverno,30
seta,chiaro,lungo,all,soleggiato,-1,inverno,21
cashmere,scuro,medio,primavera,pioggia,5,inverno,15
cotone,colorato,lungo,inverno,soleggiato,19,primavera,23
seta,chiaro,medio,primavera,nuvoloso,12,inverno,16
poliestere,colorato,lungo,all,pioggia,5,inverno,26
velluto,chiaro,medio,inverno,soleggiato,7,primavera,13
lino,scuro,corto,autunno_inverno,soleggiato,23,autunno,18
raso,colorato,corto,all,pioggia,15,autunno,14
lana,scuro,lungo,primavera_estate,pioggia,26,estate,12
poliestere,colorato,corto,inverno,neve,2,primavera,13
lana,colorato,medio,primavera_estate,soleggiato,29,estate,16
lino,scuro,corto,primavera,pioggia,17,autunno,15
seta,chiaro,corto,autunno,pioggia,10,primavera,14
poliestere,chiaro,corto,autunno_inverno,pioggia,13,inverno,19
raso,colorato,medio,autunno,pioggia,21,estate,23
lana,scuro,corto,autunno,pioggia,8,primavera,16
cashmere,scuro,medio,all,pioggia,21,autunno,20
velluto,scuro,medio,primavera,pioggia,16,inverno,16
cashmere,colorato,corto,autunno,soleggiato,28,autunno,20
lana,scuro,corto,autunno_inverno,pioggia,9,autunno,19
seta,chiaro,medio,autunno,soleggiato,8,primavera,11
lino,scuro,corto,autunno,pioggia,0,inverno,9
raso,colorato,lungo,autunno,nuvoloso,15,primavera,19
tweed,chiaro,medio,primavera,soleggiato,6,autunno,14
raso,chiaro,lungo,primavera_estate,soleggiato,5,primavera,22
lino,colorato,medio,autunno,soleggiato,13,estate,15
cotone,chiaro,lungo,autunno_inverno,soleggiato,23,estate,26
tweed,scuro,corto,primavera_estate,pioggia,5,inverno,13
cotone,scuro,lungo,all,soleggiato,-2,inverno,26
lana,chiaro,corto,autunno_inverno,nuvoloso,9,autunno,19
cashmere,chiaro,medio,primavera_estate,pioggia,16,estate,19
velluto,scuro,lungo,autunno_inverno,pioggia,26,autunno,15
poliestere,scuro,medio,autunno_inverno,pioggia,25,autunno,21
velluto,colorato,lungo,autunno_inverno,soleggiato,5,inverno,28
tweed,chiaro,corto,autunno,pioggia,10,inverno,16
poliestere,scuro,lungo,primavera,nuvoloso,15,autunno,23
raso,colorato,lungo,autunno,pioggia,8,inverno,21
seta,colorato,medio,inverno,soleggiato,5,inverno,15
tweed,scuro,medio,primavera_estate,soleggiato,12,autunno,15
poliestere,scuro,medio,inverno,pioggia,8,inverno,19
tweed,colorato,corto,autunno_inverno,soleggiato,27,autunno,20
cashmere,colorato,medio,primavera,pioggia,8,inverno,15
velluto,chiaro,lungo,autunno_inverno,pioggia,20,autunno,19
tweed,chiaro,corto,all,soleggiato,27,estate,23
raso,scuro,corto,autunno,soleggiato,36,estate,20
poliestere,colorato,corto,all,soleggiato,4,inverno,16
lana,scuro,medio,autunno,pioggia,28,estate,13
tweed,colorato,lungo,primavera_estate,soleggiato,18,primavera,24
lana,colorato,lungo,primavera,soleggiato,35,autunno,7
velluto,scuro,medio,primavera_estate,pioggia,20,primavera,24
seta,colorato,corto,autunno,pioggia,12,autunno,18
lino,chiaro,corto,autunno_inverno,nuvoloso,6,inverno,12
tweed,chiaro,lungo,inverno,soleggiato,18,autunno,23
raso,scuro,medio,autunno,soleggiato,23,primavera,18
poliestere,scuro,corto,inverno,soleggiato,10,primavera,14
cashmere,colorato,medio,autunno_inverno,soleggiato,16,autunno,19
raso,scuro,medio,all,soleggiato,6,primavera,10
lino,colorato,medio,autunno_inverno,pioggia,2,inverno,10
cashmere,chiaro,medio,primavera,soleggiato,29,estate,21
seta,colorato,lungo,all,soleggiato,21,primavera,22
lino,scuro,medio,autunno,soleggiato,6,primavera,9
tweed,colorato,medio,primavera_estate,soleggiato,11,inverno,15
cotone,chiaro,medio,autunno_inverno,soleggiato,28,estate,27
seta,scuro,corto,primavera,pioggia,31,estate,28
raso,scuro,corto,primavera_estate,soleggiato,35,estate,23
velluto,chiaro,corto,autunno,soleggiato,2,inverno,18
lino,scuro,corto,inverno,pioggia,29,estate,22
raso,colorato,corto,primavera,soleggiato,12,primavera,15
tweed,chiaro,medio,autunno,pioggia,26,estate,15
tweed,scuro,corto,inverno,pioggia,14,inverno,18
lana,chiaro,medio,inverno,pioggia,23,estate,16
velluto,scuro,lungo,primavera,soleggiato,17,autunno,20
seta,scuro,medio,primavera_estate,soleggiato,25,estate,19
tweed,chiaro,corto,autunno,pioggia,22,estate,14
seta,scuro,corto,inverno,pioggia,15,autunno,18
velluto,colorato,medio,inverno,neve,7,autunno,17
seta,scuro,medio,inverno,pioggia,13,primavera,14
tweed,colorato,lungo,primavera,pioggia,6,inverno,24
poliestere,colorato,medio,primavera,pioggia,3,inverno,15
lana,colorato,lungo,autunno_inverno,pioggia,23,autunno,16
lino,scuro,corto,inverno,neve,-1,inverno,11
poliestere,colorato,lungo,autunno_inverno,soleggiato,6,primavera,24
cotone,colorato,lungo,primavera_estate,soleggiato,3,primavera,28
cashmere,colorato,medio,primavera,pioggia,7,inverno,15
velluto,scuro,lungo,autunno,pioggia,18,primavera,20
