Materiale,Colore,Lunghezza,Stagione,time,Meteo,TemperaturaPercepita,StagionePrevisione,Mese
tweed,chiaro,medio,inverno,2022-06-20,soleggiato,30.200000000000003,estate,giugno
lino,colorato,corto,inverno,2022-12-05,pioggia,13.0,inverno,dicembre
seta,colorato,medio,primavera,2022-10-08,soleggiato,18.6,autunno,ottobre
velluto,colorato,medio,autunno_inverno,2022-10-11,soleggiato,15.6,autunno,ottobre
velluto,colorato,medio,autunno,2022-05-08,pioggia,10.3,primavera,maggio
poliestere,chiaro,corto,autunno,2022-12-06,nuvoloso,4.55,inverno,dicembre
poliestere,chiaro,lungo,autunno_inverno,2022-12-16,pioggia,19.65,inverno,dicembre
raso,colorato,medio,inverno,2022-06-30,soleggiato,30.3,estate,giugno
raso,chiaro,corto,autunno_inverno,2022-01-23,soleggiato,3.55,inverno,gennaio
velluto,scuro,lungo,inverno,2022-04-14,soleggiato,12.75,primavera,aprile
lino,chiaro,corto,primavera_estate,2022-08-05,soleggiato,32.0,estate,agosto
seta,chiaro,corto,autunno_inverno,2022-10-27,soleggiato,18.8,autunno,ottobre
seta,scuro,lungo,autunno,2022-07-07,pioggia,34.85,estate,luglio
velluto,colorato,corto,autunno_inverno,2022-03-08,soleggiato,1.65,primavera,marzo
cotone,scuro,medio,autunno,2022-05-19,soleggiato,20.25,primavera,maggio
tweed,colorato,corto,autunno_inverno,2022-11-10,pioggia,5.0,autunno,novembre
cotone,scuro,corto,primavera_estate,2022-04-10,pioggia,7.1,primavera,aprile
velluto,colorato,lungo,primavera,2022-02-03,nuvoloso,5.050000000000001,inverno,febbraio
seta,colorato,corto,primavera_estate,2022-11-08,soleggiato,15.5,autunno,novembre
raso,scuro,corto,autunno_inverno,2022-10-12,pioggia,14.65,autunno,ottobre
raso,chiaro,medio,autunno,2022-03-19,pioggia,7.85,primavera,marzo
seta,colorato,lungo,primavera_estate,2022-03-30,neve,0.5,primavera,marzo
poliestere,colorato,lungo,autunno_inverno,2022-07-30,soleggiato,23.6,estate,luglio
cotone,chiaro,lungo,autunno,2022-06-29,soleggiato,30.5,estate,giugno
tweed,colorato,medio,autunno_inverno,2022-06-23,pioggia,27.65,estate,giugno
poliestere,colorato,lungo,primavera,2022-01-03,nuvoloso,-1.9,inverno,gennaio
poliestere,colorato,lungo,primavera_estate,2022-07-29,soleggiato,36.45,estate,luglio
lino,scuro,lungo,inverno,2022-12-15,neve,-1.7,inverno,dicembre
tweed,chiaro,medio,autunno_inverno,2022-08-30,soleggiato,25.450000000000003,estate,agosto
poliestere,colorato,corto,autunno,2022-06-05,pioggia,28.05,estate,giugno
velluto,scuro,corto,autunno,2022-03-09,pioggia,0.75,primavera,marzo
lino,colorato,corto,inverno,2022-10-05,pioggia,17.450000000000003,autunno,ottobre
velluto,scuro,medio,autunno,2022-01-06,pioggia,2.85,inverno,gennaio
tweed,chiaro,medio,autunno,2022-07-18,soleggiato,29.5,estate,luglio
cotone,scuro,medio,primavera,2022-03-13,soleggiato,4.4,primavera,marzo
seta,scuro,lungo,autunno_inverno,2022-01-20,pioggia,5.2,inverno,gennaio
tweed,chiaro,corto,inverno,2022-04-23,pioggia,10.9,primavera,aprile
poliestere,chiaro,medio,primavera_estate,2022-05-25,soleggiato,23.8,primavera,maggio
lino,scuro,corto,inverno,2022-08-31,pioggia,30.1,estate,agosto
velluto,colorato,lungo,autunno_inverno,2022-08-05,pioggia,31.65,estate,agosto
lino,colorato,medio,autunno_inverno,2022-06-29,soleggiato,25.75,estate,giugno
tweed,colorato,medio,inverno,2022-07-08,soleggiato,23.9,estate,luglio
lino,colorato,medio,inverno,2022-09-07,pioggia,27.4,autunno,settembre
poliestere,colorato,corto,autunno,2022-10-13,soleggiato,17.6,autunno,ottobre
tweed,chiaro,lungo,primavera_estate,2022-04-30,pioggia,14.05,primavera,aprile
lino,colorato,corto,inverno,2022-12-17,pioggia,13.9,inverno,dicembre
seta,scuro,corto,inverno,2022-06-27,soleggiato,31.9,estate,giugno
lino,scuro,corto,autunno_inverno,2022-02-02,soleggiato,6.25,inverno,febbraio
poliestere,chiaro,lungo,primavera_estate,2022-10-08,pioggia,17.85,autunno,ottobre
seta,scuro,lungo,inverno,2022-05-27,nuvoloso,28.0,primavera,maggio
lino,colorato,corto,inverno,2022-05-11,soleggiato,21.25,primavera,maggio
cotone,colorato,lungo,primavera,2022-02-21,pioggia,2.6,inverno,febbraio
poliestere,chiaro,medio,autunno,2022-04-24,pioggia,10.65,primavera,aprile
velluto,scuro,corto,autunno,2022-04-15,soleggiato,13.5,primavera,aprile
velluto,scuro,corto,autunno,2022-11-09,nuvoloso,13.5,autunno,novembre
raso,colorato,corto,primavera,2022-12-10,pioggia,10.55,inverno,dicembre
seta,colorato,lungo,primavera_estate,2022-07-21,soleggiato,32.25,estate,luglio
lino,colorato,lungo,autunno,2022-06-23,soleggiato,28.55,estate,giugno
lino,scuro,medio,autunno,2022-02-11,nuvoloso,10.05,inverno,febbraio
velluto,scuro,medio,primavera_estate,2022-05-07,pioggia,14.3,primavera,maggio
lino,scuro,lungo,inverno,2022-09-08,pioggia,21.6,autunno,settembre
raso,colorato,lungo,autunno_inverno,2022-03-05,soleggiato,1.5499999999999998,primavera,marzo
seta,chiaro,medio,primavera_estate,2022-05-21,soleggiato,26.4,primavera,maggio
tweed,colorato,lungo,autunno_inverno,2022-01-11,soleggiato,4.6000000000000005,inverno,gennaio
tweed,chiaro,medio,inverno,2022-06-03,soleggiato,24.55,estate,giugno
lino,colorato,lungo,autunno_inverno,2022-09-20,nuvoloso,15.25,autunno,settembre
lino,scuro,medio,autunno,2022-06-11,pioggia,17.95,estate,giugno
seta,colorato,corto,primavera,2022-06-09,pioggia,23.1,estate,giugno
tweed,chiaro,medio,inverno,2022-04-22,pioggia,7.85,primavera,aprile
cotone,colorato,corto,autunno,2022-01-13,soleggiato,-2.1500000000000004,inverno,gennaio
tweed,scuro,lungo,inverno,2022-07-16,soleggiato,24.6,estate,luglio
tweed,chiaro,medio,primavera,2022-04-13,soleggiato,11.95,primavera,aprile
velluto,colorato,corto,primavera,2022-06-12,soleggiato,26.450000000000003,estate,giugno
raso,scuro,corto,autunno_inverno,2022-11-26,nuvoloso,-4.7,autunno,novembre
cotone,chiaro,medio,primavera_estate,2022-08-14,pioggia,19.95,estate,agosto
poliestere,colorato,corto,autunno_inverno,2022-06-01,soleggiato,25.0,estate,giugno
raso,colorato,corto,primavera_estate,2022-07-20,soleggiato,27.65,estate,luglio
cotone,colorato,medio,primavera,2022-07-21,pioggia,20.15,estate,luglio
poliestere,scuro,lungo,primavera_estate,2022-04-10,soleggiato,7.6,primavera,aprile
velluto,scuro,medio,autunno_inverno,2022-12-17,pioggia,10.0,inverno,dicembre
seta,chiaro,lungo,inverno,2022-05-13,soleggiato,23.8,primavera,maggio
cotone,chiaro,medio,autunno,2022-02-14,nuvoloso,0.6499999999999999,inverno,febbraio
cotone,chiaro,lungo,inverno,2022-07-04,soleggiato,30.9,estate,luglio
velluto,scuro,lungo,inverno,2022-03-08,soleggiato,0.3,primavera,marzo
raso,chiaro,lungo,autunno_inverno,2022-01-03,nuvoloso,12.35,inverno,gennaio
cotone,scuro,corto,primavera_estate,2022-07-17,soleggiato,27.200000000000003,estate,luglio
lino,scuro,lungo,autunno,2022-06-03,pioggia,26.7,estate,giugno
raso,chiaro,medio,inverno,2022-01-12,soleggiato,0.25,inverno,gennaio
raso,colorato,medio,primavera,2022-11-05,soleggiato,10.55,autunno,novembre
seta,colorato,lungo,primavera,2022-03-21,nuvoloso,3.6,primavera,marzo
seta,scuro,corto,primavera_estate,2022-01-18,soleggiato,0.4500000000000002,inverno,gennaio
poliestere,colorato,medio,primavera_estate,2022-04-21,pioggia,10.0,primavera,aprile
velluto,scuro,medio,inverno,2022-04-30,soleggiato,14.0,primavera,aprile
seta,scuro,lungo,inverno,2022-09-18,soleggiato,25.45,autunno,settembre
cotone,colorato,medio,inverno,2022-10-23,pioggia,19.15,autunno,ottobre
seta,scuro,lungo,inverno,2022-09-07,pioggia,27.65,autunno,settembre
lino,scuro,lungo,primavera,2022-11-07,soleggiato,8.15,autunno,novembre
seta,scuro,corto,inverno,2022-10-16,soleggiato,19.75,autunno,ottobre
cotone,colorato,lungo,inverno,2022-08-23,soleggiato,22.05,estate,agosto
cotone,chiaro,corto,autunno,2022-03-06,neve,-2.85,primavera,marzo
raso,chiaro,medio,autunno,2022-12-13,neve,-0.8500000000000001,inverno,dicembre
tweed,scuro,lungo,primavera,2022-04-08,pioggia,13.35,primavera,aprile
poliestere,colorato,corto,primavera_estate,2022-04-15,soleggiato,14.95,primavera,aprile
seta,colorato,corto,inverno,2022-09-17,pioggia,19.4,autunno,settembre
velluto,chiaro,medio,primavera,2022-05-09,pioggia,13.0,primavera,maggio
poliestere,colorato,medio,autunno,2022-12-24,nuvoloso,7.4,inverno,dicembre
velluto,scuro,corto,autunno_inverno,2022-04-01,pioggia,7.85,primavera,aprile
cotone,scuro,corto,autunno,2022-07-16,soleggiato,29.5,estate,luglio
tweed,chiaro,corto,autunno,2022-06-16,soleggiato,28.95,estate,giugno
cotone,scuro,medio,primavera,2022-10-01,pioggia,16.9,autunno,ottobre
seta,scuro,lungo,inverno,2022-11-23,neve,-3.5,autunno,novembre
tweed,chiaro,corto,autunno,2022-05-07,pioggia,9.3,primavera,maggio
velluto,chiaro,corto,primavera_estate,2022-09-29,pioggia,15.75,autunno,settembre
cotone,colorato,medio,primavera,2022-09-12,soleggiato,24.2,autunno,settembre
poliestere,scuro,medio,inverno,2022-02-17,soleggiato,7.1,inverno,febbraio
cotone,colorato,lungo,primavera,2022-12-01,neve,-2.3,inverno,dicembre
tweed,colorato,lungo,autunno_inverno,2022-05-05,pioggia,14.05,primavera,maggio
lino,scuro,medio,primavera,2022-09-06,soleggiato,26.85,autunno,settembre
tweed,colorato,corto,primavera,2022-09-14,pioggia,26.65,autunno,settembre
raso,chiaro,lungo,autunno_inverno,2022-09-06,pioggia,15.4,autunno,settembre
cotone,scuro,corto,inverno,2022-03-24,soleggiato,10.25,primavera,marzo
lino,scuro,corto,autunno,2022-07-22,soleggiato,32.65,estate,luglio
seta,colorato,medio,primavera,2022-04-24,pioggia,13.25,primavera,aprile
velluto,colorato,medio,primavera_estate,2022-12-11,pioggia,9.35,inverno,dicembre
cotone,chiaro,medio,primavera_estate,2022-09-11,pioggia,24.55,autunno,settembre
velluto,scuro,lungo,autunno_inverno,2022-08-28,pioggia,24.7,estate,agosto
velluto,chiaro,medio,autunno_inverno,2022-11-04,pioggia,18.0,autunno,novembre
tweed,chiaro,medio,primavera_estate,2022-08-15,pioggia,21.25,estate,agosto
lino,colorato,medio,autunno_inverno,2022-11-19,pioggia,13.7,autunno,novembre
seta,scuro,medio,autunno,2022-11-28,neve,3.7,autunno,novembre
lino,colorato,corto,primavera_estate,2022-03-28,soleggiato,9.95,primavera,marzo
tweed,colorato,medio,inverno,2022-08-16,pioggia,26.8,estate,agosto
raso,scuro,medio,inverno,2022-06-01,pioggia,17.6,estate,giugno
cotone,colorato,medio,primavera_estate,2022-01-21,soleggiato,0.8,inverno,gennaio
poliestere,chiaro,corto,primavera,2022-05-19,soleggiato,23.8,primavera,maggio
cotone,chiaro,lungo,inverno,2022-08-27,pioggia,26.35,estate,agosto
lino,colorato,corto,primavera_estate,2022-09-23,soleggiato,14.6,autunno,settembre
cotone,scuro,corto,autunno,2022-10-14,soleggiato,17.3,autunno,ottobre
velluto,chiaro,lungo,primavera,2022-03-22,soleggiato,4.4,primavera,marzo
cotone,colorato,lungo,autunno_inverno,2022-12-06,soleggiato,2.8000000000000003,inverno,dicembre
poliestere,chiaro,lungo,primavera,2022-08-02,pioggia,17.45,estate,agosto
raso,scuro,corto,primavera_estate,2022-04-10,pioggia,6.35,primavera,aprile
seta,scuro,lungo,primavera_estate,2022-03-13,soleggiato,5.8,primavera,marzo
cotone,chiaro,medio,primavera_estate,2022-02-21,neve,-2.7,inverno,febbraio
cotone,chiaro,corto,autunno,2022-10-26,pioggia,9.95,autunno,ottobre
seta,colorato,corto,autunno_inverno,2022-11-18,pioggia,13.8,autunno,novembre
lino,chiaro,medio,primavera,2022-10-06,pioggia,17.6,autunno,ottobre
cotone,scuro,corto,autunno,2022-05-23,pioggia,21.85,primavera,maggio
tweed,scuro,corto,inverno,2022-07-22,pioggia,32.599999999999994,estate,luglio
poliestere,colorato,corto,autunno,2022-10-06,nuvoloso,19.35,autunno,ottobre
seta,scuro,medio,inverno,2022-11-04,pioggia,20.85,autunno,novembre
seta,chiaro,corto,primavera,2022-10-20,soleggiato,20.45,autunno,ottobre
seta,chiaro,corto,inverno,2022-04-23,neve,3.75,primavera,aprile
lino,chiaro,lungo,primavera_estate,2022-05-06,pioggia,15.4,primavera,maggio
raso,chiaro,lungo,primavera_estate,2022-01-31,neve,1.2,inverno,gennaio
lino,colorato,medio,primavera,2022-07-21,soleggiato,27.4,estate,luglio
tweed,colorato,lungo,primavera_estate,2022-05-16,soleggiato,20.0,primavera,maggio
lino,chiaro,corto,primavera_estate,2022-01-11,pioggia,4.6,inverno,gennaio
seta,chiaro,corto,autunno_inverno,2022-12-19,neve,0.8500000000000001,inverno,dicembre
raso,colorato,medio,primavera_estate,2022-04-16,pioggia,14.75,primavera,aprile
lino,colorato,medio,primavera,2022-07-22,soleggiato,29.15,estate,luglio
cotone,chiaro,corto,primavera_estate,2022-04-09,pioggia,2.85,primavera,aprile
lino,colorato,lungo,inverno,2022-10-11,soleggiato,17.75,autunno,ottobre
raso,scuro,medio,autunno_inverno,2022-01-21,nuvoloso,0.8499999999999999,inverno,gennaio
velluto,chiaro,corto,autunno,2022-11-12,soleggiato,10.95,autunno,novembre
seta,scuro,lungo,autunno,2022-01-29,soleggiato,1.7000000000000002,inverno,gennaio
lino,scuro,corto,autunno_inverno,2022-03-06,nuvoloso,0.6499999999999999,primavera,marzo
cotone,scuro,medio,autunno_inverno,2022-04-10,pioggia,7.2,primavera,aprile
raso,colorato,medio,autunno_inverno,2022-01-23,soleggiato,3.2,inverno,gennaio
velluto,scuro,medio,inverno,2022-12-07,soleggiato,1.85,inverno,dicembre
poliestere,chiaro,lungo,autunno,2022-03-04,pioggia,7.05,primavera,marzo
lino,scuro,medio,primavera_estate,2022-06-12,soleggiato,24.65,estate,giugno
poliestere,chiaro,lungo,autunno_inverno,2022-10-29,nuvoloso,13.6,autunno,ottobre
cotone,chiaro,corto,autunno,2022-08-29,pioggia,24.8,estate,agosto
tweed,scuro,medio,primavera_estate,2022-03-16,pioggia,8.35,primavera,marzo
raso,colorato,lungo,inverno,2022-03-30,pioggia,16.0,primavera,marzo
cotone,scuro,lungo,primavera,2022-12-16,pioggia,14.55,inverno,dicembre
tweed,colorato,lungo,inverno,2022-02-12,soleggiato,2.9,inverno,febbraio
velluto,scuro,corto,inverno,2022-06-28,soleggiato,32.45,estate,giugno
poliestere,colorato,medio,primavera_estate,2022-06-10,soleggiato,21.75,estate,giugno
raso,chiaro,medio,autunno,2022-02-10,nuvoloso,7.15,inverno,febbraio
cotone,chiaro,medio,primavera_estate,2022-03-07,soleggiato,-3.0500000000000003,primavera,marzo
lino,chiaro,lungo,inverno,2022-06-11,soleggiato,20.85,estate,giugno
raso,chiaro,lungo,primavera_estate,2022-05-12,soleggiato,22.950000000000003,primavera,maggio
lino,colorato,lungo,primavera,2022-09-29,pioggia,19.950000000000003,autunno,settembre
lino,scuro,corto,primavera_estate,2022-07-30,pioggia,30.75,estate,luglio
tweed,scuro,corto,autunno_inverno,2022-01-19,nuvoloso,1.7,inverno,gennaio
seta,chiaro,medio,primavera_estate,2022-03-20,neve,-0.8,primavera,marzo
raso,scuro,lungo,inverno,2022-01-14,soleggiato,2.75,inverno,gennaio
cotone,colorato,corto,autunno,2022-12-15,pioggia,-0.6000000000000001,inverno,dicembre
seta,chiaro,medio,autunno,2022-09-23,soleggiato,15.5,autunno,settembre
cotone,chiaro,medio,primavera_estate,2022-08-26,pioggia,27.5,estate,agosto
tweed,colorato,lungo,autunno_inverno,2022-02-16,nuvoloso,4.75,inverno,febbraio
cotone,colorato,lungo,primavera_estate,2022-12-05,pioggia,12.85,inverno,dicembre
seta,colorato,corto,inverno,2022-10-02,soleggiato,19.8,autunno,ottobre
seta,chiaro,lungo,primavera,2022-12-23,pioggia,-1.5499999999999998,inverno,dicembre
cotone,scuro,corto,autunno_inverno,2022-01-20,pioggia,7.75,inverno,gennaio
cotone,scuro,lungo,inverno,2022-08-16,pioggia,28.200000000000003,estate,agosto
cotone,chiaro,medio,autunno,2022-11-16,pioggia,16.55,autunno,novembre
poliestere,chiaro,lungo,primavera,2022-06-08,nuvoloso,27.0,estate,giugno
velluto,scuro,medio,primavera,2022-11-03,pioggia,17.1,autunno,novembre
poliestere,scuro,lungo,primavera_estate,2022-01-31,soleggiato,0.5499999999999998,inverno,gennaio
raso,scuro,corto,inverno,2022-06-08,nuvoloso,26.5,estate,giugno
cotone,scuro,corto,primavera_estate,2022-02-22,soleggiato,-2.35,inverno,febbraio
raso,chiaro,lungo,inverno,2022-02-16,pioggia,6.85,inverno,febbraio
raso,scuro,lungo,inverno,2022-09-21,pioggia,15.15,autunno,settembre
poliestere,scuro,corto,autunno_inverno,2022-12-07,soleggiato,3.85,inverno,dicembre
raso,scuro,lungo,autunno,2022-07-18,soleggiato,32.25,estate,luglio
velluto,colorato,lungo,primavera_estate,2022-12-18,nuvoloso,2.4,inverno,dicembre
cotone,colorato,medio,autunno,2022-05-17,soleggiato,22.55,primavera,maggio
raso,colorato,corto,autunno,2022-03-18,pioggia,8.7,primavera,marzo
cotone,chiaro,lungo,inverno,2022-10-18,soleggiato,20.7,autunno,ottobre
cotone,chiaro,lungo,primavera_estate,2022-05-14,nuvoloso,19.05,primavera,maggio
cotone,scuro,corto,autunno,2022-11-08,soleggiato,9.55,autunno,novembre
raso,colorato,corto,primavera_estate,2022-09-16,nuvoloso,33.55,autunno,settembre
tweed,chiaro,corto,primavera,2022-03-30,pioggia,5.2,primavera,marzo
raso,scuro,lungo,autunno_inverno,2022-12-08,nuvoloso,5.9,inverno,dicembre
lino,colorato,lungo,autunno,2022-05-06,pioggia,14.6,primavera,maggio
cotone,scuro,corto,autunno,2022-07-28,pioggia,25.2,estate,luglio
poliestere,scuro,medio,autunno,2022-04-28,soleggiato,15.2,primavera,aprile
cotone,colorato,corto,inverno,2022-07-06,pioggia,24.2,estate,luglio
velluto,scuro,corto,primavera_estate,2022-03-09,pioggia,-6.75,primavera,marzo
cotone,colorato,lungo,primavera,2022-10-15,pioggia,22.4,autunno,ottobre
poliestere,colorato,corto,primavera,2022-07-31,soleggiato,29.9,estate,luglio
lino,chiaro,medio,autunno_inverno,2022-01-28,nuvoloso,1.35,inverno,gennaio
velluto,scuro,lungo,autunno_inverno,2022-03-02,nuvoloso,-7.25,primavera,marzo
velluto,scuro,corto,inverno,2022-08-11,pioggia,22.2,estate,agosto
cotone,scuro,medio,primavera_estate,2022-12-08,nuvoloso,-6.35,inverno,dicembre
cotone,scuro,corto,primavera_estate,2022-08-30,soleggiato,28.3,estate,agosto
velluto,scuro,medio,primavera,2022-07-12,pioggia,28.05,estate,luglio
cotone,scuro,lungo,primavera,2022-05-12,soleggiato,21.6,primavera,maggio
poliestere,colorato,corto,primavera,2022-04-06,nuvoloso,8.6,primavera,aprile
lino,chiaro,corto,primavera_estate,2022-08-01,soleggiato,29.8,estate,agosto
tweed,chiaro,medio,autunno,2022-09-05,pioggia,15.6,autunno,settembre
poliestere,chiaro,medio,inverno,2022-08-25,soleggiato,26.35,estate,agosto
raso,colorato,medio,autunno_inverno,2022-09-20,soleggiato,17.05,autunno,settembre
cotone,scuro,corto,autunno_inverno,2022-01-01,nuvoloso,2.2,inverno,gennaio
velluto,scuro,medio,primavera,2022-05-17,nuvoloso,18.85,primavera,maggio
lino,chiaro,corto,autunno_inverno,2022-02-28,pioggia,4.1000000000000005,inverno,febbraio
cotone,colorato,lungo,primavera,2022-09-21,soleggiato,15.4,autunno,settembre
cotone,scuro,lungo,inverno,2022-07-28,pioggia,25.05,estate,luglio
raso,scuro,medio,autunno_inverno,2022-05-27,pioggia,22.6,primavera,maggio
poliestere,scuro,medio,autunno,2022-09-24,pioggia,15.3,autunno,settembre
lino,colorato,lungo,autunno,2022-01-25,soleggiato,1.85,inverno,gennaio
cotone,chiaro,medio,primavera,2022-05-03,nuvoloso,15.3,primavera,maggio
poliestere,colorato,corto,primavera_estate,2022-03-18,soleggiato,8.0,primavera,marzo
cotone,scuro,medio,primavera_estate,2022-11-26,nuvoloso,6.75,autunno,novembre
lino,colorato,medio,autunno,2022-02-28,pioggia,2.0500000000000003,inverno,febbraio
cotone,scuro,medio,primavera_estate,2022-11-12,pioggia,6.65,autunno,novembre
seta,scuro,medio,autunno_inverno,2022-05-14,soleggiato,20.8,primavera,maggio
seta,chiaro,medio,primavera,2022-07-31,pioggia,21.75,estate,luglio
tweed,chiaro,lungo,autunno_inverno,2022-07-17,pioggia,27.15,estate,luglio
velluto,chiaro,lungo,inverno,2022-02-26,neve,4.0,inverno,febbraio
cotone,chiaro,corto,inverno,2022-11-06,soleggiato,1.1,autunno,novembre
seta,colorato,corto,primavera_estate,2022-11-03,pioggia,13.15,autunno,novembre
raso,colorato,corto,primavera,2022-11-21,pioggia,9.15,autunno,novembre
poliestere,colorato,lungo,primavera_estate,2022-04-01,pioggia,8.4,primavera,aprile
lino,colorato,corto,primavera,2022-12-12,pioggia,-4.7,inverno,dicembre
cotone,chiaro,lungo,primavera_estate,2022-09-23,nuvoloso,5.95,autunno,settembre
seta,scuro,medio,autunno,2022-11-21,pioggia,3.5,autunno,novembre
seta,colorato,corto,inverno,2022-05-18,soleggiato,24.85,primavera,maggio
tweed,scuro,corto,autunno,2022-04-22,pioggia,11.0,primavera,aprile
lino,scuro,medio,primavera,2022-01-17,nuvoloso,4.85,inverno,gennaio
cotone,scuro,corto,autunno_inverno,2022-12-10,neve,-0.7999999999999999,inverno,dicembre
lino,chiaro,lungo,inverno,2022-06-13,nuvoloso,28.3,estate,giugno
lino,chiaro,medio,primavera,2022-09-21,soleggiato,16.4,autunno,settembre
raso,chiaro,lungo,primavera_estate,2022-06-18,soleggiato,25.1,estate,giugno
cotone,scuro,corto,primavera,2022-11-30,pioggia,7.949999999999999,autunno,novembre
poliestere,chiaro,corto,inverno,2022-04-17,soleggiato,10.7,primavera,aprile
poliestere,scuro,lungo,primavera_estate,2022-10-16,nuvoloso,10.2,autunno,ottobre
lino,chiaro,medio,primavera_estate,2022-06-01,pioggia,20.2,estate,giugno
cotone,colorato,lungo,primavera,2022-09-20,soleggiato,20.950000000000003,autunno,settembre
cotone,chiaro,medio,primavera,2022-02-07,pioggia,6.5,inverno,febbraio
velluto,chiaro,corto,autunno,2022-07-13,pioggia,18.950000000000003,estate,luglio
raso,colorato,corto,autunno,2022-08-08,pioggia,32.6,estate,agosto
velluto,chiaro,medio,autunno_inverno,2022-09-19,soleggiato,26.35,autunno,settembre
lino,chiaro,lungo,autunno,2022-08-17,soleggiato,32.4,estate,agosto
seta,scuro,medio,primavera,2022-07-13,pioggia,28.4,estate,luglio
lino,chiaro,corto,primavera,2022-10-16,soleggiato,19.3,autunno,ottobre
velluto,chiaro,lungo,inverno,2022-05-16,soleggiato,22.05,primavera,maggio
tweed,scuro,corto,autunno_inverno,2022-10-23,soleggiato,20.9,autunno,ottobre
poliestere,scuro,medio,inverno,2022-10-25,soleggiato,15.7,autunno,ottobre
velluto,colorato,corto,primavera,2022-03-09,soleggiato,0.7999999999999998,primavera,marzo
cotone,scuro,corto,primavera_estate,2022-07-22,soleggiato,26.1,estate,luglio
cotone,chiaro,medio,inverno,2022-01-08,nuvoloso,-1.0499999999999998,inverno,gennaio
cotone,scuro,corto,primavera,2022-10-16,soleggiato,13.2,autunno,ottobre
seta,scuro,lungo,inverno,2022-02-15,neve,1.75,inverno,febbraio
raso,scuro,corto,primavera,2022-10-07,soleggiato,20.55,autunno,ottobre
poliestere,chiaro,lungo,autunno,2022-07-11,soleggiato,29.85,estate,luglio
seta,chiaro,corto,autunno,2022-07-24,soleggiato,34.9,estate,luglio
cotone,chiaro,medio,primavera_estate,2022-12-02,neve,-2.7,inverno,dicembre
velluto,scuro,medio,inverno,2022-10-16,soleggiato,19.0,autunno,ottobre
lino,scuro,medio,primavera,2022-01-02,pioggia,9.4,inverno,gennaio
lino,scuro,corto,primavera_estate,2022-09-14,soleggiato,24.9,autunno,settembre
lino,chiaro,lungo,autunno_inverno,2022-07-23,nuvoloso,31.3,estate,luglio
cotone,scuro,corto,autunno,2022-08-14,soleggiato,24.15,estate,agosto
tweed,colorato,corto,autunno_inverno,2022-04-07,pioggia,10.55,primavera,aprile
raso,scuro,corto,inverno,2022-09-27,pioggia,6.45,autunno,settembre
tweed,scuro,medio,primavera,2022-07-10,soleggiato,25.35,estate,luglio
tweed,chiaro,corto,autunno_inverno,2022-05-15,pioggia,24.4,primavera,maggio
velluto,colorato,medio,primavera,2022-02-09,soleggiato,8.05,inverno,febbraio
raso,chiaro,corto,primavera,2022-07-19,soleggiato,30.1,estate,luglio
cotone,colorato,lungo,primavera_estate,2022-08-01,soleggiato,20.65,estate,agosto
raso,colorato,medio,inverno,2022-07-13,nuvoloso,27.15,estate,luglio
poliestere,chiaro,lungo,primavera_estate,2022-06-21,nuvoloso,29.35,estate,giugno
cotone,chiaro,medio,autunno,2022-02-05,pioggia,10.5,inverno,febbraio
tweed,chiaro,medio,primavera_estate,2022-01-09,pioggia,5.6,inverno,gennaio
velluto,scuro,lungo,primavera_estate,2022-09-26,pioggia,26.85,autunno,settembre
raso,colorato,lungo,autunno,2022-07-31,soleggiato,23.6,estate,luglio
tweed,scuro,corto,primavera,2022-05-10,pioggia,18.4,primavera,maggio
lino,chiaro,corto,primavera_estate,2022-08-06,soleggiato,34.25,estate,agosto
cotone,scuro,corto,autunno_inverno,2022-02-19,pioggia,11.35,inverno,febbraio
velluto,colorato,medio,primavera_estate,2022-10-12,pioggia,20.35,autunno,ottobre
seta,colorato,corto,autunno,2022-08-13,pioggia,27.05,estate,agosto
lino,colorato,corto,autunno,2022-05-17,pioggia,20.25,primavera,maggio
cotone,colorato,corto,autunno,2022-09-23,nuvoloso,11.55,autunno,settembre
tweed,scuro,medio,primavera,2022-10-31,soleggiato,17.65,autunno,ottobre
cotone,scuro,medio,autunno_inverno,2022-12-17,pioggia,14.25,inverno,dicembre
velluto,scuro,lungo,inverno,2022-03-27,pioggia,6.050000000000001,primavera,marzo
cotone,colorato,lungo,primavera,2022-09-13,soleggiato,24.7,autunno,settembre
cotone,chiaro,corto,primavera,2022-03-27,nuvoloso,15.05,primavera,marzo
lino,chiaro,medio,inverno,2022-03-28,pioggia,10.85,primavera,marzo
seta,scuro,corto,primavera,2022-06-07,soleggiato,27.0,estate,giugno
cotone,chiaro,lungo,primavera_estate,2022-12-14,pioggia,18.65,inverno,dicembre
raso,chiaro,lungo,autunno_inverno,2022-12-05,pioggia,7.7,inverno,dicembre
tweed,scuro,corto,inverno,2022-03-03,pioggia,-4.75,primavera,marzo
velluto,scuro,medio,inverno,2022-09-27,pioggia,16.6,autunno,settembre
raso,chiaro,medio,autunno_inverno,2022-02-02,soleggiato,0.8500000000000001,inverno,febbraio
cotone,colorato,medio,inverno,2022-10-15,nuvoloso,18.950000000000003,autunno,ottobre
seta,colorato,medio,primavera,2022-06-24,pioggia,28.35,estate,giugno
seta,chiaro,lungo,primavera_estate,2022-05-22,pioggia,14.75,primavera,maggio
poliestere,scuro,medio,autunno_inverno,2022-01-11,soleggiato,0.75,inverno,gennaio
velluto,scuro,medio,primavera_estate,2022-07-22,soleggiato,33.55,estate,luglio
