Materiale,Colore,Lunghezza,Stagione,time,Meteo,TemperaturaPercepita,StagionePrevisione,Mese,Punteggio
lino,chiaro,media,estate,2022-12-12,nuvoloso,-1,inverno,dicembre,5
poliestere,scuro,corta,primavera_estate,2022-06-08,pioggia,24,estate,giugno,22
tweed,chiaro,lunga,autunno_inverno,2022-06-21,soleggiato,31,estate,giugno,13
seta,colorato,lunga,inverno,2022-08-28,pioggia,23,estate,agosto,19
lino,colorato,lunga,primavera_estate,2022-08-25,pioggia,26,estate,agosto,21
velluto,scuro,lunga,autunno_inverno,2022-11-23,pioggia,10,autunno,novembre,25
raso,scuro,lunga,estate,2022-08-14,soleggiato,26,estate,agosto,15
poliestere,chiaro,corta,primavera_estate,2022-10-25,soleggiato,19,autunno,ottobre,16
raso,scuro,lunga,all,2022-03-17,pioggia,13,primavera,marzo,20
poliestere,chiaro,lunga,primavera,2022-09-04,pioggia,28,autunno,settembre,14
poliestere,scuro,lunga,all,2022-09-30,pioggia,27,autunno,settembre,15
lana,colorato,lunga,autunno_inverno,2022-10-18,soleggiato,11,autunno,ottobre,26
lana,chiaro,lunga,estate,2022-05-12,pioggia,21,primavera,maggio,15
tweed,chiaro,lunga,primavera,2022-03-09,pioggia,2,primavera,marzo,29
cotone,scuro,corta,primavera_estate,2022-09-10,pioggia,21,autunno,settembre,21
lana,colorato,lunga,primavera,2022-03-10,soleggiato,-2,primavera,marzo,31
raso,colorato,corta,primavera_estate,2022-09-29,pioggia,18,autunno,settembre,12
seta,scuro,media,estate,2022-04-08,neve,12,primavera,aprile,18
velluto,scuro,lunga,autunno,2022-01-09,nuvoloso,-3,inverno,gennaio,28
lana,colorato,lunga,estate,2022-01-18,soleggiato,2,inverno,gennaio,25
cashmere,colorato,lunga,primavera_estate,2022-01-24,nuvoloso,0,inverno,gennaio,26
raso,colorato,lunga,all,2022-10-22,nuvoloso,19,autunno,ottobre,20
cotone,colorato,lunga,primavera,2022-08-08,pioggia,36,estate,agosto,18
lino,chiaro,lunga,all,2022-05-20,nuvoloso,26,primavera,maggio,19
velluto,chiaro,lunga,autunno_inverno,2022-12-24,nuvoloso,17,inverno,dicembre,23
lana,colorato,lunga,autunno_inverno,2022-02-23,soleggiato,10,inverno,febbraio,26
tweed,scuro,lunga,autunno_inverno,2022-08-23,soleggiato,30,estate,agosto,3
velluto,scuro,lunga,autunno_inverno,2022-04-30,soleggiato,13,primavera,aprile,21
cotone,chiaro,lunga,inverno,2022-11-25,nuvoloso,7,autunno,novembre,27
raso,chiaro,lunga,autunno_inverno,2022-02-14,soleggiato,10,inverno,febbraio,22
cashmere,chiaro,lunga,all,2022-04-18,neve,0,primavera,aprile,28
lino,chiaro,lunga,autunno,2022-05-11,soleggiato,21,primavera,maggio,25
tweed,colorato,lunga,primavera_estate,2022-12-21,nuvoloso,10,inverno,dicembre,21
cotone,colorato,lunga,primavera,2022-04-05,soleggiato,8,primavera,aprile,29
poliestere,colorato,lunga,autunno,2022-03-25,soleggiato,9,primavera,marzo,25
poliestere,chiaro,lunga,estate,2022-12-15,pioggia,15,inverno,dicembre,21
cotone,scuro,media,estate,2022-06-21,nuvoloso,29,estate,giugno,27
cotone,colorato,lunga,autunno_inverno,2022-11-06,soleggiato,8,autunno,novembre,28
tweed,scuro,lunga,primavera_estate,2022-11-25,pioggia,10,autunno,novembre,21
velluto,colorato,lunga,autunno,2022-07-31,pioggia,22,estate,luglio,16
tweed,chiaro,lunga,all,2022-11-28,nuvoloso,4,autunno,novembre,26
raso,scuro,lunga,estate,2022-04-06,pioggia,8,primavera,aprile,21
cotone,chiaro,lunga,primavera,2022-11-19,soleggiato,7,autunno,novembre,25
velluto,colorato,lunga,inverno,2022-01-02,pioggia,9,inverno,gennaio,29
seta,colorato,lunga,autunno_inverno,2022-04-24,neve,2,primavera,aprile,19
velluto,scuro,corta,primavera_estate,2022-05-19,soleggiato,22,primavera,maggio,14
cotone,colorato,media,estate,2022-04-09,nuvoloso,12,primavera,aprile,21
velluto,scuro,lunga,autunno,2022-05-30,soleggiato,22,primavera,maggio,11
tweed,scuro,lunga,primavera,2022-05-25,pioggia,23,primavera,maggio,18
velluto,colorato,media,estate,2022-08-05,pioggia,22,estate,agosto,25
poliestere,colorato,lunga,primavera_estate,2022-06-25,pioggia,24,estate,giugno,22
tweed,chiaro,lunga,primavera,2022-08-01,soleggiato,28,estate,agosto,18
cashmere,colorato,lunga,autunno_inverno,2022-01-04,nuvoloso,12,inverno,gennaio,26
tweed,scuro,media,primavera,2022-11-02,soleggiato,17,autunno,novembre,17
cotone,scuro,lunga,primavera_estate,2022-06-22,pioggia,16,estate,giugno,28
raso,scuro,lunga,autunno_inverno,2022-03-24,soleggiato,5,primavera,marzo,18
lana,chiaro,lunga,all,2022-05-09,pioggia,19,primavera,maggio,20
cotone,chiaro,corta,estate,2022-04-10,soleggiato,8,primavera,aprile,17
poliestere,colorato,lunga,estate,2022-07-27,pioggia,18,estate,luglio,27
lana,scuro,media,estate,2022-05-20,soleggiato,18,primavera,maggio,17
cotone,scuro,corta,primavera_estate,2022-03-18,nuvoloso,12,primavera,marzo,20
velluto,colorato,lunga,primavera_estate,2022-11-24,soleggiato,12,autunno,novembre,21
lino,scuro,lunga,inverno,2022-02-12,soleggiato,8,inverno,febbraio,23
raso,chiaro,lunga,inverno,2022-09-18,soleggiato,17,autunno,settembre,21
lino,colorato,lunga,inverno,2022-10-07,soleggiato,19,autunno,ottobre,23
lana,scuro,lunga,inverno,2022-03-27,pioggia,11,primavera,marzo,21
seta,scuro,lunga,primavera_estate,2022-12-02,pioggia,10,inverno,dicembre,21
lino,colorato,lunga,autunno_inverno,2022-11-12,soleggiato,11,autunno,novembre,24
raso,scuro,lunga,autunno_inverno,2022-03-30,neve,0,primavera,marzo,17
poliestere,colorato,lunga,inverno,2022-03-07,pioggia,4,primavera,marzo,23
velluto,chiaro,lunga,all,2022-04-03,pioggia,2,primavera,aprile,27
tweed,chiaro,lunga,autunno,2022-07-31,pioggia,16,estate,luglio,21
cashmere,colorato,lunga,inverno,2022-01-06,pioggia,9,inverno,gennaio,29
lana,colorato,media,primavera,2022-08-11,nuvoloso,27,estate,agosto,15
velluto,chiaro,lunga,primavera,2022-06-11,soleggiato,21,estate,giugno,23
cotone,scuro,lunga,all,2022-11-25,nuvoloso,-4,autunno,novembre,26
cotone,chiaro,lunga,inverno,2022-10-05,soleggiato,19,autunno,ottobre,27
poliestere,colorato,media,estate,2022-08-30,pioggia,22,estate,agosto,28
poliestere,chiaro,lunga,inverno,2022-05-18,pioggia,23,primavera,maggio,17
lana,scuro,media,primavera,2022-05-13,nuvoloso,19,primavera,maggio,19
tweed,chiaro,lunga,inverno,2022-12-04,neve,0,inverno,dicembre,29
lana,scuro,lunga,autunno_inverno,2022-01-14,soleggiato,5,inverno,gennaio,29
velluto,scuro,lunga,autunno_inverno,2022-02-13,soleggiato,2,inverno,febbraio,29
cotone,chiaro,lunga,primavera,2022-10-27,soleggiato,20,autunno,ottobre,27
seta,scuro,lunga,primavera,2022-09-14,pioggia,16,autunno,settembre,22
lino,colorato,lunga,all,2022-01-16,soleggiato,2,inverno,gennaio,18
cotone,colorato,lunga,estate,2022-11-11,nuvoloso,12,autunno,novembre,23
velluto,scuro,lunga,autunno,2022-03-14,soleggiato,3,primavera,marzo,26
raso,chiaro,media,primavera,2022-08-30,soleggiato,28,estate,agosto,27
cashmere,scuro,media,primavera_estate,2022-03-24,soleggiato,9,primavera,marzo,18
tweed,colorato,lunga,primavera_estate,2022-08-09,pioggia,35,estate,agosto,12
cashmere,scuro,lunga,primavera,2022-09-28,nuvoloso,14,autunno,settembre,23
cotone,colorato,lunga,autunno_inverno,2022-05-17,soleggiato,22,primavera,maggio,21
lino,chiaro,corta,estate,2022-07-24,soleggiato,33,estate,luglio,36
seta,colorato,lunga,autunno_inverno,2022-11-17,pioggia,17,autunno,novembre,25
raso,chiaro,lunga,primavera,2022-06-09,soleggiato,26,estate,giugno,23
cashmere,scuro,media,primavera,2022-02-01,pioggia,4,inverno,febbraio,17
cotone,scuro,corta,estate,2022-10-11,pioggia,14,autunno,ottobre,15
lana,chiaro,corta,primavera_estate,2022-08-27,pioggia,22,estate,agosto,16
tweed,scuro,lunga,inverno,2022-08-02,pioggia,17,estate,agosto,19
poliestere,colorato,media,primavera_estate,2022-06-20,soleggiato,25,estate,giugno,21
lana,chiaro,corta,estate,2022-01-20,nuvoloso,2,inverno,gennaio,15
cotone,colorato,lunga,autunno_inverno,2022-06-27,soleggiato,31,estate,giugno,15
seta,chiaro,lunga,all,2022-02-10,soleggiato,9,inverno,febbraio,22
cashmere,colorato,lunga,autunno,2022-08-03,soleggiato,27,estate,agosto,10
raso,chiaro,lunga,all,2022-01-03,soleggiato,3,inverno,gennaio,19
lana,chiaro,lunga,all,2022-11-10,nuvoloso,17,autunno,novembre,20
raso,chiaro,lunga,primavera,2022-01-30,soleggiato,2,inverno,gennaio,18
raso,scuro,lunga,autunno,2022-03-23,soleggiato,5,primavera,marzo,19
poliestere,chiaro,lunga,autunno_inverno,2022-08-22,pioggia,20,estate,agosto,18
velluto,chiaro,lunga,primavera_estate,2022-03-23,soleggiato,8,primavera,marzo,28
lana,chiaro,lunga,inverno,2022-08-27,pioggia,28,estate,agosto,7
cotone,chiaro,lunga,all,2022-04-22,pioggia,11,primavera,aprile,26
lana,chiaro,lunga,inverno,2022-02-09,soleggiato,6,inverno,febbraio,30
lino,chiaro,lunga,all,2022-04-08,pioggia,13,primavera,aprile,22
lino,colorato,lunga,autunno_inverno,2022-12-13,nuvoloso,0,inverno,dicembre,20
seta,chiaro,lunga,all,2022-08-21,pioggia,23,estate,agosto,22
velluto,scuro,media,estate,2022-10-28,soleggiato,21,autunno,ottobre,14
poliestere,chiaro,corta,estate,2022-10-10,pioggia,21,autunno,ottobre,17
velluto,chiaro,lunga,all,2022-06-23,pioggia,17,estate,giugno,21
cotone,scuro,lunga,autunno,2022-08-17,nuvoloso,32,estate,agosto,16
cotone,chiaro,media,estate,2022-12-12,soleggiato,0,inverno,dicembre,13
tweed,colorato,corta,estate,2022-01-05,pioggia,10,inverno,gennaio,12
lana,chiaro,lunga,primavera,2022-02-17,nuvoloso,7,inverno,febbraio,26
cotone,scuro,lunga,inverno,2022-02-23,soleggiato,6,inverno,febbraio,29
raso,scuro,lunga,autunno,2022-03-18,pioggia,8,primavera,marzo,19
lana,chiaro,lunga,autunno,2022-08-03,pioggia,19,estate,agosto,19
cashmere,colorato,lunga,inverno,2022-10-17,soleggiato,18,autunno,ottobre,22
lino,scuro,lunga,all,2022-07-07,pioggia,27,estate,luglio,19
cotone,colorato,media,primavera,2022-01-25,pioggia,1,inverno,gennaio,15
tweed,colorato,lunga,inverno,2022-09-23,soleggiato,16,autunno,settembre,23
cashmere,colorato,media,primavera_estate,2022-02-12,soleggiato,-6,inverno,febbraio,16
lino,scuro,media,primavera,2022-11-04,pioggia,21,autunno,novembre,25
velluto,chiaro,media,primavera,2022-04-30,nuvoloso,19,primavera,aprile,20
tweed,scuro,lunga,inverno,2022-02-12,pioggia,4,inverno,febbraio,29
seta,scuro,lunga,all,2022-03-29,nuvoloso,10,primavera,marzo,23
cashmere,chiaro,media,estate,2022-02-02,neve,7,inverno,febbraio,13
tweed,colorato,lunga,inverno,2022-11-14,pioggia,18,autunno,novembre,23
seta,chiaro,lunga,inverno,2022-12-05,pioggia,13,inverno,dicembre,26
poliestere,chiaro,media,primavera_estate,2022-05-03,pioggia,16,primavera,maggio,22
lana,scuro,lunga,all,2022-11-11,soleggiato,5,autunno,novembre,27
poliestere,scuro,corta,primavera_estate,2022-10-08,pioggia,11,autunno,ottobre,15
lana,chiaro,lunga,inverno,2022-09-06,soleggiato,29,autunno,settembre,16
lino,chiaro,lunga,all,2022-08-17,soleggiato,30,estate,agosto,23
poliestere,chiaro,lunga,all,2022-08-28,pioggia,25,estate,agosto,15
tweed,scuro,lunga,inverno,2022-04-20,neve,8,primavera,aprile,22
seta,chiaro,lunga,autunno,2022-08-06,pioggia,26,estate,agosto,17
raso,colorato,media,estate,2022-02-12,soleggiato,8,inverno,febbraio,7
poliestere,colorato,corta,primavera_estate,2022-08-16,pioggia,24,estate,agosto,22
poliestere,colorato,media,primavera,2022-05-26,soleggiato,26,primavera,maggio,22
tweed,scuro,media,primavera_estate,2022-01-27,nuvoloso,0,inverno,gennaio,14
cotone,scuro,lunga,primavera,2022-11-02,soleggiato,14,autunno,novembre,25
poliestere,colorato,lunga,estate,2022-12-23,nuvoloso,5,inverno,dicembre,23
cashmere,scuro,lunga,autunno,2022-08-05,pioggia,32,estate,agosto,8
cashmere,chiaro,media,estate,2022-05-04,pioggia,5,primavera,maggio,17
raso,colorato,lunga,autunno_inverno,2022-02-21,pioggia,9,inverno,febbraio,22
cashmere,scuro,lunga,all,2022-09-14,pioggia,22,autunno,settembre,15
raso,scuro,lunga,autunno_inverno,2022-05-11,soleggiato,20,primavera,maggio,12
velluto,chiaro,lunga,inverno,2022-11-06,pioggia,7,autunno,novembre,27
tweed,scuro,lunga,primavera_estate,2022-04-21,pioggia,16,primavera,aprile,24
poliestere,chiaro,lunga,inverno,2022-07-01,soleggiato,29,estate,luglio,17
cashmere,scuro,media,primavera,2022-11-02,pioggia,8,autunno,novembre,15
lana,chiaro,lunga,primavera,2022-11-24,soleggiato,5,autunno,novembre,26
lino,colorato,lunga,inverno,2022-02-27,neve,-4,inverno,febbraio,21
cashmere,chiaro,lunga,autunno,2022-08-28,pioggia,27,estate,agosto,10
raso,chiaro,lunga,primavera,2022-01-17,nuvoloso,1,inverno,gennaio,18
lino,chiaro,lunga,autunno,2022-07-09,soleggiato,26,estate,luglio,23
lino,colorato,lunga,autunno,2022-05-28,pioggia,18,primavera,maggio,21
lino,colorato,lunga,autunno,2022-10-04,pioggia,24,autunno,ottobre,24
cashmere,scuro,lunga,primavera,2022-03-19,soleggiato,6,primavera,marzo,29
velluto,colorato,lunga,primavera,2022-12-07,nuvoloso,0,inverno,dicembre,26
seta,colorato,lunga,all,2022-02-14,pioggia,1,inverno,febbraio,21
tweed,chiaro,lunga,autunno_inverno,2022-01-29,soleggiato,5,inverno,gennaio,27
seta,chiaro,lunga,autunno_inverno,2022-11-16,neve,6,autunno,novembre,24
lino,chiaro,lunga,inverno,2022-07-10,soleggiato,26,estate,luglio,21
velluto,colorato,lunga,inverno,2022-01-24,neve,-4,inverno,gennaio,30
cotone,chiaro,media,primavera_estate,2022-10-18,nuvoloso,22,autunno,ottobre,26
velluto,scuro,lunga,autunno,2022-08-20,soleggiato,22,estate,agosto,11
poliestere,scuro,corta,primavera_estate,2022-03-04,pioggia,7,primavera,marzo,18
cashmere,scuro,lunga,all,2022-09-03,pioggia,21,autunno,settembre,15
poliestere,colorato,lunga,inverno,2022-04-11,soleggiato,9,primavera,aprile,23
raso,colorato,lunga,primavera_estate,2022-04-08,pioggia,14,primavera,aprile,22
cashmere,colorato,lunga,autunno_inverno,2022-01-06,pioggia,3,inverno,gennaio,30
poliestere,colorato,lunga,inverno,2022-04-29,pioggia,5,primavera,aprile,23
lana,scuro,lunga,autunno,2022-10-14,soleggiato,18,autunno,ottobre,23
tweed,colorato,corta,primavera_estate,2022-11-18,pioggia,10,autunno,novembre,13
velluto,colorato,media,primavera,2022-11-28,nuvoloso,9,autunno,novembre,15
raso,colorato,lunga,autunno,2022-08-08,pioggia,26,estate,agosto,16
tweed,colorato,lunga,all,2022-08-11,soleggiato,26,estate,agosto,12
cashmere,colorato,lunga,autunno_inverno,2022-04-27,soleggiato,21,primavera,aprile,13
cashmere,chiaro,media,primavera,2022-10-15,pioggia,10,autunno,ottobre,17
poliestere,chiaro,media,primavera,2022-12-21,pioggia,5,inverno,dicembre,15
tweed,colorato,lunga,autunno_inverno,2022-02-24,soleggiato,8,inverno,febbraio,27
lana,chiaro,lunga,all,2022-08-23,soleggiato,26,estate,agosto,15
velluto,scuro,lunga,all,2022-05-23,soleggiato,25,primavera,maggio,8
velluto,scuro,lunga,inverno,2022-11-06,pioggia,12,autunno,novembre,24
tweed,chiaro,lunga,autunno,2022-09-29,pioggia,13,autunno,settembre,26
cashmere,chiaro,corta,primavera_estate,2022-07-26,soleggiato,34,estate,luglio,26
lana,scuro,lunga,inverno,2022-11-02,pioggia,16,autunno,novembre,21
seta,scuro,lunga,autunno_inverno,2022-09-05,soleggiato,28,autunno,settembre,15
cashmere,scuro,media,primavera_estate,2022-08-17,pioggia,30,estate,agosto,14
velluto,colorato,lunga,autunno,2022-04-08,soleggiato,9,primavera,aprile,25
cotone,scuro,lunga,inverno,2022-11-27,nuvoloso,2,autunno,novembre,27
velluto,chiaro,lunga,all,2022-07-02,soleggiato,29,estate,luglio,18
lana,chiaro,lunga,autunno,2022-06-22,soleggiato,32,estate,giugno,12
lana,scuro,lunga,autunno_inverno,2022-08-20,pioggia,26,estate,agosto,8
tweed,colorato,lunga,all,2022-09-28,neve,12,autunno,settembre,23
lino,chiaro,lunga,autunno_inverno,2022-07-03,soleggiato,31,estate,luglio,21
tweed,chiaro,lunga,autunno_inverno,2022-07-01,soleggiato,30,estate,luglio,13
raso,colorato,corta,primavera_estate,2022-12-08,nuvoloso,-6,inverno,dicembre,7
cashmere,chiaro,lunga,all,2022-12-15,neve,1,inverno,dicembre,28
cashmere,chiaro,lunga,autunno,2022-09-06,pioggia,27,autunno,settembre,14
poliestere,colorato,lunga,inverno,2022-05-09,pioggia,19,primavera,maggio,21
velluto,colorato,lunga,primavera,2022-01-22,neve,-4,inverno,gennaio,26
raso,scuro,corta,primavera_estate,2022-10-25,pioggia,19,autunno,ottobre,12
cashmere,colorato,corta,primavera_estate,2022-05-30,soleggiato,24,primavera,maggio,17
seta,scuro,lunga,all,2022-07-16,soleggiato,25,estate,luglio,13
cotone,scuro,lunga,inverno,2022-03-04,pioggia,5,primavera,marzo,23
poliestere,chiaro,lunga,all,2022-05-31,pioggia,23,primavera,maggio,20
velluto,chiaro,lunga,primavera,2022-01-30,soleggiato,6,inverno,gennaio,25
tweed,colorato,lunga,all,2022-11-18,pioggia,11,autunno,novembre,23
seta,colorato,media,primavera_estate,2022-05-27,pioggia,15,primavera,maggio,21
lino,chiaro,lunga,primavera,2022-02-26,pioggia,3,inverno,febbraio,17
velluto,colorato,lunga,autunno_inverno,2022-08-12,pioggia,23,estate,agosto,15
cashmere,colorato,lunga,all,2022-03-05,pioggia,4,primavera,marzo,28
cashmere,colorato,corta,primavera_estate,2022-10-29,soleggiato,19,autunno,ottobre,13
cashmere,chiaro,lunga,autunno,2022-04-27,pioggia,16,primavera,aprile,20
lino,scuro,lunga,inverno,2022-09-14,soleggiato,19,autunno,settembre,23
lana,scuro,lunga,all,2022-01-05,neve,-4,inverno,gennaio,28
poliestere,colorato,lunga,autunno_inverno,2022-01-19,nuvoloso,2,inverno,gennaio,28
cashmere,chiaro,media,primavera,2022-02-18,soleggiato,6,inverno,febbraio,15
poliestere,scuro,lunga,autunno_inverno,2022-03-13,nuvoloso,5,primavera,marzo,24
lino,colorato,lunga,all,2022-05-15,pioggia,25,primavera,maggio,19
poliestere,chiaro,media,primavera_estate,2022-08-10,pioggia,30,estate,agosto,17
lino,colorato,corta,primavera_estate,2022-01-15,soleggiato,2,inverno,gennaio,6
cotone,scuro,media,primavera,2022-11-03,pioggia,16,autunno,novembre,21
poliestere,colorato,lunga,all,2022-07-09,soleggiato,24,estate,luglio,20
velluto,chiaro,lunga,all,2022-03-07,neve,-7,primavera,marzo,27
cotone,colorato,lunga,autunno,2022-02-25,soleggiato,8,inverno,febbraio,27
seta,colorato,lunga,all,2022-07-26,pioggia,27,estate,luglio,18
poliestere,scuro,lunga,inverno,2022-09-13,pioggia,20,autunno,settembre,21
poliestere,colorato,media,primavera,2022-01-29,soleggiato,2,inverno,gennaio,15
raso,scuro,media,primavera,2022-04-24,pioggia,11,primavera,aprile,17
cotone,colorato,media,primavera,2022-04-09,pioggia,10,primavera,aprile,23
velluto,scuro,media,primavera_estate,2022-04-17,pioggia,9,primavera,aprile,18
cotone,scuro,lunga,autunno,2022-06-20,soleggiato,30,estate,giugno,11
lino,chiaro,lunga,primavera,2022-01-08,soleggiato,-10,inverno,gennaio,17
velluto,colorato,lunga,autunno,2022-05-09,pioggia,19,primavera,maggio,20
velluto,scuro,lunga,all,2022-01-29,soleggiato,2,inverno,gennaio,27
poliestere,colorato,lunga,autunno,2022-07-13,pioggia,19,estate,luglio,23
poliestere,chiaro,lunga,autunno_inverno,2022-03-03,soleggiato,5,primavera,marzo,24
cotone,chiaro,lunga,all,2022-11-22,pioggia,4,autunno,novembre,26
raso,colorato,lunga,all,2022-03-08,soleggiato,1,primavera,marzo,19
tweed,colorato,media,primavera_estate,2022-08-04,soleggiato,28,estate,agosto,18
velluto,colorato,lunga,autunno,2022-08-06,pioggia,29,estate,agosto,12
seta,scuro,lunga,autunno,2022-10-26,soleggiato,23,autunno,ottobre,20
poliestere,scuro,lunga,all,2022-06-28,pioggia,22,estate,giugno,20
tweed,chiaro,media,primavera_estate,2022-03-15,neve,6,primavera,marzo,17
seta,scuro,lunga,all,2022-03-26,soleggiato,10,primavera,marzo,23
velluto,colorato,lunga,autunno_inverno,2022-10-21,nuvoloso,21,autunno,ottobre,19
cotone,chiaro,lunga,all,2022-08-16,pioggia,17,estate,agosto,26
poliestere,colorato,lunga,autunno,2022-09-21,soleggiato,16,autunno,settembre,27
lana,scuro,media,primavera_estate,2022-05-16,pioggia,24,primavera,maggio,21
cotone,colorato,lunga,primavera_estate,2022-04-14,soleggiato,14,primavera,aprile,28
tweed,colorato,lunga,autunno_inverno,2022-05-18,pioggia,23,primavera,maggio,13
velluto,colorato,lunga,primavera,2022-11-20,pioggia,15,autunno,novembre,20
lana,colorato,lunga,autunno_inverno,2022-12-13,neve,-5,inverno,dicembre,30
cotone,colorato,lunga,all,2022-06-10,soleggiato,24,estate,giugno,23
raso,colorato,lunga,primavera,2022-09-06,soleggiato,35,autunno,settembre,15
raso,colorato,lunga,primavera,2022-12-18,nuvoloso,3,inverno,dicembre,18
raso,colorato,lunga,autunno,2022-09-01,nuvoloso,24,autunno,settembre,22
lana,scuro,media,primavera_estate,2022-01-22,soleggiato,3,inverno,gennaio,16
cashmere,scuro,media,primavera,2022-11-12,nuvoloso,10,autunno,novembre,17
tweed,scuro,lunga,autunno,2022-04-30,soleggiato,10,primavera,aprile,22
raso,chiaro,lunga,autunno,2022-05-31,nuvoloso,26,primavera,maggio,16
seta,chiaro,lunga,autunno_inverno,2022-02-19,nuvoloso,12,inverno,febbraio,25
poliestere,colorato,lunga,autunno_inverno,2022-10-29,soleggiato,17,autunno,ottobre,26
lana,colorato,media,primavera,2022-06-05,soleggiato,29,estate,giugno,15
velluto,scuro,lunga,autunno_inverno,2022-04-13,nuvoloso,5,primavera,aprile,24
lino,colorato,media,primavera_estate,2022-03-21,pioggia,4,primavera,marzo,10
raso,scuro,lunga,inverno,2022-09-18,soleggiato,16,autunno,settembre,21
poliestere,chiaro,lunga,autunno_inverno,2022-03-23,soleggiato,8,primavera,marzo,24
poliestere,chiaro,lunga,inverno,2022-04-16,pioggia,16,primavera,aprile,21
velluto,colorato,media,primavera,2022-10-14,pioggia,9,autunno,ottobre,15
velluto,chiaro,lunga,inverno,2022-02-27,neve,3,inverno,febbraio,30
velluto,colorato,lunga,autunno,2022-07-19,soleggiato,27,estate,luglio,12
velluto,chiaro,lunga,autunno,2022-10-26,soleggiato,20,autunno,ottobre,25
tweed,scuro,lunga,all,2022-08-02,soleggiato,32,estate,agosto,5
raso,scuro,lunga,inverno,2022-04-02,pioggia,4,primavera,aprile,16
seta,scuro,lunga,autunno_inverno,2022-09-13,soleggiato,25,autunno,settembre,15
seta,colorato,lunga,autunno_inverno,2022-10-24,pioggia,20,autunno,ottobre,24
tweed,scuro,lunga,autunno_inverno,2022-07-10,soleggiato,26,estate,luglio,5
raso,colorato,lunga,autunno_inverno,2022-06-06,pioggia,25,estate,giugno,15
raso,colorato,lunga,autunno_inverno,2022-12-01,pioggia,8,inverno,dicembre,22
tweed,chiaro,lunga,autunno,2022-12-22,nuvoloso,4,inverno,dicembre,27
seta,colorato,lunga,autunno_inverno,2022-11-09,nuvoloso,14,autunno,novembre,25
raso,scuro,corta,primavera_estate,2022-07-09,soleggiato,25,estate,luglio,20
cotone,chiaro,media,primavera_estate,2022-09-24,pioggia,15,autunno,settembre,20
raso,colorato,media,primavera,2022-01-17,soleggiato,2,inverno,gennaio,8
cashmere,chiaro,lunga,inverno,2022-11-16,pioggia,10,autunno,novembre,25
cashmere,scuro,lunga,inverno,2022-09-27,pioggia,11,autunno,settembre,25
poliestere,scuro,lunga,autunno,2022-09-09,pioggia,24,autunno,settembre,23
tweed,colorato,lunga,autunno_inverno,2022-04-17,soleggiato,9,primavera,aprile,23
cotone,chiaro,lunga,primavera_estate,2022-09-02,soleggiato,25,autunno,settembre,23
velluto,scuro,lunga,all,2022-11-11,soleggiato,15,autunno,novembre,21
tweed,chiaro,lunga,autunno,2022-10-29,soleggiato,18,autunno,ottobre,25
poliestere,colorato,media,primavera,2022-10-08,soleggiato,20,autunno,ottobre,24
tweed,chiaro,corta,primavera_estate,2022-03-04,nuvoloso,1,primavera,marzo,18
poliestere,scuro,lunga,all,2022-05-21,soleggiato,26,primavera,maggio,10
cotone,chiaro,lunga,autunno_inverno,2022-06-09,pioggia,22,estate,giugno,21
velluto,scuro,lunga,autunno,2022-12-01,soleggiato,7,inverno,dicembre,27
tweed,scuro,lunga,autunno,2022-07-15,soleggiato,31,estate,luglio,4
seta,scuro,lunga,inverno,2022-03-12,neve,1,primavera,marzo,18
cotone,scuro,lunga,autunno,2022-11-27,soleggiato,6,autunno,novembre,29
seta,chiaro,media,primavera,2022-01-04,pioggia,5,inverno,gennaio,11
lino,colorato,lunga,primavera,2022-10-07,soleggiato,11,autunno,ottobre,21
cotone,chiaro,lunga,inverno,2022-10-16,nuvoloso,21,autunno,ottobre,24
cashmere,colorato,lunga,all,2022-06-16,pioggia,21,estate,giugno,15
raso,chiaro,lunga,autunno_inverno,2022-03-14,nuvoloso,13,primavera,marzo,18
cotone,colorato,lunga,autunno_inverno,2022-06-15,soleggiato,30,estate,giugno,15
poliestere,colorato,lunga,autunno,2022-02-20,pioggia,9,inverno,febbraio,27
raso,scuro,lunga,primavera_estate,2022-10-06,pioggia,18,autunno,ottobre,18
cotone,chiaro,lunga,all,2022-05-14,nuvoloso,19,primavera,maggio,26
tweed,colorato,lunga,inverno,2022-08-04,soleggiato,35,estate,agosto,7
tweed,scuro,lunga,autunno_inverno,2022-01-12,soleggiato,3,inverno,gennaio,28
lino,scuro,lunga,autunno,2022-05-21,soleggiato,22,primavera,maggio,15
cotone,scuro,lunga,autunno,2022-01-07,nuvoloso,7,inverno,gennaio,27
velluto,scuro,lunga,autunno_inverno,2022-05-10,soleggiato,20,primavera,maggio,10
poliestere,chiaro,lunga,inverno,2022-10-10,pioggia,22,autunno,ottobre,21
lino,colorato,lunga,primavera,2022-01-11,soleggiato,1,inverno,gennaio,17
lino,scuro,lunga,inverno,2022-02-21,pioggia,8,inverno,febbraio,23
cotone,colorato,lunga,autunno_inverno,2022-12-15,pioggia,-1,inverno,dicembre,28
raso,chiaro,lunga,autunno_inverno,2022-08-17,soleggiato,35,estate,agosto,19
tweed,scuro,lunga,autunno_inverno,2022-09-10,pioggia,22,autunno,settembre,17
cotone,scuro,lunga,primavera_estate,2022-04-11,soleggiato,10,primavera,aprile,28
lino,scuro,lunga,autunno_inverno,2022-06-01,soleggiato,21,estate,giugno,14
lana,chiaro,lunga,inverno,2022-03-27,soleggiato,10,primavera,marzo,21
