Tipo,Antiscivolo,Impermeabile,Colore,Stagione,Meteo,TemperaturaPercepita,StagionePrevisione
stivaletto alla caviglia,y,y,colorato,autunno_inverno,pioggia,15,primavera
scarpe con tacchi,y,n,Chiaro,estate,pioggia,3,inverno
scarpe con tacchi,y,n,scuro,estate,pioggia,23,estate
scarpa da ginnastica,n,n,colorato,inverno,pioggia,4,primavera
stivaletto alla caviglia,n,y,scuro,autunno,soleggiato,19,autunno
stivaletto alla caviglia,y,n,Chiaro,inverno,pioggia,16,primavera
stivaletto alla caviglia,y,y,colorato,inverno,neve,-4,inverno
scarpe con tacchi,n,n,colorato,inverno,nuvoloso,2,inverno
stivaletto alla caviglia,n,y,Chiaro,autunno,soleggiato,6,inverno
stivaletto alla caviglia,n,n,scuro,autunno_inverno,nuvoloso,5,primavera
stivaletto alla caviglia,n,n,scuro,inverno,pioggia,25,primavera
stivaletto alla caviglia,y,y,colorato,autunno_inverno,soleggiato,2,inverno
stivaletto alla caviglia,y,n,scuro,inverno,pioggia,16,autunno
scarpe con tacchi,y,n,colorato,inverno,soleggiato,24,estate
stivaletto alla caviglia,y,n,scuro,autunno,neve,-7,primavera
stivaletto alla caviglia,y,y,colorato,autunno,soleggiato,8,inverno
stivaletto alla caviglia,y,y,Chiaro,autunno,pioggia,27,estate
scarpe con tacchi,y,n,Chiaro,inverno,pioggia,20,autunno
scarpe con tacchi,y,n,colorato,inverno,soleggiato,2,inverno
scarpa classica,y,n,scuro,all,pioggia,11,primavera
stivaletto alla caviglia,y,y,colorato,autunno,pioggia,10,primavera
stivaletto alla caviglia,n,y,colorato,autunno_inverno,soleggiato,30,estate
scarpa da ginnastica,y,n,colorato,autunno_inverno,soleggiato,-10,inverno
scarpe aperte,n,n,colorato,primavera,pioggia,19,primavera
stivaletto alla caviglia,n,y,colorato,inverno,pioggia,19,estate
stivaletto alla caviglia,y,n,scuro,autunno,pioggia,4,autunno
stivaletto alla caviglia,y,n,colorato,inverno,soleggiato,1,primavera
stivaletto alla caviglia,y,y,scuro,autunno,soleggiato,28,estate
stivaletto alla caviglia,y,y,Chiaro,autunno_inverno,pioggia,29,estate
stivaletto alla caviglia,y,y,colorato,autunno,soleggiato,23,autunno
scarpa classica,n,y,scuro,autunno_inverno,pioggia,22,estate
stivaletto alla caviglia,y,y,colorato,autunno_inverno,neve,6,primavera
scarpa classica,y,y,colorato,all,soleggiato,10,primavera
stivaletto alla caviglia,n,n,scuro,autunno,nuvoloso,21,autunno
scarpa classica,y,y,scuro,inverno,pioggia,17,estate
stivaletto alla caviglia,n,n,scuro,autunno_inverno,soleggiato,16,autunno
stivaletto alla caviglia,y,n,colorato,autunno,pioggia,24,primavera
scarpa classica,y,y,colorato,primavera_estate,soleggiato,14,primavera
stivaletto alla caviglia,n,y,scuro,inverno,pioggia,23,primavera
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,pioggia,15,autunno
stivaletto alla caviglia,n,y,scuro,autunno_inverno,neve,-5,inverno
scarpe con tacchi,n,n,colorato,estate,soleggiato,24,estate
scarpe con tacchi,y,n,scuro,autunno_inverno,soleggiato,35,autunno
stivaletto alla caviglia,y,n,colorato,autunno_inverno,nuvoloso,3,inverno
stivaletto alla caviglia,n,y,colorato,autunno,nuvoloso,24,autunno
stivaletto alla caviglia,n,y,colorato,autunno_inverno,soleggiato,3,inverno
stivaletto alla caviglia,n,n,Chiaro,autunno,nuvoloso,10,autunno
scarpe con tacchi,n,n,colorato,autunno_inverno,soleggiato,10,primavera
stivaletto alla caviglia,n,y,scuro,autunno_inverno,nuvoloso,26,primavera
stivaletto alla caviglia,y,y,Chiaro,inverno,nuvoloso,12,inverno
scarpa classica,n,n,Chiaro,primavera_estate,soleggiato,29,estate
stivali,n,y,colorato,autunno,nuvoloso,5,primavera
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,pioggia,4,primavera
scarpa classica,y,y,colorato,all,soleggiato,16,autunno
scarpe aperte,n,n,Chiaro,estate,soleggiato,8,primavera
scarpa classica,n,y,colorato,primavera_estate,pioggia,16,primavera
stivaletto alla caviglia,n,y,colorato,autunno,pioggia,9,autunno
scarpa classica,n,y,Chiaro,all,neve,3,inverno
scarpa classica,n,y,scuro,autunno_inverno,soleggiato,27,estate
scarpa classica,n,y,Chiaro,autunno_inverno,soleggiato,20,autunno
stivaletto alla caviglia,n,y,scuro,autunno_inverno,soleggiato,32,estate
scarpa classica,n,y,scuro,primavera_estate,pioggia,4,primavera
scarpa classica,y,y,colorato,primavera_estate,soleggiato,25,autunno
scarpa classica,y,y,Chiaro,autunno_inverno,pioggia,20,autunno
stivaletto alla caviglia,y,y,colorato,inverno,soleggiato,26,estate
stivaletto alla caviglia,y,y,scuro,autunno,pioggia,8,inverno
scarpa classica,n,y,scuro,autunno_inverno,nuvoloso,4,inverno
scarpe aperte,n,n,scuro,primavera,nuvoloso,14,autunno
scarpa da ginnastica,n,y,scuro,autunno_inverno,pioggia,15,autunno
stivaletto alla caviglia,y,n,Chiaro,inverno,pioggia,10,autunno
stivaletto alla caviglia,y,n,Chiaro,inverno,pioggia,11,autunno
scarpa da ginnastica,y,n,colorato,all,pioggia,24,autunno
scarpa classica,y,y,colorato,inverno,soleggiato,9,primavera
scarpa da ginnastica,y,n,scuro,autunno_inverno,soleggiato,25,autunno
stivaletto alla caviglia,n,y,scuro,inverno,soleggiato,18,autunno
stivaletto alla caviglia,n,y,scuro,inverno,soleggiato,20,autunno
scarpa da ginnastica,n,y,scuro,inverno,nuvoloso,1,primavera
stivaletto alla caviglia,n,n,colorato,autunno_inverno,soleggiato,26,primavera
stivaletto alla caviglia,y,y,colorato,inverno,pioggia,22,estate
stivaletto alla caviglia,n,y,Chiaro,autunno,soleggiato,7,inverno
stivaletto alla caviglia,y,n,scuro,inverno,neve,1,primavera
stivaletto alla caviglia,n,y,colorato,autunno,pioggia,5,inverno
scarpa da ginnastica,n,n,scuro,primavera_estate,soleggiato,11,autunno
scarpa da ginnastica,n,n,scuro,autunno_inverno,nuvoloso,21,autunno
scarpa da ginnastica,n,y,Chiaro,all,pioggia,21,estate
stivaletto alla caviglia,n,n,colorato,inverno,nuvoloso,13,primavera
stivaletto alla caviglia,n,n,colorato,autunno,soleggiato,30,estate
stivaletto alla caviglia,y,n,Chiaro,inverno,pioggia,9,inverno
stivaletto alla caviglia,y,n,scuro,autunno,pioggia,18,autunno
stivaletto alla caviglia,n,n,Chiaro,inverno,nuvoloso,19,primavera
stivaletto alla caviglia,y,y,Chiaro,autunno,soleggiato,35,estate
scarpa da ginnastica,n,n,scuro,autunno_inverno,soleggiato,3,inverno
stivaletto alla caviglia,n,n,scuro,autunno,soleggiato,22,primavera
stivaletto alla caviglia,y,n,colorato,inverno,nuvoloso,7,inverno
stivaletto alla caviglia,y,n,scuro,autunno,soleggiato,20,primavera
stivaletto alla caviglia,y,n,scuro,autunno_inverno,pioggia,22,autunno
stivaletto alla caviglia,y,y,Chiaro,inverno,soleggiato,1,inverno
stivaletto alla caviglia,y,n,Chiaro,autunno_inverno,pioggia,8,inverno
stivaletto alla caviglia,y,y,Chiaro,autunno_inverno,pioggia,-1,inverno
stivaletto alla caviglia,y,n,colorato,autunno_inverno,pioggia,22,autunno
stivaletto alla caviglia,n,n,scuro,autunno,soleggiato,10,primavera
stivaletto alla caviglia,y,y,scuro,autunno_inverno,soleggiato,21,estate
stivaletto alla caviglia,y,y,colorato,inverno,soleggiato,10,primavera
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,nuvoloso,6,inverno
stivaletto alla caviglia,n,n,Chiaro,inverno,pioggia,6,primavera
scarpa da ginnastica,n,n,colorato,estate,pioggia,20,primavera
stivaletto alla caviglia,n,n,colorato,inverno,pioggia,14,autunno
scarpe con tacchi,n,n,scuro,inverno,soleggiato,10,primavera
stivaletto alla caviglia,n,n,Chiaro,autunno,pioggia,10,primavera
scarpa classica,n,y,scuro,all,pioggia,31,estate
scarpa da ginnastica,y,y,Chiaro,autunno_inverno,pioggia,8,primavera
scarpe con tacchi,n,n,scuro,autunno_inverno,soleggiato,8,inverno
scarpe aperte,n,n,colorato,primavera_estate,nuvoloso,11,inverno
stivaletto alla caviglia,n,y,colorato,autunno_inverno,pioggia,30,estate
scarpa classica,n,n,scuro,inverno,pioggia,9,autunno
stivaletto alla caviglia,y,y,colorato,autunno,soleggiato,13,primavera
stivaletto alla caviglia,n,n,scuro,autunno,neve,-12,inverno
stivaletto alla caviglia,y,n,Chiaro,autunno,pioggia,22,estate
stivaletto alla caviglia,n,n,scuro,autunno_inverno,soleggiato,-2,primavera
stivaletto alla caviglia,n,n,Chiaro,autunno_inverno,soleggiato,10,primavera
stivaletto alla caviglia,y,y,colorato,autunno_inverno,neve,-2,inverno
stivaletto alla caviglia,n,n,scuro,inverno,soleggiato,26,estate
stivaletto alla caviglia,n,y,Chiaro,inverno,soleggiato,6,inverno
stivaletto alla caviglia,n,n,scuro,inverno,soleggiato,5,inverno
stivaletto alla caviglia,y,n,colorato,inverno,pioggia,18,autunno
scarpe aperte,y,n,Chiaro,estate,soleggiato,10,autunno
scarpa da ginnastica,y,n,colorato,estate,pioggia,24,autunno
stivaletto alla caviglia,y,y,colorato,autunno_inverno,pioggia,5,inverno
scarpa classica,y,y,Chiaro,all,soleggiato,19,autunno
scarpa da ginnastica,n,n,Chiaro,autunno_inverno,soleggiato,27,estate
stivaletto alla caviglia,n,y,colorato,autunno_inverno,soleggiato,11,primavera
stivaletto alla caviglia,y,y,colorato,autunno,soleggiato,17,autunno
stivaletto alla caviglia,y,y,scuro,autunno,nuvoloso,28,estate
scarpa da ginnastica,n,n,colorato,primavera_estate,pioggia,22,autunno
stivaletto alla caviglia,y,y,Chiaro,inverno,soleggiato,30,estate
scarpa da ginnastica,y,n,colorato,all,pioggia,28,estate
stivaletto alla caviglia,n,y,colorato,inverno,soleggiato,20,autunno
stivaletto alla caviglia,n,y,Chiaro,autunno,soleggiato,21,primavera
stivaletto alla caviglia,n,y,colorato,autunno_inverno,soleggiato,29,estate
scarpa da ginnastica,n,n,Chiaro,primavera_estate,pioggia,8,autunno
stivaletto alla caviglia,n,n,scuro,autunno_inverno,nuvoloso,6,primavera
stivaletto alla caviglia,y,n,colorato,autunno,pioggia,26,estate
stivaletto alla caviglia,y,n,colorato,autunno_inverno,pioggia,27,autunno
stivaletto alla caviglia,y,n,scuro,autunno,pioggia,9,inverno
scarpa da ginnastica,n,y,scuro,estate,soleggiato,18,primavera
stivaletto alla caviglia,n,y,colorato,autunno,pioggia,4,inverno
scarpa classica,n,n,Chiaro,primavera_estate,pioggia,9,inverno
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,soleggiato,1,inverno
scarpa da ginnastica,n,n,scuro,all,soleggiato,5,inverno
scarpe con tacchi,n,n,Chiaro,primavera_estate,nuvoloso,19,primavera
stivaletto alla caviglia,n,y,colorato,autunno_inverno,pioggia,24,estate
stivaletto alla caviglia,n,y,colorato,autunno_inverno,soleggiato,25,primavera
stivaletto alla caviglia,n,n,colorato,inverno,soleggiato,-2,inverno
scarpa da ginnastica,n,n,scuro,primavera_estate,pioggia,11,primavera
scarpa classica,n,n,colorato,all,pioggia,12,primavera
stivaletto alla caviglia,n,n,Chiaro,autunno,soleggiato,3,primavera
scarpa classica,y,y,Chiaro,autunno_inverno,nuvoloso,2,inverno
scarpe aperte,n,n,scuro,primavera_estate,pioggia,19,inverno
stivaletto alla caviglia,n,n,scuro,autunno,pioggia,16,primavera
stivaletto alla caviglia,n,n,colorato,autunno_inverno,nuvoloso,22,primavera
stivaletto alla caviglia,y,n,colorato,autunno_inverno,soleggiato,0,inverno
scarpa classica,y,y,colorato,inverno,soleggiato,18,autunno
scarpa classica,n,n,Chiaro,inverno,soleggiato,28,estate
scarpa da ginnastica,n,n,scuro,estate,soleggiato,7,primavera
scarpe con tacchi,n,n,scuro,autunno_inverno,pioggia,31,estate
stivaletto alla caviglia,n,y,scuro,inverno,pioggia,8,primavera
stivaletto alla caviglia,n,y,colorato,autunno_inverno,soleggiato,35,estate
stivaletto alla caviglia,n,n,Chiaro,inverno,soleggiato,3,primavera
scarpa da ginnastica,n,n,colorato,all,pioggia,14,primavera
scarpa classica,y,y,colorato,all,pioggia,18,autunno
scarpa classica,y,y,colorato,all,soleggiato,-1,primavera
stivaletto alla caviglia,y,y,Chiaro,inverno,soleggiato,32,estate
scarpe con tacchi,n,n,colorato,primavera_estate,neve,1,primavera
stivaletto alla caviglia,n,y,Chiaro,inverno,nuvoloso,15,inverno
stivaletto alla caviglia,n,n,scuro,autunno_inverno,pioggia,21,autunno
stivaletto alla caviglia,n,n,scuro,inverno,pioggia,10,inverno
scarpe con tacchi,n,n,Chiaro,primavera_estate,soleggiato,25,autunno
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,pioggia,11,primavera
scarpa classica,y,y,colorato,inverno,soleggiato,23,primavera
scarpa classica,y,y,scuro,all,soleggiato,15,autunno
scarpe con tacchi,y,n,colorato,primavera_estate,pioggia,10,inverno
stivaletto alla caviglia,n,y,colorato,autunno_inverno,nuvoloso,-3,inverno
stivaletto alla caviglia,n,y,Chiaro,autunno,pioggia,20,autunno
stivaletto alla caviglia,n,n,colorato,autunno_inverno,soleggiato,7,inverno
stivaletto alla caviglia,y,n,colorato,autunno_inverno,pioggia,6,autunno
stivaletto alla caviglia,y,n,colorato,inverno,soleggiato,1,inverno
stivaletto alla caviglia,n,n,Chiaro,autunno,pioggia,29,estate
stivaletto alla caviglia,n,y,scuro,autunno_inverno,neve,2,inverno
stivaletto alla caviglia,y,n,colorato,autunno_inverno,pioggia,9,inverno
stivaletto alla caviglia,y,y,Chiaro,autunno,soleggiato,19,primavera
stivaletto alla caviglia,y,n,Chiaro,inverno,soleggiato,32,estate
stivaletto alla caviglia,y,n,Chiaro,inverno,pioggia,8,primavera
stivaletto alla caviglia,y,y,scuro,inverno,pioggia,19,autunno
stivaletto alla caviglia,y,y,scuro,autunno_inverno,pioggia,5,autunno
stivaletto alla caviglia,n,n,scuro,inverno,soleggiato,35,estate
scarpa da ginnastica,y,n,Chiaro,all,soleggiato,24,estate
scarpa da ginnastica,y,n,scuro,inverno,soleggiato,15,autunno
scarpa da ginnastica,y,n,Chiaro,estate,soleggiato,5,inverno
stivaletto alla caviglia,n,y,colorato,autunno_inverno,neve,2,inverno
stivaletto alla caviglia,n,y,colorato,autunno_inverno,neve,8,autunno
stivaletto alla caviglia,n,n,scuro,autunno_inverno,soleggiato,2,primavera
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,pioggia,27,estate
stivaletto alla caviglia,y,n,scuro,inverno,soleggiato,2,primavera
scarpa da ginnastica,n,y,colorato,all,pioggia,28,estate
stivaletto alla caviglia,n,n,scuro,autunno,soleggiato,0,inverno
stivaletto alla caviglia,n,y,scuro,autunno_inverno,pioggia,3,inverno
stivaletto alla caviglia,y,y,colorato,autunno_inverno,soleggiato,13,autunno
stivaletto alla caviglia,n,n,colorato,autunno,soleggiato,27,estate
stivaletto alla caviglia,n,y,scuro,autunno_inverno,soleggiato,-6,primavera
scarpa classica,n,n,colorato,autunno_inverno,pioggia,9,inverno
scarpa classica,n,n,Chiaro,autunno_inverno,pioggia,19,autunno
stivaletto alla caviglia,n,n,colorato,autunno,pioggia,19,autunno
scarpa classica,n,n,colorato,inverno,pioggia,27,estate
scarpa classica,n,n,Chiaro,all,neve,4,primavera
scarpa da ginnastica,n,n,colorato,inverno,pioggia,20,primavera
scarpa classica,n,y,scuro,primavera_estate,nuvoloso,19,primavera
scarpe con tacchi,n,n,colorato,inverno,soleggiato,33,estate
scarpe con tacchi,n,n,Chiaro,estate,pioggia,12,inverno
stivali,n,y,colorato,autunno_inverno,soleggiato,3,inverno
stivali,n,y,colorato,autunno_inverno,soleggiato,-1,inverno
stivaletto alla caviglia,n,y,scuro,inverno,pioggia,5,inverno
stivaletto alla caviglia,y,n,colorato,autunno,soleggiato,19,primavera
stivaletto alla caviglia,n,n,colorato,inverno,nuvoloso,12,inverno
stivaletto alla caviglia,n,n,colorato,autunno,pioggia,5,inverno
stivaletto alla caviglia,y,y,colorato,inverno,soleggiato,7,primavera
scarpe aperte,y,n,scuro,estate,soleggiato,23,autunno
scarpe aperte,y,n,colorato,estate,pioggia,15,autunno
stivaletto alla caviglia,n,y,scuro,inverno,pioggia,26,estate
stivali,n,y,colorato,inverno,neve,2,primavera
stivaletto alla caviglia,n,n,colorato,inverno,soleggiato,29,estate
stivaletto alla caviglia,y,n,Chiaro,autunno_inverno,pioggia,10,primavera
stivaletto alla caviglia,n,y,scuro,autunno_inverno,pioggia,13,inverno
stivaletto alla caviglia,n,y,scuro,inverno,pioggia,21,estate
scarpe con tacchi,n,n,colorato,inverno,pioggia,8,primavera
stivaletto alla caviglia,y,y,Chiaro,inverno,pioggia,21,autunno
stivaletto alla caviglia,n,n,colorato,autunno_inverno,pioggia,16,inverno
stivaletto alla caviglia,n,y,colorato,autunno,soleggiato,28,autunno
stivaletto alla caviglia,n,y,scuro,autunno_inverno,pioggia,9,autunno
stivaletto alla caviglia,n,y,scuro,inverno,soleggiato,8,primavera
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,pioggia,0,inverno
stivaletto alla caviglia,n,y,Chiaro,autunno,nuvoloso,15,primavera
stivaletto alla caviglia,n,y,colorato,autunno,soleggiato,6,autunno
stivaletto alla caviglia,n,n,colorato,autunno,soleggiato,13,estate
stivali,n,y,Chiaro,inverno,soleggiato,23,estate
scarpe aperte,n,n,Chiaro,estate,soleggiato,-2,inverno
stivaletto alla caviglia,y,n,colorato,inverno,pioggia,16,estate
scarpe con tacchi,n,n,colorato,inverno,pioggia,26,autunno
scarpe con tacchi,n,n,Chiaro,estate,pioggia,25,autunno
scarpa da ginnastica,y,n,scuro,all,soleggiato,5,inverno
stivaletto alla caviglia,y,n,colorato,autunno,pioggia,10,inverno
stivaletto alla caviglia,y,y,Chiaro,autunno_inverno,nuvoloso,15,autunno
scarpa da ginnastica,y,n,colorato,primavera_estate,pioggia,8,inverno
scarpe con tacchi,n,n,scuro,autunno_inverno,soleggiato,5,inverno
scarpe con tacchi,n,n,Chiaro,estate,soleggiato,12,autunno
stivaletto alla caviglia,y,y,Chiaro,inverno,pioggia,8,inverno
stivaletto alla caviglia,n,y,scuro,autunno_inverno,soleggiato,27,autunno
stivaletto alla caviglia,n,y,scuro,inverno,pioggia,8,inverno
stivaletto alla caviglia,n,n,colorato,inverno,pioggia,20,autunno
scarpa classica,n,y,scuro,all,soleggiato,27,estate
stivaletto alla caviglia,n,y,Chiaro,inverno,soleggiato,36,estate
stivaletto alla caviglia,n,y,scuro,inverno,soleggiato,18,primavera
scarpa da ginnastica,n,n,Chiaro,primavera_estate,soleggiato,35,autunno
scarpa da ginnastica,n,n,Chiaro,estate,pioggia,20,primavera
scarpa da ginnastica,n,n,Chiaro,estate,pioggia,12,autunno
stivaletto alla caviglia,n,n,Chiaro,autunno,nuvoloso,6,inverno
scarpa classica,n,n,scuro,all,soleggiato,18,autunno
stivaletto alla caviglia,n,y,Chiaro,autunno,soleggiato,23,primavera
scarpa da ginnastica,y,n,Chiaro,all,soleggiato,10,primavera
scarpa da ginnastica,y,n,colorato,estate,soleggiato,16,autunno
stivaletto alla caviglia,n,n,Chiaro,autunno_inverno,soleggiato,6,primavera
stivaletto alla caviglia,n,n,colorato,inverno,pioggia,2,inverno
scarpa da ginnastica,y,n,scuro,estate,soleggiato,29,estate
stivaletto alla caviglia,n,n,Chiaro,inverno,soleggiato,21,primavera
scarpa da ginnastica,y,y,Chiaro,estate,soleggiato,6,primavera
stivaletto alla caviglia,n,n,colorato,autunno,soleggiato,11,inverno
scarpa classica,n,y,scuro,inverno,pioggia,31,estate
stivaletto alla caviglia,n,n,scuro,autunno_inverno,soleggiato,35,estate
stivaletto alla caviglia,n,n,scuro,autunno,soleggiato,2,inverno
scarpe con tacchi,n,n,Chiaro,primavera_estate,pioggia,29,estate
stivaletto alla caviglia,n,y,Chiaro,inverno,soleggiato,12,primavera
scarpa da ginnastica,n,n,scuro,autunno_inverno,pioggia,14,inverno
scarpa da ginnastica,y,n,Chiaro,all,pioggia,23,estate
scarpa da ginnastica,y,n,Chiaro,primavera_estate,soleggiato,17,autunno
stivaletto alla caviglia,y,y,scuro,autunno,soleggiato,25,estate
scarpa da ginnastica,y,y,scuro,inverno,pioggia,15,autunno
scarpa da ginnastica,y,y,colorato,primavera_estate,neve,7,autunno
scarpa da ginnastica,y,y,scuro,all,pioggia,13,primavera
stivaletto alla caviglia,n,n,scuro,autunno_inverno,pioggia,6,inverno
scarpa classica,y,y,Chiaro,all,pioggia,3,inverno
scarpa da ginnastica,n,n,scuro,estate,pioggia,23,autunno
scarpa classica,y,y,scuro,primavera_estate,neve,-1,inverno
scarpa classica,y,y,colorato,inverno,soleggiato,6,primavera
scarpa classica,y,y,Chiaro,all,soleggiato,3,primavera
scarpe aperte,y,n,scuro,primavera_estate,pioggia,18,primavera
scarpa da ginnastica,n,y,scuro,primavera_estate,soleggiato,-2,primavera
scarpe con tacchi,n,n,Chiaro,autunno_inverno,pioggia,6,primavera
scarpa classica,n,n,scuro,inverno,pioggia,24,estate
scarpe aperte,y,n,Chiaro,estate,pioggia,27,estate
stivaletto alla caviglia,n,y,colorato,autunno_inverno,soleggiato,19,autunno
stivaletto alla caviglia,n,y,colorato,inverno,pioggia,3,inverno
stivaletto alla caviglia,n,n,Chiaro,autunno,neve,3,inverno
scarpe con tacchi,n,n,Chiaro,inverno,pioggia,7,inverno
scarpe con tacchi,n,n,colorato,primavera_estate,pioggia,27,estate
scarpe aperte,y,n,scuro,primavera_estate,soleggiato,31,estate
scarpe aperte,y,n,Chiaro,primavera_estate,soleggiato,9,inverno
scarpe aperte,y,n,scuro,primavera,pioggia,7,inverno
stivaletto alla caviglia,y,n,scuro,inverno,neve,-7,primavera
scarpa da ginnastica,y,n,scuro,inverno,soleggiato,22,primavera
scarpa classica,n,n,scuro,all,soleggiato,32,estate
scarpe aperte,y,n,Chiaro,primavera,soleggiato,10,inverno
scarpe aperte,y,n,colorato,primavera,soleggiato,11,primavera
scarpe aperte,y,n,scuro,primavera_estate,neve,-4,autunno
scarpa da ginnastica,y,n,Chiaro,autunno_inverno,soleggiato,24,primavera
scarpa da ginnastica,y,n,colorato,estate,soleggiato,32,estate
scarpa da ginnastica,y,y,Chiaro,all,soleggiato,30,estate
scarpe con tacchi,n,n,scuro,autunno_inverno,soleggiato,24,estate
stivaletto alla caviglia,n,n,Chiaro,autunno_inverno,pioggia,22,autunno
stivaletto alla caviglia,n,y,colorato,autunno,pioggia,13,inverno
scarpe aperte,y,n,scuro,primavera,soleggiato,3,inverno
scarpe aperte,y,n,scuro,primavera_estate,soleggiato,7,inverno
stivaletto alla caviglia,n,n,Chiaro,autunno_inverno,soleggiato,11,primavera
stivaletto alla caviglia,y,y,colorato,inverno,pioggia,8,inverno
stivaletto alla caviglia,y,y,Chiaro,autunno,pioggia,17,primavera
scarpa classica,n,y,Chiaro,autunno_inverno,pioggia,3,inverno
stivaletto alla caviglia,y,y,Chiaro,autunno,soleggiato,4,inverno
stivaletto alla caviglia,y,y,scuro,autunno_inverno,pioggia,24,autunno
scarpa da ginnastica,n,y,Chiaro,autunno_inverno,pioggia,8,inverno
stivaletto alla caviglia,n,n,colorato,autunno,soleggiato,11,primavera
scarpa classica,n,n,scuro,autunno_inverno,soleggiato,12,primavera
stivaletto alla caviglia,n,y,scuro,inverno,pioggia,12,autunno
scarpa da ginnastica,n,n,colorato,estate,soleggiato,33,estate
scarpa da ginnastica,n,n,colorato,autunno_inverno,pioggia,14,primavera
scarpe con tacchi,n,n,Chiaro,inverno,soleggiato,17,autunno
stivaletto alla caviglia,n,n,colorato,autunno_inverno,nuvoloso,24,autunno
stivaletto alla caviglia,n,n,scuro,inverno,neve,-1,primavera
stivaletto alla caviglia,n,n,Chiaro,autunno_inverno,pioggia,22,primavera
stivali,n,n,Chiaro,autunno_inverno,nuvoloso,12,primavera
stivaletto alla caviglia,n,n,colorato,autunno,soleggiato,-3,inverno
stivali,n,y,colorato,autunno_inverno,pioggia,29,estate
scarpe con tacchi,n,n,colorato,inverno,neve,-5,inverno
stivaletto alla caviglia,n,n,scuro,inverno,soleggiato,22,autunno
stivaletto alla caviglia,n,y,colorato,autunno,neve,13,autunno
stivaletto alla caviglia,n,y,scuro,inverno,pioggia,32,estate
stivaletto alla caviglia,n,y,scuro,inverno,pioggia,7,inverno
stivaletto alla caviglia,n,y,colorato,autunno_inverno,pioggia,7,primavera
scarpe con tacchi,y,n,scuro,estate,pioggia,27,estate
scarpe aperte,y,n,scuro,estate,pioggia,18,autunno
scarpa da ginnastica,n,n,scuro,all,nuvoloso,11,primavera
scarpa da ginnastica,n,n,Chiaro,autunno_inverno,nuvoloso,23,autunno
stivaletto alla caviglia,n,n,scuro,autunno_inverno,pioggia,25,estate
scarpe con tacchi,y,n,colorato,inverno,pioggia,19,estate
scarpa classica,n,n,colorato,autunno_inverno,soleggiato,0,primavera
stivaletto alla caviglia,n,n,Chiaro,autunno,nuvoloso,0,inverno
scarpa classica,n,n,scuro,inverno,soleggiato,7,inverno
scarpa classica,n,n,Chiaro,all,soleggiato,2,inverno
stivaletto alla caviglia,y,y,Chiaro,autunno,soleggiato,24,primavera
stivaletto alla caviglia,y,y,scuro,inverno,soleggiato,7,primavera
scarpa da ginnastica,y,y,Chiaro,all,soleggiato,16,autunno
stivaletto alla caviglia,n,y,scuro,autunno_inverno,pioggia,2,inverno
scarpe aperte,y,n,colorato,primavera,pioggia,22,primavera
scarpa classica,n,n,scuro,inverno,pioggia,1,primavera
scarpe aperte,n,n,colorato,estate,soleggiato,25,estate
scarpe aperte,n,n,colorato,primavera,soleggiato,2,primavera
scarpa classica,n,y,colorato,inverno,nuvoloso,13,primavera
scarpe con tacchi,n,n,colorato,autunno_inverno,soleggiato,6,primavera
scarpe con tacchi,n,n,scuro,primavera_estate,soleggiato,19,primavera
scarpa da ginnastica,n,y,colorato,all,soleggiato,17,autunno
stivaletto alla caviglia,n,y,scuro,inverno,pioggia,27,autunno
scarpa da ginnastica,n,y,colorato,all,soleggiato,27,estate
scarpa classica,n,y,scuro,inverno,nuvoloso,33,estate
scarpa da ginnastica,y,n,Chiaro,primavera_estate,soleggiato,31,estate
stivaletto alla caviglia,n,y,colorato,inverno,pioggia,12,primavera
scarpe aperte,y,n,Chiaro,primavera_estate,soleggiato,9,primavera
scarpa da ginnastica,n,y,Chiaro,inverno,soleggiato,26,estate
scarpa da ginnastica,n,y,Chiaro,all,soleggiato,8,primavera
stivaletto alla caviglia,n,y,colorato,inverno,soleggiato,29,estate
scarpa da ginnastica,y,n,colorato,autunno_inverno,pioggia,6,primavera
scarpa da ginnastica,n,n,Chiaro,primavera_estate,pioggia,18,estate
stivaletto alla caviglia,n,n,colorato,autunno_inverno,pioggia,9,autunno
scarpa da ginnastica,n,n,Chiaro,inverno,soleggiato,-3,inverno
scarpa da ginnastica,n,y,colorato,autunno_inverno,pioggia,15,primavera
scarpe con tacchi,n,n,colorato,inverno,soleggiato,6,inverno
stivali,n,n,colorato,inverno,soleggiato,-5,inverno
stivaletto alla caviglia,n,n,colorato,autunno_inverno,nuvoloso,7,inverno
stivaletto alla caviglia,y,n,Chiaro,autunno,pioggia,5,autunno
scarpa classica,n,y,colorato,all,soleggiato,4,autunno
scarpa classica,n,y,Chiaro,inverno,soleggiato,26,estate
stivaletto alla caviglia,n,y,scuro,inverno,soleggiato,6,autunno
scarpa da ginnastica,y,y,colorato,all,soleggiato,21,autunno
scarpa da ginnastica,n,y,colorato,estate,nuvoloso,7,primavera
scarpe aperte,y,n,colorato,estate,pioggia,-4,inverno
