time,Meteo,TemperaturaPercepita,StagionePrevisione,Mese
2022-06-20,soleggiato,31,estate,giugno
2022-08-26,soleggiato,29,estate,agosto
2022-11-26,soleggiato,4,autunno,novembre
2022-04-04,pioggia,6,primavera,aprile
2022-03-25,soleggiato,5,primavera,marzo
2022-09-20,pioggia,22,autunno,settembre
2022-04-04,pioggia,9,primavera,aprile
2022-11-12,pioggia,18,autunno,novembre
2022-04-23,pioggia,12,primavera,aprile
2022-12-04,pioggia,12,inverno,dicembre
2022-06-16,soleggiato,30,estate,giugno
2022-04-16,pioggia,13,primavera,aprile
2022-10-24,soleggiato,20,autunno,ottobre
2022-03-07,soleggiato,1,primavera,marzo
2022-10-18,soleggiato,18,autunno,ottobre
2022-02-24,soleggiato,6,inverno,febbraio
2022-05-03,pioggia,13,primavera,maggio
2022-04-13,soleggiato,12,primavera,aprile
2022-08-22,pioggia,30,estate,agosto
2022-12-14,soleggiato,-8,inverno,dicembre
2022-11-03,pioggia,17,autunno,novembre
2022-04-20,soleggiato,10,primavera,aprile
2022-02-09,soleggiato,4,inverno,febbraio
2022-01-12,pioggia,7,inverno,gennaio
2022-12-18,soleggiato,11,inverno,dicembre
2022-07-05,pioggia,26,estate,luglio
2022-01-18,soleggiato,2,inverno,gennaio
2022-02-23,soleggiato,6,inverno,febbraio
2022-09-30,pioggia,17,autunno,settembre
2022-07-14,soleggiato,29,estate,luglio
2022-01-05,neve,4,inverno,gennaio
2022-11-28,pioggia,7,autunno,novembre
2022-08-10,soleggiato,28,estate,agosto
2022-08-12,pioggia,19,estate,agosto
2022-09-22,soleggiato,15,autunno,settembre
2022-03-31,pioggia,10,primavera,marzo
2022-04-04,neve,4,primavera,aprile
2022-05-11,pioggia,17,primavera,maggio
2022-12-09,neve,2,inverno,dicembre
2022-06-28,pioggia,30,estate,giugno
2022-07-25,soleggiato,34,estate,luglio
2022-11-12,pioggia,13,autunno,novembre
2022-06-05,pioggia,28,estate,giugno
2022-02-06,nuvoloso,3,inverno,febbraio
2022-07-24,soleggiato,31,estate,luglio
2022-12-12,nuvoloso,-2,inverno,dicembre
2022-12-19,nuvoloso,2,inverno,dicembre
2022-05-31,pioggia,22,primavera,maggio
2022-05-18,pioggia,23,primavera,maggio
2022-11-27,soleggiato,-7,autunno,novembre
2022-06-28,pioggia,26,estate,giugno
2022-02-13,neve,-1,inverno,febbraio
2022-04-21,neve,1,primavera,aprile
2022-11-05,soleggiato,12,autunno,novembre
2022-11-02,pioggia,15,autunno,novembre
2022-10-22,pioggia,20,autunno,ottobre
2022-09-15,pioggia,26,autunno,settembre
2022-11-22,pioggia,10,autunno,novembre
2022-08-20,pioggia,27,estate,agosto
2022-08-06,pioggia,34,estate,agosto
2022-11-23,pioggia,8,autunno,novembre
2022-02-21,pioggia,7,inverno,febbraio
2022-02-22,pioggia,6,inverno,febbraio
2022-06-14,pioggia,23,estate,giugno
2022-10-14,pioggia,22,autunno,ottobre
2022-02-08,soleggiato,3,inverno,febbraio
2022-07-05,pioggia,26,estate,luglio
2022-11-12,nuvoloso,11,autunno,novembre
2022-03-17,nuvoloso,9,primavera,marzo
2022-04-11,nuvoloso,5,primavera,aprile
2022-08-23,pioggia,18,estate,agosto
2022-07-14,soleggiato,30,estate,luglio
2022-11-29,pioggia,4,autunno,novembre
2022-10-07,soleggiato,20,autunno,ottobre
2022-01-08,soleggiato,0,inverno,gennaio
2022-06-01,soleggiato,22,estate,giugno
2022-09-08,nuvoloso,27,autunno,settembre
2022-04-22,pioggia,8,primavera,aprile
2022-10-30,soleggiato,15,autunno,ottobre
2022-12-07,pioggia,11,inverno,dicembre
2022-07-11,pioggia,28,estate,luglio
2022-09-20,soleggiato,14,autunno,settembre
2022-05-15,pioggia,19,primavera,maggio
2022-01-01,soleggiato,3,inverno,gennaio
2022-05-23,pioggia,25,primavera,maggio
2022-11-11,nuvoloso,20,autunno,novembre
2022-06-27,pioggia,25,estate,giugno
2022-09-02,soleggiato,26,autunno,settembre
2022-07-11,soleggiato,30,estate,luglio
2022-10-20,soleggiato,18,autunno,ottobre
2022-11-19,pioggia,16,autunno,novembre
2022-07-29,pioggia,18,estate,luglio
2022-07-03,soleggiato,30,estate,luglio
2022-06-19,soleggiato,27,estate,giugno
2022-10-07,pioggia,19,autunno,ottobre
2022-06-07,soleggiato,30,estate,giugno
2022-03-25,soleggiato,11,primavera,marzo
2022-02-27,soleggiato,2,inverno,febbraio
2022-10-16,soleggiato,19,autunno,ottobre
2022-08-02,pioggia,29,estate,agosto
2022-01-08,nuvoloso,-1,inverno,gennaio
2022-04-21,pioggia,6,primavera,aprile
2022-09-18,soleggiato,12,autunno,settembre
2022-05-21,soleggiato,26,primavera,maggio
2022-07-23,pioggia,32,estate,luglio
2022-04-01,pioggia,8,primavera,aprile
2022-01-25,soleggiato,3,inverno,gennaio
2022-03-28,pioggia,10,primavera,marzo
2022-07-01,pioggia,24,estate,luglio
2022-04-18,soleggiato,8,primavera,aprile
2022-03-08,soleggiato,2,primavera,marzo
2022-12-04,pioggia,10,inverno,dicembre
2022-08-06,soleggiato,26,estate,agosto
2022-02-07,pioggia,1,inverno,febbraio
2022-09-30,pioggia,21,autunno,settembre
2022-11-26,pioggia,8,autunno,novembre
2022-01-14,soleggiato,2,inverno,gennaio
2022-05-24,pioggia,26,primavera,maggio
2022-12-25,soleggiato,7,inverno,dicembre
2022-11-22,pioggia,6,autunno,novembre
2022-03-11,neve,-4,primavera,marzo
2022-10-22,nuvoloso,20,autunno,ottobre
2022-05-03,soleggiato,17,primavera,maggio
2022-02-09,soleggiato,8,inverno,febbraio
2022-09-24,pioggia,18,autunno,settembre
2022-07-19,soleggiato,30,estate,luglio
2022-02-15,pioggia,9,inverno,febbraio
2022-03-28,pioggia,10,primavera,marzo
2022-07-09,soleggiato,24,estate,luglio
2022-06-15,soleggiato,28,estate,giugno
2022-03-31,pioggia,16,primavera,marzo
2022-05-01,soleggiato,15,primavera,maggio
2022-05-27,nuvoloso,28,primavera,maggio
2022-12-06,nuvoloso,13,inverno,dicembre
2022-12-23,neve,8,inverno,dicembre
2022-06-23,pioggia,26,estate,giugno
2022-10-27,soleggiato,17,autunno,ottobre
2022-05-05,pioggia,17,primavera,maggio
2022-03-18,soleggiato,7,primavera,marzo
2022-02-05,pioggia,10,inverno,febbraio
2022-09-14,soleggiato,26,autunno,settembre
2022-08-10,pioggia,27,estate,agosto
2022-06-21,soleggiato,22,estate,giugno
2022-02-23,soleggiato,8,inverno,febbraio
2022-11-04,pioggia,16,autunno,novembre
2022-05-31,soleggiato,24,primavera,maggio
2022-09-22,soleggiato,14,autunno,settembre
2022-04-27,soleggiato,15,primavera,aprile
2022-01-16,soleggiato,5,inverno,gennaio
2022-07-04,pioggia,30,estate,luglio
2022-08-17,soleggiato,31,estate,agosto
2022-09-12,soleggiato,24,autunno,settembre
2022-12-19,soleggiato,8,inverno,dicembre
2022-06-16,pioggia,27,estate,giugno
2022-04-25,neve,2,primavera,aprile
2022-01-13,soleggiato,1,inverno,gennaio
2022-04-30,pioggia,10,primavera,aprile
2022-03-31,pioggia,10,primavera,marzo
2022-07-10,soleggiato,24,estate,luglio
2022-09-07,pioggia,21,autunno,settembre
2022-01-20,pioggia,1,inverno,gennaio
2022-02-28,pioggia,3,inverno,febbraio
2022-07-05,soleggiato,31,estate,luglio
2022-07-07,pioggia,27,estate,luglio
2022-11-29,pioggia,3,autunno,novembre
2022-05-18,soleggiato,25,primavera,maggio
2022-08-07,pioggia,28,estate,agosto
2022-01-27,nuvoloso,1,inverno,gennaio
2022-02-22,soleggiato,7,inverno,febbraio
2022-02-20,pioggia,13,inverno,febbraio
2022-08-19,pioggia,25,estate,agosto
2022-05-15,nuvoloso,20,primavera,maggio
2022-06-14,soleggiato,28,estate,giugno
2022-09-11,pioggia,20,autunno,settembre
2022-02-20,pioggia,10,inverno,febbraio
2022-02-20,pioggia,7,inverno,febbraio
2022-06-17,soleggiato,30,estate,giugno
2022-04-02,pioggia,4,primavera,aprile
2022-07-19,soleggiato,29,estate,luglio
2022-09-26,pioggia,21,autunno,settembre
2022-02-14,pioggia,8,inverno,febbraio
2022-09-07,pioggia,34,autunno,settembre
2022-10-05,nuvoloso,20,autunno,ottobre
2022-10-05,soleggiato,19,autunno,ottobre
2022-09-20,pioggia,12,autunno,settembre
2022-05-08,pioggia,18,primavera,maggio
2022-04-22,pioggia,12,primavera,aprile
2022-06-29,pioggia,28,estate,giugno
2022-07-04,pioggia,32,estate,luglio
2022-09-05,soleggiato,27,autunno,settembre
2022-05-24,pioggia,24,primavera,maggio
2022-09-02,soleggiato,31,autunno,settembre
2022-08-26,pioggia,29,estate,agosto
2022-07-12,pioggia,28,estate,luglio
2022-06-09,pioggia,23,estate,giugno
2022-03-17,nuvoloso,13,primavera,marzo
2022-09-20,soleggiato,15,autunno,settembre
2022-10-28,soleggiato,17,autunno,ottobre
2022-09-28,pioggia,18,autunno,settembre
2022-08-25,soleggiato,27,estate,agosto
2022-02-01,soleggiato,4,inverno,febbraio
2022-04-26,pioggia,12,primavera,aprile
2022-10-28,soleggiato,18,autunno,ottobre
2022-01-13,soleggiato,0,inverno,gennaio
2022-03-09,soleggiato,1,primavera,marzo
2022-02-23,soleggiato,5,inverno,febbraio
2022-04-13,nuvoloso,12,primavera,aprile
2022-04-09,pioggia,10,primavera,aprile
2022-10-14,nuvoloso,16,autunno,ottobre
2022-03-11,soleggiato,4,primavera,marzo
2022-01-27,soleggiato,6,inverno,gennaio
2022-03-21,pioggia,5,primavera,marzo
2022-08-31,pioggia,25,estate,agosto
2022-06-23,pioggia,25,estate,giugno
2022-02-21,neve,3,inverno,febbraio
2022-07-11,soleggiato,18,estate,luglio
2022-10-26,pioggia,16,autunno,ottobre
2022-02-06,nuvoloso,11,inverno,febbraio
2022-05-28,pioggia,23,primavera,maggio
2022-02-19,pioggia,7,inverno,febbraio
2022-05-01,soleggiato,14,primavera,maggio
2022-10-24,pioggia,21,autunno,ottobre
2022-01-12,soleggiato,-3,inverno,gennaio
2022-02-09,soleggiato,6,inverno,febbraio
2022-04-06,pioggia,11,primavera,aprile
2022-07-17,pioggia,19,estate,luglio
2022-06-27,pioggia,30,estate,giugno
2022-05-01,pioggia,11,primavera,maggio
2022-10-29,nuvoloso,23,autunno,ottobre
2022-11-24,soleggiato,-5,autunno,novembre
2022-08-03,soleggiato,30,estate,agosto
2022-05-28,pioggia,26,primavera,maggio
2022-06-15,soleggiato,28,estate,giugno
2022-07-28,pioggia,30,estate,luglio
2022-05-25,pioggia,23,primavera,maggio
2022-12-02,pioggia,8,inverno,dicembre
2022-11-30,pioggia,9,autunno,novembre
2022-07-06,soleggiato,35,estate,luglio
2022-04-01,pioggia,12,primavera,aprile
2022-07-19,soleggiato,30,estate,luglio
2022-01-09,neve,-2,inverno,gennaio
2022-03-19,pioggia,11,primavera,marzo
2022-08-26,soleggiato,29,estate,agosto
2022-03-10,soleggiato,6,primavera,marzo
2022-04-19,pioggia,8,primavera,aprile
2022-03-21,soleggiato,4,primavera,marzo
2022-07-18,soleggiato,30,estate,luglio
2022-09-20,nuvoloso,15,autunno,settembre
2022-09-30,pioggia,14,autunno,settembre
2022-04-06,nuvoloso,7,primavera,aprile
2022-03-10,soleggiato,5,primavera,marzo
2022-05-27,soleggiato,28,primavera,maggio
2022-05-28,pioggia,24,primavera,maggio
2022-09-05,soleggiato,27,autunno,settembre
2022-12-13,pioggia,7,inverno,dicembre
2022-02-28,neve,0,inverno,febbraio
2022-10-02,soleggiato,18,autunno,ottobre
2022-04-03,pioggia,7,primavera,aprile
2022-12-07,neve,-3,inverno,dicembre
2022-02-22,pioggia,5,inverno,febbraio
2022-03-02,soleggiato,2,primavera,marzo
2022-04-18,soleggiato,10,primavera,aprile
2022-01-24,soleggiato,2,inverno,gennaio
2022-12-22,pioggia,11,inverno,dicembre
2022-12-14,pioggia,10,inverno,dicembre
2022-08-08,pioggia,30,estate,agosto
2022-09-14,pioggia,25,autunno,settembre
2022-03-02,soleggiato,3,primavera,marzo
2022-02-19,pioggia,11,inverno,febbraio
2022-09-17,pioggia,15,autunno,settembre
2022-01-05,soleggiato,12,inverno,gennaio
2022-11-08,nuvoloso,11,autunno,novembre
2022-01-15,soleggiato,6,inverno,gennaio
2022-10-25,pioggia,16,autunno,ottobre
2022-02-03,pioggia,-2,inverno,febbraio
2022-05-30,nuvoloso,16,primavera,maggio
2022-03-03,nuvoloso,4,primavera,marzo
2022-03-08,nuvoloso,1,primavera,marzo
2022-06-14,pioggia,27,estate,giugno
2022-03-05,pioggia,9,primavera,marzo
2022-12-19,nuvoloso,13,inverno,dicembre
2022-03-18,pioggia,0,primavera,marzo
2022-10-07,soleggiato,19,autunno,ottobre
2022-04-11,soleggiato,3,primavera,aprile
2022-04-18,soleggiato,11,primavera,aprile
2022-02-04,soleggiato,6,inverno,febbraio
2022-01-11,soleggiato,2,inverno,gennaio
2022-04-13,soleggiato,10,primavera,aprile
2022-03-01,neve,-6,primavera,marzo
2022-08-31,pioggia,30,estate,agosto
2022-04-16,pioggia,11,primavera,aprile
2022-05-16,pioggia,18,primavera,maggio
2022-12-20,nuvoloso,8,inverno,dicembre
2022-08-27,pioggia,17,estate,agosto
2022-03-12,nuvoloso,-3,primavera,marzo
2022-09-26,pioggia,15,autunno,settembre
2022-11-21,neve,3,autunno,novembre
2022-03-29,nuvoloso,11,primavera,marzo
2022-03-10,soleggiato,4,primavera,marzo
2022-05-20,soleggiato,22,primavera,maggio
2022-06-27,pioggia,21,estate,giugno
2022-07-18,pioggia,19,estate,luglio
2022-01-03,pioggia,10,inverno,gennaio
2022-05-16,pioggia,18,primavera,maggio
2022-11-09,pioggia,8,autunno,novembre
2022-01-30,soleggiato,5,inverno,gennaio
2022-07-14,soleggiato,19,estate,luglio
2022-08-03,pioggia,23,estate,agosto
2022-01-13,soleggiato,2,inverno,gennaio
2022-06-18,soleggiato,28,estate,giugno
2022-10-17,soleggiato,21,autunno,ottobre
2022-12-07,nuvoloso,2,inverno,dicembre
2022-09-07,pioggia,28,autunno,settembre
2022-03-12,pioggia,8,primavera,marzo
2022-07-12,soleggiato,27,estate,luglio
2022-08-13,pioggia,32,estate,agosto
2022-05-29,pioggia,17,primavera,maggio
2022-11-06,pioggia,15,autunno,novembre
2022-11-23,pioggia,5,autunno,novembre
2022-08-26,pioggia,23,estate,agosto
2022-10-12,nuvoloso,18,autunno,ottobre
2022-01-24,nuvoloso,0,inverno,gennaio
2022-05-13,soleggiato,21,primavera,maggio
2022-10-16,soleggiato,19,autunno,ottobre
2022-05-06,pioggia,10,primavera,maggio
2022-03-24,soleggiato,10,primavera,marzo
2022-02-25,soleggiato,2,inverno,febbraio
2022-10-01,pioggia,16,autunno,ottobre
2022-12-16,pioggia,4,inverno,dicembre
2022-10-22,nuvoloso,21,autunno,ottobre
2022-03-09,soleggiato,2,primavera,marzo
2022-11-01,nuvoloso,15,autunno,novembre
2022-02-04,nuvoloso,8,inverno,febbraio
2022-04-04,pioggia,12,primavera,aprile
2022-11-13,pioggia,4,autunno,novembre
2022-11-10,soleggiato,16,autunno,novembre
2022-06-09,soleggiato,16,estate,giugno
2022-06-16,pioggia,29,estate,giugno
2022-11-28,pioggia,1,autunno,novembre
2022-09-17,pioggia,4,autunno,settembre
2022-02-03,soleggiato,5,inverno,febbraio
2022-08-06,soleggiato,31,estate,agosto
2022-04-10,pioggia,7,primavera,aprile
2022-09-11,soleggiato,26,autunno,settembre
2022-07-17,soleggiato,34,estate,luglio
2022-11-28,nuvoloso,4,autunno,novembre
2022-03-07,soleggiato,2,primavera,marzo
2022-08-26,pioggia,23,estate,agosto
2022-09-13,soleggiato,30,autunno,settembre
2022-06-09,pioggia,20,estate,giugno
2022-10-30,soleggiato,17,autunno,ottobre
2022-05-16,soleggiato,22,primavera,maggio
2022-06-26,soleggiato,31,estate,giugno
2022-02-28,nuvoloso,5,inverno,febbraio
2022-02-21,pioggia,11,inverno,febbraio
2022-08-02,soleggiato,33,estate,agosto
2022-01-18,soleggiato,3,inverno,gennaio
2022-08-09,pioggia,30,estate,agosto
2022-01-20,pioggia,9,inverno,gennaio
2022-04-24,pioggia,12,primavera,aprile
2022-04-07,pioggia,3,primavera,aprile
2022-08-22,soleggiato,27,estate,agosto
2022-06-29,soleggiato,29,estate,giugno
2022-02-16,pioggia,-4,inverno,febbraio
2022-12-18,nuvoloso,11,inverno,dicembre
2022-10-15,pioggia,22,autunno,ottobre
2022-05-18,soleggiato,22,primavera,maggio
2022-03-22,soleggiato,5,primavera,marzo
2022-01-05,pioggia,12,inverno,gennaio
2022-05-30,nuvoloso,16,primavera,maggio
2022-11-09,pioggia,13,autunno,novembre
2022-07-04,soleggiato,32,estate,luglio
2022-11-01,pioggia,15,autunno,novembre
2022-05-08,pioggia,15,primavera,maggio
2022-05-22,pioggia,15,primavera,maggio
2022-06-30,pioggia,24,estate,giugno
2022-03-04,pioggia,7,primavera,marzo
2022-01-24,pioggia,6,inverno,gennaio
2022-12-05,neve,-2,inverno,dicembre
2022-08-02,soleggiato,30,estate,agosto
2022-08-07,pioggia,27,estate,agosto
2022-06-26,soleggiato,30,estate,giugno
2022-12-24,pioggia,14,inverno,dicembre
2022-02-10,soleggiato,9,inverno,febbraio
2022-06-15,pioggia,16,estate,giugno
2022-03-30,pioggia,5,primavera,marzo
2022-05-31,pioggia,20,primavera,maggio
2022-05-17,pioggia,18,primavera,maggio
2022-05-29,soleggiato,25,primavera,maggio
2022-02-11,nuvoloso,5,inverno,febbraio
2022-04-30,soleggiato,15,primavera,aprile
2022-06-07,soleggiato,28,estate,giugno
2022-12-19,soleggiato,9,inverno,dicembre
2022-08-05,soleggiato,32,estate,agosto
2022-07-25,soleggiato,31,estate,luglio
2022-10-01,pioggia,15,autunno,ottobre
2022-11-03,neve,10,autunno,novembre
2022-06-11,pioggia,18,estate,giugno
2022-06-19,soleggiato,27,estate,giugno
2022-08-28,pioggia,27,estate,agosto
2022-11-01,nuvoloso,19,autunno,novembre
2022-09-26,nuvoloso,13,autunno,settembre
2022-11-30,pioggia,12,autunno,novembre
2022-07-18,soleggiato,32,estate,luglio
2022-11-12,nuvoloso,13,autunno,novembre
2022-08-04,soleggiato,32,estate,agosto
2022-09-18,soleggiato,17,autunno,settembre
2022-11-15,soleggiato,18,autunno,novembre
2022-12-21,nuvoloso,8,inverno,dicembre
2022-01-24,nuvoloso,1,inverno,gennaio
2022-05-04,neve,12,primavera,maggio
2022-05-07,pioggia,14,primavera,maggio
2022-08-19,pioggia,28,estate,agosto
2022-03-14,nuvoloso,7,primavera,marzo
2022-08-03,soleggiato,30,estate,agosto
2022-07-05,pioggia,29,estate,luglio
2022-07-27,pioggia,30,estate,luglio
2022-01-25,soleggiato,0,inverno,gennaio
2022-04-23,nuvoloso,13,primavera,aprile
2022-02-18,pioggia,8,inverno,febbraio
2022-03-01,soleggiato,0,primavera,marzo
2022-03-29,nuvoloso,15,primavera,marzo
2022-08-07,pioggia,17,estate,agosto
2022-06-10,soleggiato,23,estate,giugno
2022-01-20,pioggia,6,inverno,gennaio
2022-07-23,pioggia,27,estate,luglio
2022-04-12,soleggiato,10,primavera,aprile
2022-06-07,soleggiato,25,estate,giugno
2022-03-03,pioggia,4,primavera,marzo
2022-06-28,pioggia,31,estate,giugno
2022-12-06,nuvoloso,5,inverno,dicembre
2022-09-29,pioggia,20,autunno,settembre
2022-01-23,soleggiato,0,inverno,gennaio
2022-09-05,pioggia,16,autunno,settembre
2022-12-11,pioggia,4,inverno,dicembre
2022-09-21,pioggia,15,autunno,settembre
2022-12-12,nuvoloso,3,inverno,dicembre
2022-06-28,soleggiato,30,estate,giugno
2022-03-08,nuvoloso,1,primavera,marzo
2022-05-15,pioggia,21,primavera,maggio
2022-10-15,soleggiato,19,autunno,ottobre
2022-07-08,soleggiato,26,estate,luglio
2022-11-15,pioggia,15,autunno,novembre
2022-12-16,pioggia,20,inverno,dicembre
2022-08-21,soleggiato,21,estate,agosto
2022-07-14,soleggiato,24,estate,luglio
2022-06-15,soleggiato,26,estate,giugno
2022-08-08,soleggiato,27,estate,agosto
2022-04-09,pioggia,12,primavera,aprile
2022-01-04,pioggia,5,inverno,gennaio
2022-12-24,pioggia,14,inverno,dicembre
2022-11-03,soleggiato,17,autunno,novembre
2022-06-24,soleggiato,33,estate,giugno
2022-01-12,soleggiato,1,inverno,gennaio
2022-05-01,pioggia,15,primavera,maggio
2022-03-22,soleggiato,4,primavera,marzo
2022-04-26,nuvoloso,10,primavera,aprile
2022-03-20,pioggia,5,primavera,marzo
2022-11-05,pioggia,14,autunno,novembre
2022-01-21,pioggia,0,inverno,gennaio
2022-07-03,pioggia,26,estate,luglio
2022-08-01,soleggiato,30,estate,agosto
2022-03-04,neve,-5,primavera,marzo
2022-08-24,pioggia,25,estate,agosto
2022-03-24,soleggiato,7,primavera,marzo
2022-06-25,soleggiato,23,estate,giugno
2022-03-05,neve,-8,primavera,marzo
2022-11-24,nuvoloso,12,autunno,novembre
2022-01-08,soleggiato,-3,inverno,gennaio
2022-06-27,soleggiato,32,estate,giugno
2022-07-13,soleggiato,28,estate,luglio
2022-12-20,soleggiato,0,inverno,dicembre
2022-07-31,soleggiato,31,estate,luglio
2022-03-15,soleggiato,9,primavera,marzo
2022-06-13,soleggiato,19,estate,giugno
2022-09-10,pioggia,24,autunno,settembre
2022-01-06,neve,2,inverno,gennaio
2022-01-03,nuvoloso,4,inverno,gennaio
2022-05-20,soleggiato,22,primavera,maggio
2022-07-26,pioggia,33,estate,luglio
2022-05-25,pioggia,19,primavera,maggio
2022-08-16,pioggia,30,estate,agosto
2022-02-19,nuvoloso,11,inverno,febbraio
2022-06-02,soleggiato,26,estate,giugno
2022-03-07,neve,-2,primavera,marzo
2022-07-30,soleggiato,32,estate,luglio
2022-12-19,nuvoloso,-5,inverno,dicembre
2022-06-20,soleggiato,20,estate,giugno
2022-04-15,nuvoloso,19,primavera,aprile
2022-01-14,soleggiato,2,inverno,gennaio
2022-08-07,pioggia,32,estate,agosto
2022-11-08,pioggia,8,autunno,novembre
2022-08-08,pioggia,33,estate,agosto
2022-03-27,soleggiato,8,primavera,marzo
2022-06-19,soleggiato,27,estate,giugno
2022-07-22,soleggiato,29,estate,luglio
2022-01-15,soleggiato,3,inverno,gennaio
2022-01-13,soleggiato,1,inverno,gennaio
2022-11-30,pioggia,3,autunno,novembre
2022-10-30,soleggiato,18,autunno,ottobre
2022-01-27,soleggiato,5,inverno,gennaio
2022-11-21,pioggia,7,autunno,novembre
2022-11-18,pioggia,14,autunno,novembre
2022-10-09,pioggia,18,autunno,ottobre
2022-08-15,pioggia,28,estate,agosto
2022-07-31,soleggiato,27,estate,luglio
2022-08-29,pioggia,16,estate,agosto
2022-09-23,soleggiato,17,autunno,settembre
2022-07-08,soleggiato,25,estate,luglio
2022-04-01,pioggia,8,primavera,aprile
2022-06-26,soleggiato,33,estate,giugno
2022-12-11,pioggia,1,inverno,dicembre
2022-06-25,soleggiato,28,estate,giugno
2022-08-15,soleggiato,26,estate,agosto
2022-08-13,soleggiato,24,estate,agosto
2022-05-15,pioggia,23,primavera,maggio
2022-10-24,pioggia,22,autunno,ottobre
2022-07-21,soleggiato,32,estate,luglio
2022-06-21,pioggia,32,estate,giugno
2022-11-16,pioggia,15,autunno,novembre
2022-01-29,soleggiato,2,inverno,gennaio
2022-09-18,soleggiato,18,autunno,settembre
2022-11-13,pioggia,11,autunno,novembre
2022-03-06,pioggia,3,primavera,marzo
2022-04-24,pioggia,13,primavera,aprile
2022-02-25,pioggia,8,inverno,febbraio
2022-05-17,soleggiato,23,primavera,maggio
2022-02-12,nuvoloso,9,inverno,febbraio
2022-11-05,soleggiato,6,autunno,novembre
2022-12-01,pioggia,5,inverno,dicembre
2022-01-13,soleggiato,-1,inverno,gennaio
2022-11-30,nuvoloso,7,autunno,novembre
2022-03-14,nuvoloso,7,primavera,marzo
2022-09-27,pioggia,26,autunno,settembre
2022-03-21,nuvoloso,4,primavera,marzo
2022-01-12,soleggiato,0,inverno,gennaio
2022-10-19,soleggiato,19,autunno,ottobre
2022-07-11,soleggiato,25,estate,luglio
2022-05-01,pioggia,18,primavera,maggio
2022-07-03,soleggiato,33,estate,luglio
2022-02-17,soleggiato,7,inverno,febbraio
2022-08-16,pioggia,28,estate,agosto
2022-10-23,pioggia,17,autunno,ottobre
2022-09-01,pioggia,24,autunno,settembre
2022-10-09,pioggia,19,autunno,ottobre
2022-03-23,soleggiato,9,primavera,marzo
2022-10-31,soleggiato,19,autunno,ottobre
2022-08-06,pioggia,31,estate,agosto
2022-09-11,soleggiato,22,autunno,settembre
2022-10-17,soleggiato,16,autunno,ottobre
2022-05-22,nuvoloso,22,primavera,maggio
2022-09-06,soleggiato,22,autunno,settembre
2022-11-14,pioggia,11,autunno,novembre
2022-12-05,pioggia,12,inverno,dicembre
2022-06-25,nuvoloso,19,estate,giugno
2022-03-07,pioggia,8,primavera,marzo
2022-10-06,soleggiato,21,autunno,ottobre
2022-02-17,pioggia,4,inverno,febbraio
2022-02-24,soleggiato,7,inverno,febbraio
2022-11-20,pioggia,5,autunno,novembre
2022-09-10,pioggia,19,autunno,settembre
2022-04-15,nuvoloso,9,primavera,aprile
2022-02-15,pioggia,10,inverno,febbraio
2022-04-23,pioggia,13,primavera,aprile
2022-03-27,pioggia,11,primavera,marzo
2022-12-11,pioggia,14,inverno,dicembre
2022-10-08,soleggiato,17,autunno,ottobre
2022-12-04,pioggia,6,inverno,dicembre
2022-06-25,soleggiato,29,estate,giugno
2022-06-01,pioggia,20,estate,giugno
2022-01-19,soleggiato,6,inverno,gennaio
2022-02-04,soleggiato,1,inverno,febbraio
2022-08-13,pioggia,19,estate,agosto
2022-02-13,pioggia,8,inverno,febbraio
2022-01-09,pioggia,4,inverno,gennaio
2022-06-11,soleggiato,23,estate,giugno
2022-06-28,pioggia,29,estate,giugno
2022-05-06,neve,12,primavera,maggio
2022-02-17,nuvoloso,11,inverno,febbraio
2022-08-02,soleggiato,22,estate,agosto
2022-03-09,soleggiato,-1,primavera,marzo
2022-08-30,pioggia,27,estate,agosto
2022-12-25,nuvoloso,14,inverno,dicembre
2022-06-24,pioggia,24,estate,giugno
2022-09-30,neve,11,autunno,settembre
2022-06-14,pioggia,25,estate,giugno
2022-11-17,pioggia,9,autunno,novembre
2022-12-03,neve,-2,inverno,dicembre
2022-05-21,pioggia,15,primavera,maggio
2022-10-01,pioggia,9,autunno,ottobre
2022-07-09,pioggia,13,estate,luglio
2022-11-21,pioggia,4,autunno,novembre
2022-11-07,pioggia,3,autunno,novembre
2022-08-03,soleggiato,28,estate,agosto
2022-03-28,soleggiato,11,primavera,marzo
2022-05-04,nuvoloso,15,primavera,maggio
2022-07-08,pioggia,32,estate,luglio
2022-05-12,nuvoloso,18,primavera,maggio
2022-06-06,soleggiato,28,estate,giugno
2022-05-10,soleggiato,20,primavera,maggio
2022-02-22,pioggia,9,inverno,febbraio
2022-11-19,nuvoloso,5,autunno,novembre
2022-10-13,nuvoloso,18,autunno,ottobre
2022-04-30,soleggiato,14,primavera,aprile
2022-12-17,soleggiato,8,inverno,dicembre
2022-02-02,soleggiato,6,inverno,febbraio
2022-10-01,pioggia,17,autunno,ottobre
2022-03-11,nuvoloso,3,primavera,marzo
2022-05-18,pioggia,24,primavera,maggio
2022-12-23,nuvoloso,6,inverno,dicembre
2022-05-25,pioggia,24,primavera,maggio
2022-08-16,pioggia,22,estate,agosto
2022-10-25,pioggia,20,autunno,ottobre
2022-01-08,soleggiato,2,inverno,gennaio
2022-03-16,soleggiato,10,primavera,marzo
2022-05-20,soleggiato,24,primavera,maggio
2022-10-13,soleggiato,14,autunno,ottobre
